Nivel,CodIBGE,Municipio,2007,2009,2011,2013,2015,2017
MU,4318507,São José do Norte (RS),138760,168581,207602,268277,351616,337815
MU,4318606,São José do Ouro (RS),97595,104390,177174,224328,242010,298759
MU,4318614,São José do Sul (RS),22545,25336,34915,45462,55062,80787
MU,4318622,São José dos Ausentes (RS),38492,47215,47861,76377,93786,82199
MU,4318705,São Leopoldo (RS),3138109,3733087,4752951,5862969,6931385,7829272
MU,4318804,São Lourenço do Sul (RS),349431,446206,558581,781834,943535,1108701
MU,4318903,São Luiz Gonzaga (RS),366872,418918,620682,889999,954847,1134868
MU,4319000,São Marcos (RS),250875,313217,441376,547947,624841,706530
MU,4319109,São Martinho (RS),64082,72276,112764,176121,177960,245783
MU,4319125,São Martinho da Serra (RS),52110,60274,85144,151422,157883,167985
MU,4319158,São Miguel das Missões (RS),133095,154897,225196,360437,379833,427312
MU,4319208,São Nicolau (RS),40084,47317,65973,93417,116374,130470
MU,4319307,São Paulo das Missões (RS),56407,63363,81554,111861,122726,145062
MU,4319356,São Pedro da Serra (RS),26853,29955,36846,57277,63212,71855
MU,4319364,São Pedro das Missões (RS),18315,18911,27781,40488,57250,51490
MU,4319372,São Pedro do Butiá (RS),40102,46701,54304,66767,76963,90610
MU,4319406,São Pedro do Sul (RS),132258,162991,204594,269107,318109,365929
MU,4319505,São Sebastião do Caí (RS),269893,321560,432781,529047,597698,631811
MU,4319604,São Sepé (RS),252849,320242,367201,552217,694728,823029
MU,4319703,São Valentim (RS),42764,44152,62382,72774,84271,87735
MU,4319711,São Valentim do Sul (RS),55793,35869,37999,42658,48875,54724
MU,4319737,São Valério do Sul (RS),20799,24827,32455,47377,48448,54232
MU,4319752,São Vendelino (RS),28933,28679,45565,70980,59471,64028
MU,4319802,São Vicente do Sul (RS),77520,96336,112420,172568,230069,226617
MU,4319901,Sapiranga (RS),833356,1163501,1682676,2120574,2844423,3286119
MU,4320008,Sapucaia do Sul (RS),1612567,1875444,2297725,2625020,3017906,3135020
MU,4320107,Sarandi (RS),291467,354233,508086,611702,754853,842809
MU,4320206,Seberi (RS),101487,120537,183057,259528,299623,316080
MU,4320230,Sede Nova (RS),37381,41069,56471,82143,83304,87939
MU,4320263,Segredo (RS),48529,60490,79638,107417,120284,131398
MU,4320305,Selbach (RS),82286,98808,119278,170756,188394,211070
MU,4320321,Senador Salgado Filho (RS),32459,38190,53475,70874,80325,80721
MU,4320354,Sentinela do Sul (RS),27608,37779,51138,72788,78162,84589
MU,4320404,Serafina Corrêa (RS),252355,305484,384257,479729,577077,618494
MU,4320453,Sério (RS),21025,20578,27497,35414,36840,41915
MU,4320503,Sertão (RS),94370,114900,148767,214093,233357,276634
MU,4320552,Sertão Santana (RS),52532,70599,93231,118047,149651,170216
MU,4320578,Sete de Setembro (RS),29994,24850,37785,50735,53475,62921
MU,4320602,Severiano de Almeida (RS),39546,41150,56681,75671,91357,97652
MU,4320651,Silveira Martins (RS),16664,23010,27323,40106,46036,48652
MU,4320677,Sinimbu (RS),80987,101198,125139,162523,182903,201151
MU,4320701,Sobradinho (RS),142247,179223,215890,304207,323079,370494
MU,4320800,Soledade (RS),253129,316798,456048,577025,694270,868945
MU,4320859,Tabaí (RS),31010,37716,48138,67207,80182,68608
MU,4320909,Tapejara (RS),268626,364723,488900,634319,752294,875684
MU,4321006,Tapera (RS),221849,221051,285492,302529,356197,406431
MU,4321105,Tapes (RS),149071,177214,214463,272362,324782,370131
MU,4321204,Taquara (RS),464289,568797,831631,1003041,1205348,1256709
MU,4321303,Taquari (RS),316997,386704,442793,558242,676012,679787
MU,4321329,Taquaruçu do Sul (RS),27658,29928,40497,79479,85801,98779
MU,4321352,Tavares (RS),30450,47758,52179,69179,74971,84534
MU,4321402,Tenente Portela (RS),118045,142008,185285,264242,334380,394671
MU,4321436,Terra de Areia (RS),63650,72477,94592,136582,185640,218481
MU,4321451,Teutônia (RS),464281,506406,810585,958225,1043217,1289617
MU,4321469,Tio Hugo (RS),39188,54581,62812,91495,111712,109328
MU,4321477,Tiradentes do Sul (RS),43725,49096,71974,97810,110765,123463
MU,4321493,Toropi (RS),22851,27651,35498,53998,61724,64258
MU,4321501,Torres (RS),352542,431771,556824,737996,978108,1162766
MU,4321600,Tramandaí (RS),348556,415251,541162,722092,876263,1011455
MU,4321626,Travesseiro (RS),26862,26552,42180,55107,58725,61639
MU,4321634,Três Arroios (RS),31384,29519,42696,105347,67831,74197
MU,4321667,Três Cachoeiras (RS),83334,83760,123448,166401,204828,241520
MU,4321709,Três Coroas (RS),361109,464865,727441,775405,917349,911456
MU,4321808,Três de Maio (RS),342284,387408,461693,661342,849516,946236
MU,4321832,Três Forquilhas (RS),20312,25352,29220,42154,50946,51729
MU,4321857,Três Palmeiras (RS),43122,52124,68764,96148,108386,114407
MU,4321907,Três Passos (RS),274026,314173,412603,545957,665366,779906
MU,4321956,Trindade do Sul (RS),51667,60363,84669,129219,151153,161103
MU,4322004,Triunfo (RS),5228138,4657360,5232776,5877459,7479634,8803874
MU,4322103,Tucunduva (RS),80753,100066,126162,154298,175756,196721
MU,4322152,Tunas (RS),28473,36504,48762,63643,71330,81328
MU,4322186,Tupanci do Sul (RS),17208,18536,26781,38839,38846,42919
MU,4322202,Tupanciretã (RS),388056,549555,690419,998375,1017709,1073417
MU,4322251,Tupandi (RS),69834,119922,203279,314851,419802,415872
MU,4322301,Tuparendi (RS),99832,120131,156138,207140,238077,264509
MU,4322327,Turuçu (RS),48883,39009,44788,71944,82561,99674
MU,4322343,Ubiretama (RS),22408,25696,33112,44889,50040,57827
MU,4322350,União da Serra (RS),32113,36500,32625,44234,50187,50882
MU,4322376,Unistalda (RS),22740,23642,31328,44845,54071,59453
MU,4322400,Uruguaiana (RS),1096214,1389972,1569261,2094172,2626713,2807639
MU,4322509,Vacaria (RS),763857,905175,1198960,1661302,1925545,2131390
MU,4322525,Vale Verde (RS),33408,38156,43316,64158,73844,76100
MU,4322533,Vale do Sol (RS),100346,161178,173750,196373,217659,231582
MU,4322541,Vale Real (RS),44144,48872,68012,87123,112355,130699
MU,4322558,Vanini (RS),24800,26563,33521,47376,51688,57348
MU,4322608,Venâncio Aires (RS),1139683,1400663,1881895,2586805,2835910,2696507
MU,4322707,Vera Cruz (RS),255965,358346,437504,568609,603937,597025
MU,4322806,Veranópolis (RS),439500,546637,753032,870189,1134792,1405090
MU,4322855,Vespasiano Corrêa (RS),30906,38545,38574,51801,57175,61704
MU,4322905,Viadutos (RS),46072,50603,70880,119373,145607,123181
MU,4323002,Viamão (RS),1386079,1672931,2110597,2686087,3239885,3564507
MU,4323101,Vicente Dutra (RS),36572,41877,53079,77851,78519,91674
MU,4323200,Victor Graeff (RS),58158,72129,92828,148880,145378,135289
MU,4323309,Vila Flores (RS),64573,94456,95980,139009,145834,156583
MU,4323358,Vila Lângaro (RS),31606,37273,53472,87872,89755,91236
MU,4323408,Vila Maria (RS),79876,108229,134599,192490,183625,202792
MU,4323457,Vila Nova do Sul (RS),40168,43040,52210,77787,96832,116881
MU,4323507,Vista Alegre (RS),25160,28667,38134,53171,60065,73816
MU,4323606,Vista Alegre do Prata (RS),19191,25149,34630,43446,50767,51938
MU,4323705,Vista Gaúcha (RS),28795,28915,40395,54189,63827,66678
MU,4323754,Vitória das Missões (RS),31713,31299,47272,64489,72609,82326
MU,4323770,Westfália (RS),49577,60865,73216,105690,120930,142459
MU,4323804,Xangri-lá (RS),144008,178869,234332,309047,426194,523240
MU,5000203,Água Clara (MS),220121,278430,345724,467016,880611,1488315
MU,5000252,Alcinópolis (MS),62162,96818,116028,127831,161964,164077
MU,5000609,Amambai (MS),347158,391248,464791,634729,785668,902427
MU,5000708,Anastácio (MS),168023,189296,234117,287909,394893,420517
MU,5000807,Anaurilândia (MS),71761,98643,142157,182226,179983,204685
MU,5000856,Angélica (MS),71273,155609,258073,431215,535934,721575
MU,5000906,Antônio João (MS),81726,138499,183919,126254,192022,231080
MU,5001003,Aparecida do Taboado (MS),300855,354052,564286,796639,802675,1036097
MU,5001102,Aquidauana (MS),359862,465440,559891,668906,808242,917889
MU,5001243,Aral Moreira (MS),183176,270788,292467,466767,457432,477772
MU,5001508,Bandeirantes (MS),85440,120405,137417,226345,287363,327117
MU,5001904,Bataguassu (MS),313789,344759,514643,491164,617796,791859
MU,5002001,Batayporã (MS),112827,156711,242953,304707,297809,339128
MU,5002100,Bela Vista (MS),164639,222796,278669,349891,418936,515638
MU,5002159,Bodoquena (MS),87608,116759,161748,180132,197649,209347
MU,5002209,Bonito (MS),181387,243934,316347,432151,562633,681801
MU,5002308,Brasilândia (MS),139484,176044,674827,442524,568556,519048
MU,5002407,Caarapó (MS),335197,392385,757526,889298,1067181,1183428
MU,5002605,Camapuã (MS),158798,217330,246896,296455,355421,408775
MU,5002704,Campo Grande (MS),9592347,12743870,17619330,20729779,24200572,27034851
MU,5002803,Caracol (MS),45232,63434,78962,89274,106411,117224
MU,5002902,Cassilândia (MS),224173,275556,374208,420447,474457,553216
MU,5002951,Chapadão do Sul (MS),490890,772026,949425,1123248,1510448,1486307
MU,5003108,Corguinho (MS),46498,57855,70066,78034,99611,107546
MU,5003157,Coronel Sapucaia (MS),82247,96671,122529,155499,178055,192816
MU,5003207,Corumbá (MS),1176879,1522898,2119236,2665319,2741872,2869213
MU,5003256,Costa Rica (MS),358566,476490,753991,1059655,1294608,1481953
MU,5003306,Coxim (MS),340296,460631,576218,671703,787168,839889
MU,5003454,Deodápolis (MS),84034,103880,151407,188761,226139,264071
MU,5003488,Dois Irmãos do Buriti (MS),65473,86504,115133,169057,313208,186792
MU,5003504,Douradina (MS),59766,55896,66736,83618,103769,119975
MU,5003702,Dourados (MS),2502443,3230595,4799961,5622984,7295407,8327408
MU,5003751,Eldorado (MS),125763,132132,201158,264238,287677,353696
MU,5003801,Fátima do Sul (MS),182023,177224,248079,309421,357299,470617
MU,5003900,Figueirão (MS),35050,46171,58231,61517,85506,96492
MU,5004007,Glória de Dourados (MS),67708,82151,106436,127805,160713,189996
MU,5004106,Guia Lopes da Laguna (MS),86044,93979,118138,149547,194275,233519
MU,5004304,Iguatemi (MS),157203,215271,250933,331140,365288,382549
MU,5004403,Inocência (MS),91352,123066,165429,179532,229390,262160
MU,5004502,Itaporã (MS),227715,245922,387485,478296,578760,648764
MU,5004601,Itaquiraí (MS),152642,207293,337921,393194,455741,614652
MU,5004700,Ivinhema (MS),159936,220554,350880,578832,796823,1091248
MU,5004809,Japorã (MS),32592,40707,50423,83031,81698,123780
MU,5004908,Jaraguari (MS),67849,92114,102004,129227,153132,191733
MU,5005004,Jardim (MS),183370,229551,300916,379233,456622,528276
MU,5005103,Jateí (MS),58026,70009,96292,136896,192937,270483
MU,5005152,Juti (MS),67366,64776,117044,144821,171375,250931
MU,5005202,Ladário (MS),80057,121643,158314,217239,281178,294751
MU,5005251,Laguna Carapã (MS),158607,180560,281351,301031,379464,427588
MU,5005400,Maracaju (MS),866914,1060336,1302728,1783231,2055476,2386370
MU,5005608,Miranda (MS),185698,249416,293711,361849,431483,500830
MU,5005681,Mundo Novo (MS),142111,169149,257812,334444,385185,463335
MU,5005707,Naviraí (MS),564255,727513,993214,1194054,1355461,1480663
MU,5005806,Nioaque (MS),103257,139603,181319,185836,230828,253258
MU,5006002,Nova Alvorada do Sul (MS),230045,294320,517109,833869,1139115,1434123
MU,5006200,Nova Andradina (MS),620444,686362,1100122,1408110,1570148,2007865
MU,5006259,Novo Horizonte do Sul (MS),36531,50072,81579,120818,138982,185783
MU,5006275,Paraíso das Águas (MS),...,...,...,282660,440584,617917
MU,5006309,Paranaíba (MS),384116,520878,691977,872942,1106217,1192288
MU,5006358,Paranhos (MS),55571,68834,93598,118904,145192,159633
MU,5006408,Pedro Gomes (MS),74787,107102,132633,150138,196866,206418
MU,5006606,Ponta Porã (MS),678000,920527,1306029,1785684,2257506,2641613
MU,5006903,Porto Murtinho (MS),143497,203374,235257,271139,292009,321327
MU,5007109,Ribas do Rio Pardo (MS),280754,362770,443083,594452,876783,966951
MU,5007208,Rio Brilhante (MS),656417,753189,1029873,1451388,1683094,2076920
MU,5007307,Rio Negro (MS),36549,54964,59751,69796,91990,87570
MU,5007406,Rio Verde de Mato Grosso (MS),165883,221858,269544,348139,400840,446356
MU,5007505,Rochedo (MS),35917,68633,98621,110099,140159,176191
MU,5007554,Santa Rita do Pardo (MS),97072,128565,151261,155779,239230,441529
MU,5007695,São Gabriel do Oeste (MS),501517,717129,707471,1041096,1376367,1412562
MU,5007703,Sete Quedas (MS),74985,86826,116719,159139,188305,206924
MU,5007802,Selvíria (MS),616070,948854,1341239,1668012,1590244,1757236
MU,5007901,Sidrolândia (MS),529632,696003,820906,1058944,1331444,1632087
MU,5007935,Sonora (MS),295182,343487,349208,561231,589712,648541
MU,5007950,Tacuru (MS),72544,96375,119615,147974,176212,193491
MU,5007976,Taquarussu (MS),31564,46583,80293,97648,89827,109308
MU,5008008,Terenos (MS),143445,185168,249132,280401,394642,465997
MU,5008305,Três Lagoas (MS),1970447,2826967,4391832,6494386,7866705,10131705
MU,5008404,Vicentina (MS),44129,63513,96806,136503,169583,214333
MU,5100102,Acorizal (MT),28260,26281,37612,42309,56856,71727
MU,5100201,Água Boa (MT),193120,298657,451482,633017,798770,985392
MU,5100250,Alta Floresta (MT),434522,555086,746770,902606,1261982,1491333
MU,5100300,Alto Araguaia (MT),395587,561780,522574,750764,790544,838764
MU,5100359,Alto Boa Vista (MT),26093,37619,50173,60692,84442,108871
MU,5100409,Alto Garças (MT),169614,226786,319593,453716,455574,535389
MU,5100508,Alto Paraguai (MT),33807,48257,63915,72557,89430,115519
MU,5100607,Alto Taquari (MT),275757,309905,480875,666965,943581,968768
MU,5100805,Apiacás (MT),49479,76035,109898,106960,134280,141779
MU,5101001,Araguaiana (MT),25653,37556,50321,51606,63034,69023
MU,5101209,Araguainha (MT),8293,10328,13125,13950,16712,19543
MU,5101258,Araputanga (MT),202637,234390,291842,303229,370702,417388
MU,5101308,Arenápolis (MT),59038,77699,102365,130380,170542,169732
MU,5101407,Aripuanã (MT),195482,246591,458313,501608,593821,709381
MU,5101605,Barão de Melgaço (MT),30837,43265,60123,64794,76919,84771
MU,5101704,Barra do Bugres (MT),437660,512652,710174,996915,1037398,1308782
MU,5101803,Barra do Garças (MT),619584,813094,1049686,1222005,1551060,1754165
MU,5101852,Bom Jesus do Araguaia (MT),35090,69356,123728,182055,207660,268534
MU,5101902,Brasnorte (MT),208328,327691,403591,577509,639517,771150
MU,5102504,Cáceres (MT),648355,809092,1014693,1196781,1554182,1816006
MU,5102603,Campinápolis (MT),70653,111085,132199,163224,198852,254699
MU,5102637,Campo Novo do Parecis (MT),769626,1083259,1386565,1952483,2110797,2933729
MU,5102678,Campo Verde (MT),673053,888291,1221787,1628896,1919639,2427047
MU,5102686,Campos de Júlio (MT),291583,434313,538636,880790,973369,1238836
MU,5102694,Canabrava do Norte (MT),31055,39747,55463,82748,91185,111293
MU,5102702,Canarana (MT),213924,292494,490270,724484,967866,1161807
MU,5102793,Carlinda (MT),58238,73141,95524,105927,137590,162878
MU,5102850,Castanheira (MT),48046,68181,97192,100764,121861,135697
MU,5103007,Chapada dos Guimarães (MT),109119,142241,188793,239693,472027,693518
MU,5103056,Cláudia (MT),93962,127979,185565,246661,306659,409147
MU,5103106,Cocalinho (MT),46258,65835,101328,97993,125255,137924
MU,5103205,Colíder (MT),277446,336202,443481,607386,775577,850077
MU,5103254,Colniza (MT),156481,182534,254527,297411,400759,528694
MU,5103304,Comodoro (MT),177457,212854,286275,391576,453524,560872
MU,5103353,Confresa (MT),134753,169666,255307,331519,518075,724695
MU,5103361,Conquista D'Oeste (MT),27287,47283,53355,52686,71161,88274
MU,5103379,Cotriguaçu (MT),77324,97328,127375,144311,172147,201102
MU,5103403,Cuiabá (MT),8534809,11059165,13440075,17459008,21226684,23301195
MU,5103437,Curvelândia (MT),20408,32950,47890,67076,111488,104912
MU,5103452,Denise (MT),102060,144548,279736,393485,386380,474850
MU,5103502,Diamantino (MT),616143,872613,1066262,1409851,1588858,1957070
MU,5103601,Dom Aquino (MT),135584,173113,196151,299426,283956,336269
MU,5103700,Feliz Natal (MT),97125,145131,181695,257697,355579,393825
MU,5103809,Figueirópolis D'Oeste (MT),23009,34614,47600,49168,54370,58198
MU,5103858,Gaúcha do Norte (MT),57828,120441,195318,256207,311741,407213
MU,5103908,General Carneiro (MT),54198,89991,121831,168655,184734,197309
MU,5103957,Glória D'Oeste (MT),22707,32531,42584,54497,68793,68116
MU,5104104,Guarantã do Norte (MT),197311,250137,388727,481138,607059,740449
MU,5104203,Guiratinga (MT),149226,169440,242278,257644,278845,326046
MU,5104500,Indiavaí (MT),15401,22261,45427,36515,47320,57074
MU,5104526,Ipiranga do Norte (MT),146561,285369,321258,426976,493767,691757
MU,5104542,Itanhangá (MT),65217,100330,125280,166656,193177,241173
MU,5104559,Itaúba (MT),54265,65366,76365,104300,156443,177003
MU,5104609,Itiquira (MT),349420,516827,807103,990947,917427,1093437
MU,5104807,Jaciara (MT),301891,412901,524616,718045,814401,937221
MU,5104906,Jangada (MT),70288,74169,131147,216052,228149,264659
MU,5105002,Jauru (MT),147043,213299,214494,188414,239767,273610
MU,5105101,Juara (MT),255419,367860,503126,548857,698917,787092
MU,5105150,Juína (MT),392863,400794,592069,665644,853014,1020697
MU,5105176,Juruena (MT),64482,81838,120226,136167,156872,188724
MU,5105200,Juscimeira (MT),118027,138506,187230,243262,241505,292036
MU,5105234,Lambari D'Oeste (MT),69080,81414,142377,168494,196830,219384
MU,5105259,Lucas do Rio Verde (MT),835434,1456477,1887403,2435209,2978993,3720050
MU,5105309,Luciara (MT),12230,15615,19333,19951,24633,29644
MU,5105507,Vila Bela da Santíssima Trindade (MT),144273,154194,285559,316595,385178,321353
MU,5105580,Marcelândia (MT),108185,128488,148201,188252,229334,288435
MU,5105606,Matupá (MT),150357,203701,278159,359622,564413,609401
MU,5105622,Mirassol d'Oeste (MT),188392,245639,449077,502771,588846,667422
MU,5105903,Nobres (MT),195644,260224,435935,443259,462459,526629
MU,5106000,Nortelândia (MT),34008,59661,70771,85399,94702,118616
MU,5106109,Nossa Senhora do Livramento (MT),51434,73068,96524,117940,158092,256169
MU,5106158,Nova Bandeirantes (MT),69506,101612,148394,156052,189469,201770
MU,5106174,Nova Nazaré (MT),15011,22249,29585,36823,55335,68833
MU,5106182,Nova Lacerda (MT),44006,71650,154110,121834,115830,178461
MU,5106190,Nova Santa Helena (MT),22854,32876,43604,58363,91534,146257
MU,5106208,Nova Brasilândia (MT),23925,34037,43583,48032,59941,73308
MU,5106216,Nova Canaã do Norte (MT),90547,137485,195566,311585,335345,355110
MU,5106224,Nova Mutum (MT),705323,1040227,1711033,2172228,2565532,2783981
MU,5106232,Nova Olímpia (MT),326175,354464,386652,430018,463486,682334
MU,5106240,Nova Ubiratã (MT),209289,380339,494296,646982,700562,1026777
MU,5106257,Nova Xavantina (MT),152605,211445,261728,352676,480845,582170
MU,5106265,Novo Mundo (MT),43562,64245,90426,99261,138600,186169
MU,5106273,Novo Horizonte do Norte (MT),20075,25918,34803,38560,52478,64375
MU,5106281,Novo São Joaquim (MT),111947,164803,216183,296748,281695,289196
MU,5106299,Paranaíta (MT),75507,96704,247844,845839,709921,596814
