 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Período:Jan/2021
"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"260490 Cumaru";5;5;1977,09;1763,45;-;-;213,64;-;-;395,42;395,42;21;4,2;-;-
"260500 Cupira";30;30;15460,44;12283,76;-;-;3176,68;-;-;515,35;515,35;132;4,4;1;3,33
"260510 Custódia";32;32;26877,57;21151,17;-;-;5726,40;-;-;839,92;839,92;101;3,2;2;6,25
"260515 Dormentes";26;26;9414,06;7422,12;-;-;1991,94;-;-;362,08;362,08;161;6,2;-;-
"260520 Escada";7;7;3435,61;2452,55;-;-;983,06;-;-;490,80;490,80;19;2,7;-;-
"260530 Exu";23;23;12505,26;10287,86;-;-;2217,40;-;-;543,71;543,71;132;5,7;1;4,35
"260540 Feira Nova";25;25;14891,29;11620,91;-;-;3270,38;-;-;595,65;595,65;211;8,4;-;-
"260545 Fernando de Noronha";7;7;3807,55;3043,14;-;-;764,41;-;-;543,94;543,94;7;1,0;-;-
"260560 Flores";9;9;4984,04;4319,81;-;-;664,23;-;-;553,78;553,78;30;3,3;-;-
"260570 Floresta";51;51;27126,20;19684,98;-;-;7441,22;-;-;531,89;531,89;112;2,2;2;3,92
"260580 Frei Miguelinho";16;16;11383,99;9051,11;-;-;2332,88;-;-;711,50;711,50;42;2,6;-;-
"260600 Garanhuns";971;971;1305211,79;1058229,52;-;-;246982,27;-;-;1344,19;1344,19;3733;3,8;92;9,47
"260610 Glória do Goitá";16;16;11515,90;9255,12;-;-;2260,78;-;-;719,74;719,74;80;5,0;-;-
"260620 Goiana";185;185;77272,67;52465,97;-;-;24806,70;-;-;417,69;417,69;561;3,0;6;3,24
"260630 Granito";5;5;2287,62;1971,26;-;-;316,36;-;-;457,52;457,52;28;5,6;-;-
"260640 Gravatá";44;44;27204,29;20734,10;-;-;6470,19;-;-;618,28;618,28;181;4,1;4;9,09
"260660 Ibimirim";37;37;13795,37;10369,29;-;-;3426,08;-;-;372,85;372,85;100;2,7;-;-
"260670 Ibirajuba";5;5;3125,35;2598,87;-;-;526,48;-;-;625,07;625,07;21;4,2;-;-
"260680 Igarassu";22;76;103369,94;89596,82;-;-;13773,12;-;-;1360,13;4698,63;1741;79,1;-;-
"260690 Iguaracy";3;3;1589,64;1382,93;-;-;206,71;-;-;529,88;529,88;14;4,7;-;-
"260700 Inajá";10;10;4891,08;2761,45;-;-;2129,63;-;-;489,11;489,11;15;1,5;-;-
"260710 Ingazeira";3;3;812,23;704,16;-;-;108,07;-;-;270,74;270,74;10;3,3;-;-
"260720 Ipojuca";148;148;88927,16;56163,05;-;-;32764,11;-;-;600,86;600,86;335;2,3;1;0,68
"260730 Ipubi";11;11;4982,36;4174,64;-;-;807,72;-;-;452,94;452,94;52;4,7;-;-
"260740 Itacuruba";4;4;1434,88;1119,45;-;-;315,43;-;-;358,72;358,72;4;1,0;-;-
"260750 Itaíba";36;36;26301,38;20212,03;-;-;6089,35;-;-;730,59;730,59;151;4,2;1;2,78
"260770 Itapetim";11;11;5607,21;4013,96;-;-;1593,25;-;-;509,75;509,75;11;1,0;-;-
"260790 Jaboatão dos Guararapes";1430;1452;2809127,72;2326251,61;-;-;482876,11;-;-;1934,66;1964,42;8730;6,1;79;5,52
"260800 Jataúba";10;10;6120,90;5010,88;-;-;1110,02;-;-;612,09;612,09;58;5,8;-;-
"260805 Jatobá";11;11;5038,24;4099,56;-;-;938,68;-;-;458,02;458,02;49;4,5;1;9,09
"260810 João Alfredo";12;12;2813,40;2072,20;-;-;741,20;-;-;234,45;234,45;45;3,8;-;-
"260825 Jucati";6;6;1762,45;1395,05;-;-;367,40;-;-;293,74;293,74;20;3,3;-;-
"260830 Jupi";26;26;18151,72;14361,12;-;-;3790,60;-;-;698,14;698,14;75;2,9;1;3,85
"260850 Lagoa de Itaenga";2;2;1091,02;771,67;-;-;319,35;-;-;545,51;545,51;7;3,5;-;-
"260845 Lagoa do Carro";3;3;1863,11;1328,89;-;-;534,22;-;-;621,04;621,04;11;3,7;-;-
"260860 Lagoa do Ouro";4;4;1376,08;1066,74;-;-;309,34;-;-;344,02;344,02;18;4,5;-;-
"260870 Lagoa dos Gatos";2;2;633,39;425,57;-;-;207,82;-;-;316,69;316,69;4;2,0;-;-
"260875 Lagoa Grande";34;34;19975,36;15285,23;-;-;4690,13;-;-;587,51;587,51;76;2,2;1;2,94
"260880 Lajedo";47;47;40287,16;31232,19;-;-;9054,97;-;-;857,17;857,17;180;3,8;2;4,26
"260890 Limoeiro";550;550;309967,14;215941,45;-;-;94025,69;-;-;563,58;563,58;1920;3,5;28;5,09
"260900 Macaparana";18;18;8676,45;6254,36;-;-;2422,09;-;-;482,03;482,03;59;3,3;4;22,22
"260910 Machados";6;6;6181,24;4936,71;-;-;1244,53;-;-;1030,21;1030,21;14;2,3;-;-
"260915 Manari";13;13;8914,88;7554,36;-;-;1360,52;-;-;685,76;685,76;63;4,8;-;-
"260930 Mirandiba";8;8;5963,24;5041,90;-;-;921,34;-;-;745,40;745,40;35;4,4;-;-
"261430 Moreilândia";12;12;10005,78;8241,73;-;-;1764,05;-;-;833,82;833,82;68;5,7;-;-
"260940 Moreno";365;365;697130,21;573250,85;-;-;123879,36;-;-;1909,95;1909,95;1880;5,2;18;4,93
"260950 Nazaré da Mata";307;307;158218,08;93693,42;-;-;64524,66;-;-;515,37;515,37;742;2,4;-;-
"260960 Olinda";785;799;2763509,74;2318747,73;-;-;444762,01;-;-;3458,71;3520,39;5869;7,5;118;15,03
"260970 Orobó";16;16;12527,83;9741,31;-;-;2786,52;-;-;782,99;782,99;116;7,3;2;12,50
"260980 Orocó";17;17;7624,97;5460,67;-;-;2164,30;-;-;448,53;448,53;53;3,1;-;-
"260990 Ouricuri";559;559;380351,17;286358,58;-;-;93992,59;-;-;680,41;680,41;2440;4,4;33;5,90
"261000 Palmares";733;733;1101777,96;888104,60;-;-;213673,36;-;-;1503,11;1503,11;3437;4,7;52;7,09
"261010 Palmeirina";6;6;4208,45;3672,75;-;-;535,70;-;-;701,41;701,41;34;5,7;-;-
"261020 Panelas";2;2;646,61;562,46;-;-;84,15;-;-;323,31;323,31;11;5,5;-;-
"261030 Paranatama";18;18;11518,36;9313,33;-;-;2205,03;-;-;639,91;639,91;77;4,3;3;16,67
"261040 Parnamirim";24;24;20887,45;16360,42;-;-;4527,03;-;-;870,31;870,31;111;4,6;-;-
"261050 Passira";7;7;1743,40;1329,82;-;-;413,58;-;-;249,06;249,06;11;1,6;2;28,57
"261060 Paudalho";15;15;7639,00;4174,00;-;-;3465,00;-;-;509,27;509,27;20;1,3;-;-
"261070 Paulista";981;1016;1426522,23;1230324,88;-;-;196197,35;-;-;1404,06;1454,15;6832;7,0;68;6,93
"261080 Pedra";2;2;1084,86;752,20;-;-;332,66;-;-;542,43;542,43;2;1,0;-;-
"261090 Pesqueira";142;142;79423,86;61983,24;-;-;17440,62;-;-;559,32;559,32;541;3,8;5;3,52
"261100 Petrolândia";74;74;47409,29;35463,98;-;-;11945,31;-;-;640,67;640,67;271;3,7;2;2,70
"261110 Petrolina";2013;2013;2994317,20;2391317,98;-;-;602999,22;-;-;1487,49;1487,49;10894;5,4;113;5,61
"261120 Poção";3;3;856,69;721,04;-;-;135,65;-;-;285,56;285,56;11;3,7;-;-
"261130 Pombos";11;11;14691,05;11503,56;-;-;3187,49;-;-;1335,55;1335,55;40;3,6;-;-
"261150 Quipapá";7;7;2938,60;1959,58;-;-;979,02;-;-;419,80;419,80;10;1,4;-;-
"261160 Recife";21123;21214;52989645,51;43596040,44;-;-;9393605,07;-;-;2497,86;2508,62;134051;6,3;1525;7,22
"261170 Riacho das Almas";1;1;420,62;379,66;-;-;40,96;-;-;420,62;420,62;16;16,0;-;-
"261220 Salgueiro";629;629;848182,74;682951,16;-;-;165231,58;-;-;1348,46;1348,46;2250;3,6;36;5,72
"261230 Saloá";19;19;11933,67;9330,66;-;-;2603,01;-;-;628,09;628,09;80;4,2;1;5,26
"261240 Sanharó";22;22;6970,14;5536,43;-;-;1433,71;-;-;316,82;316,82;72;3,3;-;-
"261245 Santa Cruz";41;41;34274,86;28327,76;-;-;5947,10;-;-;835,97;835,97;237;5,8;2;4,88
"261247 Santa Cruz da Baixa Verde";4;4;2051,97;1654,19;-;-;397,78;-;-;512,99;512,99;9;2,3;-;-
"261250 Santa Cruz do Capibaribe";55;55;29256,91;21799,56;-;-;7457,35;-;-;531,94;531,94;269;4,9;1;1,82
"261255 Santa Filomena";9;9;6507,35;5061,67;-;-;1445,68;-;-;723,04;723,04;25;2,8;-;-
"261260 Santa Maria da Boa Vista";41;41;22185,04;16863,81;-;-;5321,23;-;-;541,10;541,10;127;3,1;3;7,32
"261300 São Bento do Una";96;96;62941,15;51219,12;-;-;11722,03;-;-;655,64;655,64;466;4,9;5;5,21
"261310 São Caitano";15;15;6184,48;4786,63;-;-;1397,85;-;-;412,30;412,30;49;3,3;1;6,67
"261320 São João";14;14;5414,16;3919,10;-;-;1495,06;-;-;386,73;386,73;58;4,1;1;7,14
"261330 São Joaquim do Monte";13;13;9140,64;7455,84;-;-;1684,80;-;-;703,13;703,13;74;5,7;1;7,69
"261350 São José do Belmonte";14;14;4652,15;3641,11;-;-;1011,04;-;-;332,30;332,30;36;2,6;-;-
"261360 São José do Egito";69;69;40587,82;28431,27;-;-;12156,55;-;-;588,23;588,23;165;2,4;2;2,90
"261370 São Lourenço da Mata";36;36;187717,80;164641,73;-;-;23076,07;-;-;5214,38;5214,38;434;12,1;12;33,33
"261380 São Vicente Ferrer";11;11;4367,55;3119,17;-;-;1248,38;-;-;397,05;397,05;31;2,8;1;9,09
"261390 Serra Talhada";744;841;1609313,29;1342258,66;-;-;267054,63;-;-;1913,57;2163,06;5832;7,8;51;6,85
"261400 Serrita";21;21;15737,46;12871,62;-;-;2865,84;-;-;749,40;749,40;109;5,2;-;-
"261410 Sertânia";22;22;21652,72;17325,76;-;-;4326,96;-;-;984,21;984,21;113;5,1;2;9,09
"261420 Sirinhaém";6;6;2523,26;1717,72;-;-;805,54;-;-;420,54;420,54;6;1,0;-;-
"261440 Solidão";8;8;9404,84;7516,87;-;-;1887,97;-;-;1175,61;1175,61;31;3,9;-;-
"261450 Surubim";99;135;122873,05;103953,46;-;-;18919,59;-;-;910,17;1241,14;1421;14,4;5;5,05
"261460 Tabira";35;35;18341,10;15321,88;-;-;3019,22;-;-;524,03;524,03;118;3,4;-;-
"261480 Tacaratu";18;18;7850,08;4805,17;-;-;3044,91;-;-;436,12;436,12;26;1,4;1;5,56
"261485 Tamandaré";2;2;934,80;563,20;-;-;371,60;-;-;467,40;467,40;3;1,5;-;-
"261500 Taquaritinga do Norte";33;33;26609,60;20651,73;-;-;5957,87;-;-;806,35;806,35;103;3,1;1;3,03
"261510 Terezinha";5;5;2952,10;2218,54;-;-;733,56;-;-;590,42;590,42;11;2,2;-;-
"261520 Terra Nova";8;8;5707,37;4725,55;-;-;981,82;-;-;713,42;713,42;30;3,8;1;12,50
"261530 Timbaúba";44;44;60747,63;54101,99;-;-;6645,64;-;-;1380,63;1380,63;832;18,9;-;-
"261540 Toritama";31;31;19017,81;13946,15;-;-;5071,66;-;-;613,48;613,48;66;2,1;-;-
"261560 Trindade";27;27;26326,93;21242,93;-;-;5084,00;-;-;975,07;975,07;134;5,0;-;-
"261570 Triunfo";11;11;11933,55;9656,72;-;-;2276,83;-;-;1084,87;1084,87;30;2,7;-;-
"261580 Tupanatinga";14;14;7923,33;5373,36;-;-;2549,97;-;-;565,95;565,95;33;2,4;-;-
"261590 Tuparetama";15;15;6883,29;5528,56;-;-;1354,73;-;-;458,89;458,89;30;2,0;-;-
"261600 Venturosa";7;7;4081,40;3097,45;-;-;983,95;-;-;583,06;583,06;23;3,3;-;-
"261610 Verdejante";4;4;1691,02;1455,75;-;-;235,27;-;-;422,75;422,75;27;6,8;-;-
"261620 Vertentes";39;39;21871,22;16894,84;-;-;4976,38;-;-;560,80;560,80;159;4,1;2;5,13
"261630 Vicência";7;7;10500,00;8371,93;-;-;2128,07;-;-;1500,00;1500,00;20;2,9;-;-
"261640 Vitória de Santo Antão";853;871;764045,37;556119,85;-;-;207925,52;-;-;877,20;895,72;4194;4,9;15;1,76
"270010 Água Branca";13;13;5334,59;4095,32;-;-;1239,27;-;-;410,35;410,35;53;4,1;-;-
"270030 Arapiraca";2049;2150;3912791,97;3181138,33;-;-;731653,64;-;-;1819,90;1909,61;12628;6,2;137;6,69
"270040 Atalaia";13;13;6590,80;3587,80;-;-;3003,00;-;-;506,98;506,98;13;1,0;-;-
"270070 Batalha";63;63;30477,44;19911,29;-;-;10566,15;-;-;483,77;483,77;100;1,6;-;-
"270100 Boca da Mata";6;6;2708,40;1653,60;-;-;1054,80;-;-;451,40;451,40;6;1,0;-;-
"270130 Cajueiro";10;10;4434,00;2676,00;-;-;1758,00;-;-;443,40;443,40;10;1,0;-;-
"270140 Campo Alegre";49;49;38037,43;29559,92;-;-;8477,51;-;-;776,27;776,27;234;4,8;-;-
"270170 Capela";22;22;9633,22;7709,00;-;-;1924,22;-;-;437,87;437,87;66;3,0;-;-
"270210 Colônia Leopoldina";8;8;3611,20;2204,80;-;-;1406,40;-;-;451,40;451,40;9;1,1;-;-
"270230 Coruripe";266;266;549200,90;412230,81;-;-;136970,09;-;-;2064,67;2064,67;1745;6,6;21;7,89
"270235 Craíbas";6;6;2660,40;1605,60;-;-;1054,80;-;-;443,40;443,40;5;0,8;-;-
"270240 Delmiro Gouveia";70;70;28554,31;19961,91;-;-;8592,40;-;-;407,92;407,92;164;2,3;-;-
"270280 Flexeiras";1;1;45,93;37,78;-;-;8,15;-;-;45,93;45,93;7;7,0;-;-
"270300 Ibateguara";4;4;1773,60;1070,40;-;-;703,20;-;-;443,40;443,40;4;1,0;-;-
"270380 Joaquim Gomes";25;25;10482,08;7136,96;-;-;3345,12;-;-;419,28;419,28;52;2,1;-;-
"270400 Junqueiro";11;11;4926,33;3901,24;-;-;1025,09;-;-;447,85;447,85;42;3,8;-;-
"270430 Maceió";6664;7031;10571585,06;8444868,72;-;-;2126716,34;-;-;1503,57;1586,37;45483;6,8;419;6,29
"270450 Maragogi";28;28;12679,20;7756,80;-;-;4922,40;-;-;452,83;452,83;28;1,0;-;-
"270470 Marechal Deodoro";26;26;11528,40;6957,60;-;-;4570,80;-;-;443,40;443,40;26;1,0;-;-
"270500 Mata Grande";12;12;5738,50;4712,04;-;-;1026,46;-;-;478,21;478,21;70;5,8;-;-
"270510 Matriz de Camaragibe";16;16;6449,14;4590,86;-;-;1858,28;-;-;403,07;403,07;33;2,1;-;-
"270550 Murici";25;25;5174,00;2764,00;-;-;2410,00;-;-;206,96;206,96;77;3,1;-;-
"270630 Palmeira dos Índios";471;471;491534,25;374601,98;-;-;116932,27;-;-;1043,60;1043,60;1640;3,5;16;3,40
"270640 Pão de Açúcar";80;80;30031,92;24361,99;-;-;5669,93;-;-;375,40;375,40;99;1,2;-;-
"270660 Paulo Jacinto";1;1;416,39;356,69;-;-;59,70;-;-;416,39;416,39;3;3,0;-;-
"270670 Penedo";174;174;89976,62;61801,22;-;-;28175,40;-;-;517,11;517,11;478;2,7;2;1,15
"270680 Piaçabuçu";11;11;4965,40;3031,60;-;-;1933,80;-;-;451,40;451,40;11;1,0;-;-
"270690 Pilar";98;98;55038,82;32452,46;3967,22;-;15267,47;-;-;561,62;561,62;206;2,1;2;2,04
"270710 Piranhas";41;41;18297,82;15700,98;-;-;2596,84;-;-;446,29;446,29;133;3,2;-;-
"270730 Porto Calvo";40;40;18387,38;11800,63;-;-;6586,75;-;-;459,68;459,68;79;2,0;-;-
"270760 Quebrangulo";8;8;7918,26;6327,71;-;-;1590,55;-;-;989,78;989,78;42;5,3;-;-
"270770 Rio Largo";19;19;17641,75;14426,11;-;-;3215,64;-;-;928,51;928,51;118;6,2;-;-
"270800 Santana do Ipanema";850;850;673178,57;465767,41;-;-;207411,16;-;-;791,97;791,97;2880;3,4;31;3,65
"270830 São José da Laje";12;12;4877,58;3521,04;-;-;1356,54;-;-;406,46;406,46;33;2,8;-;-
"270840 São José da Tapera";20;20;8200,22;5346,46;-;-;2853,76;-;-;410,01;410,01;32;1,6;-;-
"270850 São Luís do Quitunde";18;18;6368,51;4202,56;-;-;2165,95;-;-;353,81;353,81;41;2,3;-;-
"270860 São Miguel dos Campos";479;479;588324,94;457805,98;-;-;130518,96;-;-;1228,24;1228,24;1946;4,1;18;3,76
"270915 Teotônio Vilela";89;89;48148,19;34238,18;-;-;13910,01;-;-;540,99;540,99;310;3,5;1;1,12
"270920 Traipu";2;2;886,80;535,20;-;-;351,60;-;-;443,40;443,40;2;1,0;-;-
"270930 União dos Palmares";436;436;247036,14;176175,40;-;-;70860,74;-;-;566,60;566,60;1821;4,2;27;6,19
"270940 Viçosa";33;33;12920,21;9779,95;-;-;3140,26;-;-;391,52;391,52;92;2,8;-;-
"280020 Aquidabã";125;125;40344,21;34350,82;-;-;5993,39;-;-;322,75;322,75;250;2,0;-;-
"280030 Aracaju";4583;4631;8877968,10;7086836,68;-;-;1791131,42;-;-;1917,07;1937,15;29020;6,3;242;5,28
"280130 Capela";74;74;24371,08;19554,77;-;-;4816,31;-;-;329,34;329,34;233;3,1;2;2,70
"280210 Estância";603;603;700167,98;564825,79;-;-;135342,19;-;-;1161,14;1161,14;2846;4,7;52;8,62
"280290 Itabaiana";682;682;372349,03;255783,77;-;-;116565,26;-;-;545,97;545,97;2269;3,3;31;4,55
"280340 Japoatã";35;35;13114,99;8041,21;-;-;5073,78;-;-;374,71;374,71;70;2,0;-;-
"280350 Lagarto";863;863;1754181,99;1441848,86;-;-;312333,13;-;-;2032,66;2032,66;4308;5,0;53;6,14
"280450 Nossa Senhora da Glória";141;141;70849,30;51691,57;-;-;19157,73;-;-;502,48;502,48;577;4,1;13;9,22
"280480 Nossa Senhora do Socorro";66;66;54639,38;42771,39;-;-;11867,99;-;-;827,87;827,87;210;3,2;12;18,18
"280570 Propriá";206;206;123454,18;92954,35;-;-;30499,83;-;-;599,29;599,29;1011;4,9;25;12,14
"280590 Riachuelo";49;49;11736,19;10039,46;-;-;1696,73;-;-;239,51;239,51;137;2,8;-;-
"280670 São Cristóvão";48;48;17688,27;15214,92;-;-;2473,35;-;-;368,51;368,51;225;4,7;3;6,25
"290020 Abaré";17;17;6961,29;4499,45;-;-;2461,84;-;-;409,49;409,49;30;1,8;2;11,76
"290070 Alagoinhas";813;813;540015,08;404729,09;-;-;135285,99;-;-;664,23;664,23;3583;4,4;52;6,40
"290080 Alcobaça";44;44;27695,94;20702,50;-;-;6993,44;-;-;629,45;629,45;107;2,4;3;6,82
"290100 Amargosa";53;53;21871,46;17539,76;-;-;4331,70;-;-;412,67;412,67;315;5,9;4;7,55
"290110 Amélia Rodrigues";16;16;7399,36;6272,35;-;-;1127,01;-;-;462,46;462,46;70;4,4;1;6,25
"290115 América Dourada";33;33;15688,92;12814,39;-;-;2874,53;-;-;475,42;475,42;134;4,1;3;9,09
"290120 Anagé";19;19;8206,64;6695,24;-;-;1511,40;-;-;431,93;431,93;61;3,2;-;-
"290130 Andaraí";23;23;8917,14;6939,23;-;-;1977,91;-;-;387,70;387,70;70;3,0;-;-
"290150 Anguera";5;5;1979,56;1696,15;-;-;283,41;-;-;395,91;395,91;15;3,0;1;20,00
"290160 Antas";374;374;147676,22;108302,43;-;-;39373,79;-;-;394,86;394,86;894;2,4;3;0,80
"290205 Araças";2;2;1095,29;987,54;-;-;107,75;-;-;547,64;547,64;4;2,0;-;-
"290200 Aracatu";10;10;4371,31;3699,51;-;-;671,80;-;-;437,13;437,13;45;4,5;3;30,00
"290210 Araci";36;36;15192,76;10581,24;-;-;4611,52;-;-;422,02;422,02;130;3,6;1;2,78
"290240 Aurelino Leal";101;101;80462,90;62847,19;-;-;17615,71;-;-;796,66;796,66;247;2,4;1;0,99
"290260 Baixa Grande";38;38;12301,53;9313,96;-;-;2987,57;-;-;323,72;323,72;102;2,7;5;13,16
"290270 Barra";270;270;120916,81;90549,52;-;-;30367,29;-;-;447,84;447,84;938;3,5;9;3,33
"290280 Barra da Estiva";114;114;46025,15;34123,66;-;-;11901,49;-;-;403,73;403,73;385;3,4;8;7,02
"290290 Barra do Choça";105;105;46281,84;34995,07;-;-;11286,77;-;-;440,78;440,78;305;2,9;6;5,71
"290300 Barra do Mendes";24;24;13608,59;11895,89;-;-;1712,70;-;-;567,02;567,02;90;3,8;-;-
"290320 Barreiras";1219;1219;2563755,22;2070910,23;-;-;492844,99;-;-;2103,16;2103,16;6673;5,5;98;8,04
"290323 Barro Alto";77;77;43105,27;38795,36;-;-;4309,91;-;-;559,81;559,81;209;2,7;-;-
"290330 Barro Preto";2;2;661,76;596,22;-;-;65,54;-;-;330,88;330,88;15;7,5;-;-
"290327 Barrocas";26;26;10714,82;8866,12;-;-;1848,70;-;-;412,11;412,11;122;4,7;2;7,69
"290340 Belmonte";66;66;45781,71;36276,30;-;-;9505,41;-;-;693,66;693,66;242;3,7;3;4,55
"290350 Belo Campo";89;89;15229,59;10741,58;-;-;4488,01;-;-;171,12;171,12;486;5,5;8;8,99
"290360 Biritinga";11;11;4646,14;3227,77;-;-;1418,37;-;-;422,38;422,38;58;5,3;-;-
"290380 Boa Vista do Tupim";25;25;8229,42;6377,49;-;-;1851,93;-;-;329,18;329,18;79;3,2;-;-
"290390 Bom Jesus da Lapa";369;369;163459,97;115658,90;-;-;47801,07;-;-;442,98;442,98;1457;3,9;8;2,17
"290395 Bom Jesus da Serra";29;29;13062,83;10674,89;-;-;2387,94;-;-;450,44;450,44;117;4,0;1;3,45
"290400 Boninal";24;24;11353,93;9292,77;-;-;2061,16;-;-;473,08;473,08;113;4,7;-;-
"290405 Bonito";45;45;31058,81;23643,60;-;-;7415,21;-;-;690,20;690,20;103;2,3;2;4,44
"290410 Boquira";83;83;34176,08;25570,20;-;-;8605,88;-;-;411,76;411,76;307;3,7;8;9,64
"290420 Botuporã";26;26;9065,33;7727,82;-;-;1337,51;-;-;348,67;348,67;130;5,0;2;7,69
"290430 Brejões";16;16;6388,32;4780,52;-;-;1607,80;-;-;399,27;399,27;32;2,0;-;-
"290460 Brumado";283;283;283074,87;229212,22;-;-;53862,65;-;-;1000,26;1000,26;1165;4,1;14;4,95
"290475 Buritirama";38;38;21516,42;18478,89;-;-;3037,53;-;-;566,22;566,22;114;3,0;-;-
"290480 Caatiba";6;6;2281,34;1597,10;-;-;684,24;-;-;380,22;380,22;18;3,0;-;-
"290490 Cachoeira";51;51;26503,73;20523,30;-;-;5980,43;-;-;519,68;519,68;140;2,7;4;7,84
"290500 Caculé";86;86;35557,63;25159,20;-;-;10398,43;-;-;413,46;413,46;330;3,8;4;4,65
"290510 Caém";19;19;11584,15;10334,14;-;-;1250,01;-;-;609,69;609,69;59;3,1;2;10,53
"290520 Caetité";91;91;42687,78;30956,41;-;-;11731,37;-;-;469,10;469,10;396;4,4;1;1,10
"290530 Cafarnaum";36;36;24892,16;19524,11;-;-;5368,05;-;-;691,45;691,45;133;3,7;2;5,56
"290550 Caldeirão Grande";31;31;25791,71;21909,02;-;-;3882,69;-;-;831,99;831,99;103;3,3;-;-
"290560 Camacan";168;168;118148,76;90869,95;-;-;27278,81;-;-;703,27;703,27;582;3,5;11;6,55
"290570 Camaçari";454;454;263671,17;183126,35;-;-;80544,82;-;-;580,77;580,77;1689;3,7;8;1,76
"290590 Campo Alegre de Lourdes";184;184;95536,74;75988,23;-;-;19548,51;-;-;519,22;519,22;547;3,0;-;-
"290600 Campo Formoso";288;288;173483,65;124904,21;-;-;48579,44;-;-;602,37;602,37;787;2,7;19;6,60
"290610 Canápolis";39;39;17600,00;13619,83;-;-;3980,17;-;-;451,28;451,28;72;1,8;-;-
"290620 Canarana";67;67;44463,43;35376,75;-;-;9086,68;-;-;663,63;663,63;249;3,7;4;5,97
"290630 Canavieiras";38;38;18195,31;12561,77;-;-;5633,54;-;-;478,82;478,82;142;3,7;1;2,63
"290650 Candeias";226;226;366187,86;312225,01;-;-;53962,85;-;-;1620,30;1620,30;1267;5,6;24;10,62
"290660 Candiba";26;26;10543,05;9147,82;-;-;1395,23;-;-;405,50;405,50;79;3,0;2;7,69
"290680 Cansanção";132;132;58384,10;48078,15;-;-;10305,95;-;-;442,30;442,30;409;3,1;7;5,30
"290682 Canudos";36;36;19638,27;16827,69;-;-;2810,58;-;-;545,51;545,51;111;3,1;1;2,78
"290687 Capim Grosso";94;94;37845,42;24384,68;-;-;13460,74;-;-;402,61;402,61;233;2,5;4;4,26
"290690 Caravelas";31;31;16351,04;13333,29;-;-;3017,75;-;-;527,45;527,45;128;4,1;3;9,68
"290710 Carinhanha";26;26;10165,26;8157,95;-;-;2007,31;-;-;390,97;390,97;86;3,3;2;7,69
"290720 Casa Nova";55;55;25009,45;17779,79;-;-;7229,66;-;-;454,72;454,72;167;3,0;2;3,64
"290730 Castro Alves";11;11;3679,66;3056,88;-;-;622,78;-;-;334,51;334,51;64;5,8;-;-
"290750 Catu";339;339;126064,77;97745,86;-;-;28318,91;-;-;371,87;371,87;730;2,2;10;2,95
"290755 Caturama";8;8;6909,34;5555,78;-;-;1353,56;-;-;863,67;863,67;12;1,5;-;-
"290760 Central";31;31;14511,20;11681,32;-;-;2829,88;-;-;468,10;468,10;93;3,0;1;3,23
"290780 Cícero Dantas";25;25;5915,66;4609,16;-;-;1306,50;-;-;236,63;236,63;111;4,4;2;8,00
"290790 Cipó";29;29;10865,16;8126,27;-;-;2738,89;-;-;374,66;374,66;88;3,0;1;3,45
"290800 Coaraci";7;7;2764,09;1963,54;-;-;800,55;-;-;394,87;394,87;38;5,4;-;-
"290810 Cocos";117;117;75983,32;67675,55;-;-;8307,77;-;-;649,43;649,43;351;3,0;-;-
"290830 Conceição do Almeida";28;28;16670,35;14449,96;-;-;2220,39;-;-;595,37;595,37;79;2,8;6;21,43
"290840 Conceição do Coité";344;344;133785,62;97802,87;-;-;35982,75;-;-;388,91;388,91;902;2,6;11;3,20
"290850 Conceição do Jacuípe";19;19;8655,51;7419,00;-;-;1236,51;-;-;455,55;455,55;107;5,6;3;15,79
"290860 Conde";12;12;4677,64;3334,18;-;-;1343,46;-;-;389,80;389,80;19;1,6;1;8,33
"290870 Condeúba";40;40;13563,39;10453,22;-;-;3110,17;-;-;339,08;339,08;136;3,4;3;7,50
"290890 Coração de Maria";33;33;12294,44;10376,66;-;-;1917,78;-;-;372,56;372,56;113;3,4;-;-
"290900 Cordeiros";22;22;5938,49;4924,56;-;-;1013,93;-;-;269,93;269,93;109;5,0;-;-
"290910 Coribe";37;37;16838,85;13484,90;-;-;3353,95;-;-;455,10;455,10;148;4,0;1;2,70
"290930 Correntina";195;195;104443,94;85347,90;-;-;19096,04;-;-;535,61;535,61;585;3,0;-;-
"290950 Cravolândia";37;37;21882,85;19170,63;-;-;2712,22;-;-;591,43;591,43;158;4,3;-;-
"290960 Crisópolis";21;21;7822,98;5635,36;-;-;2187,62;-;-;372,52;372,52;70;3,3;1;4,76
