 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Período:Jan/2021
"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"313300 Itamonte";66;66;31511,35;25793,06;-;-;5718,29;-;-;477,44;477,44;184;2,8;3;4,55
"313310 Itanhandu";76;76;52095,30;40944,20;-;-;11151,10;-;-;685,46;685,46;309;4,1;3;3,95
"313320 Itanhomi";40;40;24317,32;19601,86;-;-;4715,46;-;-;607,93;607,93;141;3,5;1;2,50
"313330 Itaobim";179;179;86866,50;67429,55;-;-;19436,95;-;-;485,29;485,29;542;3,0;11;6,15
"313350 Itapecerica";48;48;17585,51;14696,32;-;-;2889,19;-;-;366,36;366,36;161;3,4;2;4,17
"313375 Itaú de Minas";13;13;4701,39;4122,65;-;-;578,74;-;-;361,65;361,65;55;4,2;2;15,38
"313380 Itaúna";321;321;443032,81;365443,25;-;-;77589,56;-;-;1380,16;1380,16;1791;5,6;20;6,23
"313420 Ituiutaba";408;431;730012,07;611603,21;-;-;118408,86;-;-;1693,76;1789,25;2680;6,6;50;12,25
"313440 Iturama";119;119;83254,92;64719,34;-;-;18535,58;-;-;699,62;699,62;335;2,8;4;3,36
"313460 Jaboticatubas";26;26;12031,78;10398,17;-;-;1633,61;-;-;462,76;462,76;137;5,3;4;15,38
"313470 Jacinto";86;86;39167,54;31513,51;-;-;7654,03;-;-;455,44;455,44;258;3,0;1;1,16
"313490 Jacutinga";79;79;35479,71;27353,66;-;-;8126,05;-;-;449,11;449,11;232;2,9;7;8,86
"313505 Jaíba";47;47;27725,46;23538,29;-;-;4187,17;-;-;589,90;589,90;168;3,6;2;4,26
"313510 Janaúba";508;508;716639,76;574023,33;-;-;142616,43;-;-;1410,71;1410,71;2195;4,3;23;4,53
"313520 Januária";293;293;170020,26;129801,93;-;-;40218,33;-;-;580,27;580,27;945;3,2;29;9,90
"313540 Jeceaba";8;8;4043,45;3528,63;-;-;514,82;-;-;505,43;505,43;34;4,3;-;-
"313580 Jequitinhonha";76;76;44153,91;37085,36;-;-;7068,55;-;-;580,97;580,97;346;4,6;7;9,21
"313600 Joaíma";45;45;26629,79;21007,99;-;-;5621,80;-;-;591,77;591,77;202;4,5;4;8,89
"313620 João Monlevade";397;397;433546,75;348757,60;-;-;84789,15;-;-;1092,06;1092,06;1697;4,3;46;11,59
"313630 João Pinheiro";195;195;119614,72;88062,81;-;-;31551,91;-;-;613,41;613,41;731;3,7;3;1,54
"313650 Jordânia";16;16;10728,01;8886,06;-;-;1841,95;-;-;670,50;670,50;69;4,3;-;-
"313670 Juiz de Fora";3314;3444;11013769,53;9285525,20;-;-;1728244,33;-;-;3197,96;3323,41;26717;8,1;288;8,69
"313690 Juruaia";21;21;8821,48;6999,89;-;-;1821,59;-;-;420,07;420,07;61;2,9;1;4,76
"313700 Ladainha";47;47;27461,28;22573,37;-;-;4887,91;-;-;584,28;584,28;265;5,6;-;-
"313710 Lagamar";8;8;7929,67;6708,38;-;-;1221,29;-;-;991,21;991,21;38;4,8;-;-
"313720 Lagoa da Prata";151;151;223808,71;184370,01;-;-;39438,70;-;-;1482,18;1482,18;680;4,5;8;5,30
"313750 Lagoa Formosa";23;23;9008,99;7833,99;-;-;1175,00;-;-;391,70;391,70;61;2,7;-;-
"313760 Lagoa Santa";220;220;135742,75;91114,52;-;13861,85;22785,07;13861,85;7981,31;617,01;617,01;702;3,2;9;4,09
"313770 Lajinha";33;33;15647,38;11302,68;-;-;4344,70;-;-;474,16;474,16;90;2,7;-;-
"313780 Lambari";58;58;30323,81;24918,41;-;-;5405,40;-;-;522,82;522,82;214;3,7;7;12,07
"313800 Laranjal";5;5;1421,03;1210,81;-;-;210,22;-;-;284,21;284,21;82;16,4;-;-
"313820 Lavras";478;478;993510,57;824305,88;-;-;169204,69;-;-;2078,47;2078,47;2289;4,8;31;6,49
"313840 Leopoldina";193;193;369001,36;304038,60;-;-;64962,76;-;-;1911,92;1911,92;961;5,0;18;9,33
"313860 Lima Duarte";48;48;22643,98;18737,37;-;-;3906,61;-;-;471,75;471,75;211;4,4;3;6,25
"313880 Luz";129;129;55170,49;44204,21;-;-;10966,28;-;-;427,68;427,68;349;2,7;9;6,98
"313890 Machacalis";23;23;9595,27;7277,32;-;-;2317,95;-;-;417,19;417,19;49;2,1;-;-
"313900 Machado";114;114;48071,06;36225,24;-;-;11845,82;-;-;421,68;421,68;289;2,5;2;1,75
"313920 Malacacheta";13;13;8165,28;6894,55;-;-;1270,73;-;-;628,10;628,10;66;5,1;3;23,08
"313930 Manga";108;108;54730,03;42604,53;-;-;12125,50;-;-;506,76;506,76;437;4,0;4;3,70
"313940 Manhuaçu";1048;1048;2435013,05;2021197,78;-;-;413815,27;-;-;2323,49;2323,49;4587;4,4;78;7,44
"313950 Manhumirim";250;250;305153,34;249015,83;-;-;56137,51;-;-;1220,61;1220,61;1053;4,2;15;6,00
"313960 Mantena";174;174;115030,81;91102,64;-;-;23928,17;-;-;661,10;661,10;586;3,4;2;1,15
"313980 Mar de Espanha";43;43;16501,11;14475,22;-;-;2025,89;-;-;383,75;383,75;143;3,3;6;13,95
"313990 Maria da Fé";11;11;4825,72;4151,22;-;-;674,50;-;-;438,70;438,70;29;2,6;-;-
"314000 Mariana";219;219;143172,21;116668,77;-;-;26503,44;-;-;653,75;653,75;1074;4,9;11;5,02
"314050 Martinho Campos";15;15;6054,45;5393,05;-;-;661,40;-;-;403,63;403,63;140;9,3;4;26,67
"314070 Mateus Leme";79;79;69331,75;60325,22;-;-;9006,53;-;-;877,62;877,62;431;5,5;5;6,33
"314090 Matipó";101;101;39672,13;31691,55;-;-;7980,58;-;-;392,79;392,79;325;3,2;1;0,99
"314110 Matozinhos";63;63;31808,87;24524,00;-;-;7284,87;-;-;504,90;504,90;155;2,5;4;6,35
"314120 Matutina";2;2;949,86;806,37;-;-;143,49;-;-;474,93;474,93;9;4,5;1;50,00
"314140 Medina";128;128;68506,57;53471,91;-;-;15034,66;-;-;535,21;535,21;391;3,1;4;3,13
"314150 Mendes Pimentel";34;34;22988,89;20431,72;-;-;2557,17;-;-;676,14;676,14;157;4,6;1;2,94
"314160 Mercês";28;28;20969,69;17349,92;-;-;3619,77;-;-;748,92;748,92;65;2,3;5;17,86
"314180 Minas Novas";230;230;103623,67;82590,44;-;-;21033,23;-;-;450,54;450,54;747;3,2;2;0,87
"314190 Minduri";7;7;2813,27;2430,62;-;-;382,65;-;-;401,90;401,90;14;2,0;-;-
"314200 Mirabela";79;79;36656,43;31541,16;-;-;5115,27;-;-;464,01;464,01;200;2,5;1;1,27
"314220 Miraí";53;53;31650,25;26575,42;-;-;5074,83;-;-;597,17;597,17;145;2,7;4;7,55
"314240 Moema";17;17;4838,53;4240,16;-;-;598,37;-;-;284,62;284,62;78;4,6;1;5,88
"314260 Monsenhor Paulo";14;14;8145,23;7307,12;-;-;838,11;-;-;581,80;581,80;65;4,6;2;14,29
"314270 Montalvânia";56;56;37326,38;29666,30;-;-;7660,08;-;-;666,54;666,54;100;1,8;2;3,57
"314280 Monte Alegre de Minas";59;59;54848,02;40626,13;-;-;14221,89;-;-;929,63;929,63;177;3,0;3;5,08
"314290 Monte Azul";199;199;116929,67;96060,52;-;-;20869,15;-;-;587,59;587,59;738;3,7;4;2,01
"314300 Monte Belo";22;22;22306,67;17780,18;-;-;4526,49;-;-;1013,94;1013,94;85;3,9;-;-
"314310 Monte Carmelo";398;398;372288,75;301977,95;-;447,16;69615,03;447,16;248,61;935,40;935,40;1138;2,9;12;3,02
"314320 Monte Santo de Minas";74;74;35999,45;30783,75;-;-;5215,70;-;-;486,48;486,48;250;3,4;1;1,35
"314330 Montes Claros";3111;3111;7096981,26;5752686,02;-;-;1344295,24;-;-;2281,25;2281,25;17760;5,7;229;7,36
"314350 Morada Nova de Minas";16;16;11859,34;10397,35;-;-;1461,99;-;-;741,21;741,21;59;3,7;2;12,50
"314390 Muriaé";1384;1384;3379468,36;2743725,23;-;-;635743,13;-;-;2441,81;2441,81;5978;4,3;91;6,58
"314400 Mutum";35;35;15602,94;14015,93;-;-;1587,01;-;-;445,80;445,80;166;4,7;-;-
"314410 Muzambinho";110;110;44045,20;35059,85;-;-;8985,35;-;-;400,41;400,41;427;3,9;10;9,09
"314430 Nanuque";154;154;103841,87;83504,13;-;-;20337,74;-;-;674,30;674,30;570;3,7;5;3,25
"314450 Nazareno";6;6;5453,66;4599,35;-;-;854,31;-;-;908,94;908,94;34;5,7;1;16,67
"314460 Nepomuceno";94;94;43505,97;38643,57;-;-;4862,40;-;-;462,83;462,83;383;4,1;6;6,38
"314470 Nova Era";35;35;25034,40;20736,22;-;-;4298,18;-;-;715,27;715,27;167;4,8;8;22,86
"314480 Nova Lima";381;381;358927,03;290365,57;-;-;68561,46;-;-;942,07;942,07;1828;4,8;18;4,72
"314500 Nova Ponte";34;34;14023,57;11826,80;-;-;2196,77;-;-;412,46;412,46;134;3,9;1;2,94
"314510 Nova Resende";17;17;7008,87;4948,18;-;-;2060,69;-;-;412,29;412,29;62;3,6;1;5,88
"314520 Nova Serrana";223;223;212769,21;158760,87;-;-;54008,34;-;-;954,12;954,12;639;2,9;4;1,79
"314530 Novo Cruzeiro";103;103;40704,86;35175,76;-;-;5529,10;-;-;395,19;395,19;416;4,0;4;3,88
"314560 Oliveira";183;183;346664,26;279967,69;-;-;66696,57;-;-;1894,34;1894,34;945;5,2;18;9,84
"314590 Ouro Branco";76;76;32840,43;26580,00;-;-;6260,43;-;-;432,11;432,11;262;3,4;4;5,26
"314600 Ouro Fino";216;216;140660,29;111213,06;-;-;29447,23;-;-;651,21;651,21;528;2,4;20;9,26
"314610 Ouro Preto";344;344;975979,26;826958,85;-;-;149020,41;-;-;2837,15;2837,15;2153;6,3;33;9,59
"314630 Padre Paraíso";97;97;49748,75;39460,33;-;-;10288,42;-;-;512,87;512,87;399;4,1;6;6,19
"314650 Pains";15;15;7407,71;5801,99;-;-;1605,72;-;-;493,85;493,85;59;3,9;-;-
"314670 Palma";20;20;10131,38;9148,26;-;-;983,12;-;-;506,57;506,57;86;4,3;-;-
"314710 Pará de Minas";438;438;874700,22;724971,97;-;-;149728,25;-;-;1997,03;1997,03;1784;4,1;40;9,13
"314700 Paracatu";440;440;367380,50;291964,26;-;-;75416,24;-;-;834,96;834,96;2027;4,6;27;6,14
"314720 Paraguaçu";60;60;28614,94;19968,35;-;-;8646,59;-;-;476,92;476,92;206;3,4;2;3,33
"314730 Paraisópolis";39;39;15941,52;13846,14;-;-;2095,38;-;-;408,76;408,76;131;3,4;3;7,69
"314760 Passa Quatro";65;65;29232,01;21394,64;-;-;7837,37;-;-;449,72;449,72;146;2,2;3;4,62
"314770 Passa Tempo";24;24;9775,27;8273,38;-;-;1501,89;-;-;407,30;407,30;69;2,9;1;4,17
"314750 Passabém";2;2;1943,40;1463,59;-;-;479,81;-;-;971,70;971,70;2;1,0;-;-
"314790 Passos";1080;1080;2875509,46;2317051,10;-;-;558458,36;-;-;2662,51;2662,51;4919;4,6;101;9,35
"314800 Patos de Minas";729;729;1220839,64;982697,54;-;-;238142,10;-;-;1674,68;1674,68;3948;5,4;58;7,96
"314810 Patrocínio";529;529;826151,22;678998,82;-;-;147152,40;-;-;1561,72;1561,72;2543;4,8;35;6,62
"314860 Peçanha";97;97;75496,53;59802,59;-;-;15693,94;-;-;778,31;778,31;511;5,3;9;9,28
"314870 Pedra Azul";137;137;76126,56;61556,17;-;-;14570,39;-;-;555,67;555,67;583;4,3;11;8,03
"314910 Pedralva";5;5;3383,44;3009,78;-;-;373,66;-;-;676,69;676,69;22;4,4;-;-
"314930 Pedro Leopoldo";176;176;107128,24;72977,36;-;-;34150,88;-;-;608,68;608,68;487;2,8;7;3,98
"314980 Perdizes";42;42;20086,73;16463,54;-;-;3623,19;-;-;478,26;478,26;137;3,3;1;2,38
"314990 Perdões";64;64;32709,88;24999,71;-;-;7710,17;-;-;511,09;511,09;247;3,9;4;6,25
"315030 Piedade do Rio Grande";7;7;3655,57;3096,09;-;-;559,48;-;-;522,22;522,22;18;2,6;-;-
"315050 Pimenta";9;9;3055,69;2655,97;-;-;399,72;-;-;339,52;339,52;45;5,0;-;-
"315080 Piranga";35;35;13856,04;12251,90;-;-;1604,14;-;-;395,89;395,89;118;3,4;6;17,14
"315110 Pirapetinga";33;33;16604,88;13121,57;-;-;3483,31;-;-;503,18;503,18;109;3,3;2;6,06
"315120 Pirapora";479;479;501598,91;393460,24;-;-;108138,67;-;-;1047,18;1047,18;1958;4,1;25;5,22
"315140 Pitangui";107;107;58297,19;48800,09;-;-;9497,10;-;-;544,83;544,83;661;6,2;8;7,48
"315150 Piumhi";238;238;276647,50;227294,41;-;-;49353,09;-;-;1162,38;1162,38;845;3,6;11;4,62
"315170 Poço Fundo";57;57;23017,92;19391,83;-;163,81;3356,67;163,81;105,61;403,82;403,82;161;2,8;3;5,26
"315180 Poços de Caldas";894;894;3125986,93;2571282,94;-;10231,10;540099,51;10231,10;4373,38;3496,63;3496,63;4642;5,2;82;9,17
"315190 Pocrane";5;5;3021,10;2474,38;-;-;546,72;-;-;604,22;604,22;39;7,8;-;-
"315200 Pompéu";60;60;34679,63;25299,15;-;-;9380,48;-;-;577,99;577,99;226;3,8;3;5,00
"315210 Ponte Nova";746;746;1728467,21;1454074,37;-;-;274392,84;-;-;2316,98;2316,98;4349;5,8;77;10,32
"315220 Porteirinha";144;144;84418,26;70138,40;-;-;14279,86;-;-;586,24;586,24;535;3,7;5;3,47
"315240 Poté";16;16;8911,10;7604,20;-;-;1306,90;-;-;556,94;556,94;90;5,6;-;-
"315250 Pouso Alegre";1118;1118;3961326,63;3283039,15;-;-;678287,48;-;-;3543,23;3543,23;6268;5,6;123;11,00
"315260 Pouso Alto";30;30;7926,19;6422,85;-;-;1503,34;-;-;264,21;264,21;213;7,1;1;3,33
"315270 Prados";28;28;11246,46;10036,63;-;-;1209,83;-;-;401,66;401,66;96;3,4;1;3,57
"315280 Prata";67;67;39576,95;31632,61;-;-;7944,34;-;-;590,70;590,70;140;2,1;1;1,49
"315310 Presidente Bernardes";4;4;4718,68;3775,97;-;-;942,71;-;-;1179,67;1179,67;38;9,5;-;-
"315340 Presidente Olegário";19;19;5469,05;4640,28;-;-;828,77;-;-;287,84;287,84;98;5,2;1;5,26
"315400 Raul Soares";130;130;53265,41;41881,91;-;-;11383,50;-;-;409,73;409,73;401;3,1;6;4,62
"315410 Recreio";51;51;22583,24;18001,29;-;-;4581,95;-;-;442,81;442,81;143;2,8;-;-
"315420 Resende Costa";95;95;45571,88;38185,04;-;-;7386,84;-;-;479,70;479,70;424;4,5;8;8,42
"315430 Resplendor";211;211;140653,36;109610,95;-;-;31042,41;-;-;666,60;666,60;766;3,6;15;7,11
"315460 Ribeirão das Neves";498;498;275130,31;216289,29;-;-;58841,02;-;-;552,47;552,47;2424;4,9;35;7,03
"315470 Ribeirão Vermelho";20;20;9382,74;8121,96;-;-;1260,78;-;-;469,14;469,14;66;3,3;-;-
"315490 Rio Casca";49;49;22079,83;16031,88;-;-;6047,95;-;-;450,61;450,61;118;2,4;3;6,12
"315550 Rio Paranaíba";18;18;15512,78;12284,29;-;-;3228,49;-;-;861,82;861,82;39;2,2;-;-
"315560 Rio Pardo de Minas";71;71;35679,85;27860,56;-;-;7819,29;-;-;502,53;502,53;205;2,9;7;9,86
"315570 Rio Piracicaba";23;23;13271,29;11231,02;-;-;2040,27;-;-;577,01;577,01;81;3,5;3;13,04
"315580 Rio Pomba";151;151;91745,72;73790,80;-;-;17954,92;-;-;607,59;607,59;375;2,5;10;6,62
"315590 Rio Preto";15;15;8034,48;7182,39;-;-;852,09;-;-;535,63;535,63;55;3,7;-;-
"315600 Rio Vermelho";48;48;13681,76;11736,47;-;-;1945,29;-;-;285,04;285,04;143;3,0;1;2,08
"315660 Rubim";37;37;20343,65;15785,60;-;-;4558,05;-;-;549,83;549,83;156;4,2;3;8,11
"315670 Sabará";102;142;165462,55;144646,30;-;-;20816,25;-;-;1165,23;1622,18;1739;17,0;7;6,86
"315680 Sabinópolis";96;96;35079,71;30021,92;-;-;5057,79;-;-;365,41;365,41;218;2,3;2;2,08
"315690 Sacramento";88;88;51550,06;40582,77;-;-;10967,29;-;-;585,80;585,80;286;3,3;5;5,68
"315700 Salinas";307;307;145437,61;113298,96;-;-;32138,65;-;-;473,74;473,74;932;3,0;13;4,23
"315710 Salto da Divisa";17;17;11548,45;10235,66;-;-;1312,79;-;-;679,32;679,32;51;3,0;1;5,88
"315720 Santa Bárbara";101;101;56129,21;39991,43;-;1454,86;11288,09;1454,86;3394,83;555,73;555,73;293;2,9;5;4,95
"315770 Santa Juliana";26;26;13670,58;11454,95;-;-;2215,63;-;-;525,79;525,79;48;1,8;1;3,85
"315780 Santa Luzia";296;296;722073,05;607498,15;-;-;114574,90;-;-;2439,44;2439,44;1838;6,2;25;8,45
"315790 Santa Margarida";50;50;30021,23;23815,36;-;-;6205,87;-;-;600,42;600,42;119;2,4;3;6,00
"315820 Santa Maria do Suaçuí";130;130;67992,59;55486,92;-;-;12505,67;-;-;523,02;523,02;525;4,0;4;3,08
"315930 Santa Rita de Jacutinga";9;9;4291,59;3800,35;-;-;491,24;-;-;476,84;476,84;36;4,0;1;11,11
"315960 Santa Rita do Sapucaí";162;162;461726,58;389264,68;-;-;72461,90;-;-;2850,16;2850,16;515;3,2;14;8,64
"315980 Santa Vitória";79;79;34746,19;24819,45;-;-;9926,74;-;-;439,83;439,83;190;2,4;1;1,27
"315990 Santo Antônio do Amparo";121;121;135702,57;112028,94;-;-;23673,63;-;-;1121,51;1121,51;472;3,9;10;8,26
"316040 Santo Antônio do Monte";123;123;175340,99;145951,42;-;-;29389,57;-;-;1425,54;1425,54;759;6,2;7;5,69
"316070 Santos Dumont";159;159;194958,75;158614,12;-;-;36344,63;-;-;1226,16;1226,16;663;4,2;20;12,58
"316100 São Domingos do Prata";43;43;19409,98;16756,94;-;-;2653,04;-;-;451,39;451,39;212;4,9;3;6,98
"316110 São Francisco";238;238;128716,10;99343,34;-;-;29372,76;-;-;540,82;540,82;747;3,1;11;4,62
"316200 São Gonçalo do Sapucaí";141;141;60223,39;48530,43;-;-;11692,96;-;-;427,12;427,12;330;2,3;3;2,13
"316210 São Gotardo";122;122;69961,04;46914,99;-;-;23046,05;-;-;573,45;573,45;258;2,1;-;-
"316220 São João Batista do Glória";8;8;3833,59;3259,71;-;-;573,88;-;-;479,20;479,20;28;3,5;-;-
"316240 São João da Ponte";116;116;83906,63;71364,15;-;-;12542,48;-;-;723,33;723,33;619;5,3;5;4,31
"316250 São João del Rei";549;549;1460518,59;1214717,27;-;-;245801,32;-;-;2660,33;2660,33;2472;4,5;50;9,11
"316270 São João do Paraíso";85;85;71581,60;58707,83;-;-;12873,77;-;-;842,14;842,14;241;2,8;7;8,24
"316280 São João Evangelista";94;94;58659,82;48779,51;-;-;9880,31;-;-;624,04;624,04;461;4,9;4;4,26
"316290 São João Nepomuceno";115;115;45298,05;32311,15;-;-;12986,90;-;-;393,90;393,90;242;2,1;6;5,22
"316370 São Lourenço";451;451;1071374,55;904160,49;-;-;167214,06;-;-;2375,55;2375,55;2178;4,8;39;8,65
"316390 São Pedro da União";4;4;2130,26;1943,93;-;-;186,33;-;-;532,56;532,56;23;5,8;2;50,00
"316420 São Romão";28;28;10721,16;9018,77;-;-;1702,39;-;-;382,90;382,90;66;2,4;1;3,57
"316430 São Roque de Minas";2;2;437,36;376,00;-;-;61,36;-;-;218,68;218,68;10;5,0;-;-
"316470 São Sebastião do Paraíso";648;784;1573720,05;1291186,54;-;-;282533,51;-;-;2007,30;2428,58;7450;11,5;48;7,41
"316500 São Tiago";37;37;18886,47;16163,56;-;-;2722,91;-;-;510,45;510,45;182;4,9;3;8,11
"316530 São Vicente de Minas";30;30;13721,60;9520,58;-;-;4201,02;-;-;457,39;457,39;69;2,3;4;13,33
"316570 Senador Firmino";6;6;2445,37;1980,53;-;-;464,84;-;-;407,56;407,56;18;3,0;-;-
"316680 Serra do Salitre";26;26;25431,58;20322,64;-;-;5108,94;-;-;978,14;978,14;112;4,3;1;3,85
"316690 Serrania";6;6;1971,42;1769,02;-;-;202,40;-;-;328,57;328,57;17;2,8;-;-
"316710 Serro";158;158;95066,60;76095,96;-;-;18970,64;-;-;601,69;601,69;502;3,2;5;3,16
"316720 Sete Lagoas";1373;1373;1721366,95;1390307,93;-;-;331059,02;-;-;1253,73;1253,73;5923;4,3;92;6,70
"316800 Taiobeiras";457;457;496627,02;393019,20;-;-;103607,82;-;-;1086,71;1086,71;1847;4,0;23;5,03
"316840 Tarumirim";140;140;84243,01;72295,60;-;-;11947,41;-;-;601,74;601,74;458;3,3;-;-
"316860 Teófilo Otoni";1351;1351;3059415,10;2476435,28;-;-;582979,82;-;-;2264,56;2264,56;6765;5,0;87;6,44
"316870 Timóteo";208;208;247592,17;201700,00;-;-;45892,17;-;-;1190,35;1190,35;913;4,4;21;10,10
"316890 Tiros";1;1;865,91;793,69;-;-;72,22;-;-;865,91;865,91;5;5,0;-;-
"316930 Três Corações";493;493;1049579,66;866891,47;-;-;182688,19;-;-;2128,96;2128,96;2695;5,5;53;10,75
"316935 Três Marias";106;106;57787,41;44226,54;-;-;13560,87;-;-;545,16;545,16;305;2,9;2;1,89
"316940 Três Pontas";356;356;596074,56;490461,29;-;-;105613,27;-;-;1674,37;1674,37;1391;3,9;31;8,71
"316970 Turmalina";173;173;73936,97;57588,43;-;-;16348,54;-;-;427,38;427,38;560;3,2;5;2,89
"316990 Ubá";846;846;1637059,16;1385163,37;-;-;251895,79;-;-;1935,06;1935,06;4321;5,1;76;8,98
"317010 Uberaba";2034;2034;4279203,31;3628438,98;-;-;650764,33;-;-;2103,84;2103,84;13839;6,8;188;9,24
"317020 Uberlândia";3739;3739;9252639,29;7702355,58;-;-;1550283,71;-;-;2474,63;2474,63;21506;5,8;198;5,30
"317040 Unaí";330;330;214658,73;156684,90;-;-;57973,83;-;-;650,48;650,48;1038;3,1;13;3,94
"317043 União de Minas";15;15;6497,77;5280,69;-;-;1217,08;-;-;433,18;433,18;42;2,8;-;-
"317052 Urucuia";39;39;16012,70;10697,10;-;-;5315,60;-;-;410,58;410,58;120;3,1;2;5,13
"317070 Varginha";771;771;2760292,51;2172402,05;-;-;587890,46;-;-;3580,15;3580,15;3892;5,0;75;9,73
"317080 Várzea da Palma";56;56;23618,74;20837,29;-;-;2781,45;-;-;421,76;421,76;393;7,0;5;8,93
"317090 Varzelândia";34;34;16899,71;14425,62;-;-;2474,09;-;-;497,05;497,05;123;3,6;-;-
"317100 Vazante";39;39;28604,17;21847,65;-;-;6756,52;-;-;733,44;733,44;115;2,9;1;2,56
"317120 Vespasiano";107;107;110882,79;88127,81;-;-;22754,98;-;-;1036,29;1036,29;674;6,3;13;12,15
"317130 Viçosa";451;451;602458,59;489533,25;-;7766,18;92507,97;7766,18;12651,19;1335,83;1335,83;2358;5,2;22;4,88
"317170 Virgínia";21;21;11045,20;9646,78;-;-;1398,42;-;-;525,96;525,96;115;5,5;5;23,81
"317180 Virginópolis";58;58;24097,47;20145,97;-;-;3951,50;-;-;415,47;415,47;206;3,6;9;15,52
"317200 Visconde do Rio Branco";355;355;304193,16;253045,49;-;-;51147,67;-;-;856,88;856,88;1155;3,3;36;10,14
"320010 Afonso Cláudio";114;114;61176,13;45076,96;-;-;16099,17;-;-;536,63;536,63;385;3,4;3;2,63
"320020 Alegre";100;100;43806,00;31312,62;-;-;12493,38;-;-;438,06;438,06;202;2,0;-;-
"320040 Anchieta";72;72;54317,84;44315,82;-;-;10002,02;-;-;754,41;754,41;274;3,8;5;6,94
"320060 Aracruz";359;359;694986,51;583082,45;-;-;111904,06;-;-;1935,90;1935,90;1928;5,4;29;8,08
"320070 Atilio Vivacqua";14;14;7384,22;6500,43;-;-;883,79;-;-;527,44;527,44;41;2,9;-;-
"320080 Baixo Guandu";100;100;65992,61;52834,70;-;-;13157,91;-;-;659,93;659,93;527;5,3;6;6,00
"320090 Barra de São Francisco";327;327;208397,88;154852,72;-;-;53545,16;-;-;637,30;637,30;1312;4,0;21;6,42
"320100 Boa Esperança";14;14;5819,90;5040,06;-;-;779,84;-;-;415,71;415,71;42;3,0;-;-
"320120 Cachoeiro de Itapemirim";2270;2293;4562391,38;3693502,10;-;-;868889,28;-;-;1989,70;2009,86;12855;5,7;112;4,93
"320130 Cariacica";475;518;343011,76;264943,45;-;-;78068,31;-;-;662,18;722,13;3870;8,1;3;0,63
"320140 Castelo";125;125;61344,23;48576,40;-;-;12767,83;-;-;490,75;490,75;725;5,8;6;4,80
"320150 Colatina";1666;1666;3207425,41;2630674,64;-;-;576750,77;-;-;1925,23;1925,23;6753;4,1;66;3,96
"320170 Conceição do Castelo";3;3;987,44;848,20;-;-;139,24;-;-;329,15;329,15;5;1,7;-;-
"320190 Domingos Martins";172;172;86507,98;66812,45;-;-;19695,53;-;-;502,95;502,95;677;3,9;6;3,49
"320210 Ecoporanga";26;26;10674,81;9291,35;-;-;1383,46;-;-;410,57;410,57;74;2,8;-;-
"320230 Guaçuí";281;281;735858,70;618176,88;-;-;117681,82;-;-;2618,71;2618,71;1423;5,1;34;12,10
"320240 Guarapari";275;275;167446,25;123350,25;-;-;44096,00;-;-;608,90;608,90;952;3,5;-;-
"320245 Ibatiba";96;96;55088,30;43434,21;-;-;11654,09;-;-;573,84;573,84;249;2,6;-;-
"320280 Itapemirim";342;342;726673,79;592299,21;-;-;134374,58;-;-;2124,78;2124,78;1330;3,9;17;4,97
"320290 Itarana";10;10;7177,86;5788,80;-;-;1389,06;-;-;717,79;717,79;28;2,8;1;10,00
"320300 Iúna";163;163;90086,25;74826,82;-;-;15259,43;-;-;552,68;552,68;469;2,9;9;5,52
"320305 Jaguaré";50;50;20451,16;14064,96;-;-;6386,20;-;-;409,02;409,02;96;1,9;-;-
"320310 Jerônimo Monteiro";161;161;127237,53;100077,43;-;-;27160,10;-;-;790,30;790,30;762;4,7;6;3,73
"320313 João Neiva";14;14;5813,40;5156,50;-;-;656,90;-;-;415,24;415,24;50;3,6;1;7,14
"320316 Laranja da Terra";15;15;6577,34;5677,24;-;-;900,10;-;-;438,49;438,49;54;3,6;2;13,33
"320320 Linhares";1073;1073;2649917,59;2179495,64;-;-;470421,95;-;-;2469,63;2469,63;4992;4,7;83;7,74
"320340 Mimoso do Sul";147;147;91215,26;73975,15;-;-;17240,11;-;-;620,51;620,51;577;3,9;5;3,40
"320350 Montanha";59;59;47632,50;38266,60;-;-;9365,90;-;-;807,33;807,33;206;3,5;3;5,08
"320360 Mucurici";36;36;19342,58;16288,24;-;-;3054,34;-;-;537,29;537,29;94;2,6;1;2,78
"320370 Muniz Freire";42;42;37870,26;30909,70;-;-;6960,56;-;-;901,67;901,67;106;2,5;2;4,76
"320380 Muqui";33;33;23379,22;18842,84;-;-;4536,38;-;-;708,46;708,46;71;2,2;5;15,15
"320390 Nova Venécia";193;193;112864,39;86764,70;-;-;26099,69;-;-;584,79;584,79;736;3,8;7;3,63
"320400 Pancas";3;3;1481,46;1283,80;-;-;197,66;-;-;493,82;493,82;9;3,0;-;-
