 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Período:Mar/2021
"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"250890 Mamanguape";254;254;169106,08;113022,75;-;-;56083,33;-;-;665,77;665,77;759;3,0;23;9,06
"250920 Massaranduba";6;6;2267,04;1919,01;-;-;348,03;-;-;377,84;377,84;15;2,5;-;-
"250970 Monteiro";60;60;31812,98;22536,26;-;-;9276,72;-;-;530,22;530,22;166;2,8;1;1,67
"251080 Patos";765;765;1263387,37;1001392,35;-;-;261995,02;-;-;1651,49;1651,49;3454;4,5;66;8,63
"251090 Paulista";7;7;2756,53;2443,30;-;-;313,23;-;-;393,79;393,79;38;5,4;-;-
"251110 Pedra Lavrada";14;14;4873,01;4029,39;-;-;843,62;-;-;348,07;348,07;27;1,9;-;-
"251120 Pedras de Fogo";33;33;18430,34;14927,43;-;-;3502,91;-;-;558,50;558,50;151;4,6;1;3,03
"251130 Piancó";119;119;222935,33;186988,85;-;-;35946,48;-;-;1873,41;1873,41;746;6,3;28;23,53
"251140 Picuí";55;55;26765,95;20037,13;-;-;6728,82;-;-;486,65;486,65;126;2,3;1;1,82
"251210 Pombal";126;126;100670,99;76685,89;-;-;23985,10;-;-;798,98;798,98;569;4,5;23;18,25
"251230 Princesa Isabel";68;68;38610,59;25685,91;-;-;12924,68;-;-;567,80;567,80;131;1,9;-;-
"251250 Queimadas";153;153;78991,60;58537,16;-;-;20454,44;-;-;516,28;516,28;444;2,9;9;5,88
"251340 Santa Luzia";28;28;10356,83;8298,34;-;-;2058,49;-;-;369,89;369,89;125;4,5;1;3,57
"251370 Santa Rita";589;589;2392054,63;2033155,10;-;-;358899,53;-;-;4061,21;4061,21;4760;8,1;111;18,85
"251390 São Bento";72;72;38286,22;30272,96;-;-;8013,26;-;-;531,75;531,75;218;3,0;2;2,78
"250070 São João do Rio do Peixe";4;4;1460,28;1259,05;-;-;201,23;-;-;365,07;365,07;16;4,0;-;-
"251450 São José de Piranhas";24;24;14166,49;11749,42;-;-;2417,07;-;-;590,27;590,27;46;1,9;-;-
"251540 São Vicente do Seridó";8;8;2745,60;2349,50;-;-;396,10;-;-;343,20;343,20;17;2,1;-;-
"251530 Sapé";53;53;22867,78;18734,77;-;-;4133,01;-;-;431,47;431,47;149;2,8;7;13,21
"251550 Serra Branca";41;41;19865,61;15934,97;-;-;3930,64;-;-;484,53;484,53;88;2,1;2;4,88
"251600 Solânea";160;160;118918,55;93390,94;-;-;25527,61;-;-;743,24;743,24;509;3,2;7;4,38
"251620 Sousa";162;162;99694,81;71332,78;-;-;28362,03;-;-;615,40;615,40;454;2,8;11;6,79
"251630 Sumé";95;95;46153,56;32922,50;-;-;13231,06;-;-;485,83;485,83;212;2,2;4;4,21
"251650 Taperoá";33;33;11139,86;9188,82;-;-;1951,04;-;-;337,57;337,57;148;4,5;1;3,03
"251690 Uiraúna";139;139;51782,06;45863,32;-;-;5918,74;-;-;372,53;372,53;369;2,7;-;-
"260010 Afogados da Ingazeira";601;601;358756,10;272619,95;-;-;86136,15;-;-;596,93;596,93;1932;3,2;29;4,83
"260020 Afrânio";29;29;15481,19;12702,00;-;-;2779,19;-;-;533,83;533,83;118;4,1;-;-
"260030 Agrestina";86;88;73757,90;60255,38;-;-;13502,52;-;-;838,16;857,65;399;4,6;5;5,81
"260040 Água Preta";39;39;27782,07;22595,05;-;-;5187,02;-;-;712,36;712,36;141;3,6;2;5,13
"260050 Águas Belas";58;58;28067,25;18636,79;-;-;9430,46;-;-;483,92;483,92;157;2,7;1;1,72
"260060 Alagoinha";10;10;5430,07;4403,56;-;-;1026,51;-;-;543,01;543,01;32;3,2;-;-
"260070 Aliança";7;7;6413,34;5136,04;-;-;1277,30;-;-;916,19;916,19;30;4,3;1;14,29
"260080 Altinho";26;26;25926,33;20727,37;-;-;5198,96;-;-;997,17;997,17;119;4,6;-;-
"260090 Amaraji";21;21;8635,51;7019,51;-;-;1616,00;-;-;411,21;411,21;68;3,2;-;-
"260110 Araripina";662;662;1382988,67;1121615,88;-;-;261372,79;-;-;2089,11;2089,11;3128;4,7;45;6,80
"260120 Arcoverde";673;673;1061875,39;846391,99;-;-;215483,40;-;-;1577,82;1577,82;2241;3,3;33;4,90
"260130 Barra de Guabiraba";22;22;11630,95;8732,47;-;-;2898,48;-;-;528,68;528,68;55;2,5;-;-
"260140 Barreiros";82;82;64292,99;49652,35;-;-;14640,64;-;-;784,06;784,06;197;2,4;6;7,32
"260160 Belém do São Francisco";40;40;42369,81;34012,88;-;-;8356,93;-;-;1059,25;1059,25;174;4,3;3;7,50
"260170 Belo Jardim";16;16;6790,30;5679,85;-;-;1110,45;-;-;424,39;424,39;89;5,6;1;6,25
"260180 Betânia";10;10;8400,96;6632,97;-;-;1767,99;-;-;840,10;840,10;37;3,7;-;-
"260190 Bezerros";230;230;903454,59;732473,72;-;-;170980,87;-;-;3928,06;3928,06;1325;5,8;23;10,00
"260200 Bodocó";48;48;35758,33;28334,68;-;-;7423,65;-;-;744,97;744,97;286;6,0;-;-
"260210 Bom Conselho";26;26;13916,30;11418,73;-;-;2497,57;-;-;535,24;535,24;181;7,0;2;7,69
"260220 Bom Jardim";9;9;7368,00;5743,08;-;-;1624,92;-;-;818,67;818,67;17;1,9;-;-
"260230 Bonito";28;28;12247,15;8918,83;-;-;3328,32;-;-;437,40;437,40;57;2,0;1;3,57
"260240 Brejão";7;7;3372,76;2838,07;-;-;534,69;-;-;481,82;481,82;30;4,3;1;14,29
"260250 Brejinho";9;9;5408,19;4530,76;-;-;877,43;-;-;600,91;600,91;18;2,0;-;-
"260280 Buíque";145;145;64497,02;49688,09;-;-;14808,93;-;-;444,81;444,81;434;3,0;1;0,69
"260290 Cabo de Santo Agostinho";1022;1022;3607413,28;3056199,65;-;-;551213,63;-;-;3529,76;3529,76;5954;5,8;108;10,57
"260300 Cabrobó";43;43;24047,73;18374,45;-;-;5673,28;-;-;559,25;559,25;139;3,2;1;2,33
"260310 Cachoeirinha";17;17;4985,02;4090,57;-;-;894,45;-;-;293,24;293,24;123;7,2;-;-
"260320 Caetés";22;22;15977,36;12421,37;-;-;3555,99;-;-;726,24;726,24;89;4,0;-;-
"260330 Calçado";2;2;639,61;562,44;-;-;77,17;-;-;319,81;319,81;10;5,0;-;-
"260345 Camaragibe";180;180;90301,42;53843,49;-;-;36457,93;-;-;501,67;501,67;531;3,0;-;-
"260350 Camocim de São Félix";10;10;8129,85;6414,18;-;-;1715,67;-;-;812,98;812,98;35;3,5;-;-
"260360 Camutanga";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;6;1,2;1;20,00
"260370 Canhotinho";60;60;35625,88;25773,00;-;-;9852,88;-;-;593,76;593,76;171;2,9;-;-
"260380 Capoeiras";12;12;4630,49;3733,85;-;-;896,64;-;-;385,87;385,87;38;3,2;-;-
"260390 Carnaíba";24;24;14963,18;12487,78;-;-;2475,40;-;-;623,47;623,47;90;3,8;4;16,67
"260400 Carpina";72;72;41487,56;32362,89;-;-;9124,67;-;-;576,22;576,22;493;6,8;-;-
"260410 Caruaru";2447;2447;2860604,97;2271089,20;2428,21;-;585542,09;-;-;1169,03;1169,03;13998;5,7;149;6,09
"260430 Cedro";20;20;20147,50;16325,99;-;-;3821,51;-;-;1007,37;1007,37;91;4,5;1;5,00
"260450 Chã Grande";24;24;20681,84;16065,49;-;-;4616,35;-;-;861,74;861,74;97;4,0;1;4,17
"260470 Correntes";12;12;5722,84;4332,09;-;-;1390,75;-;-;476,90;476,90;30;2,5;-;-
"260480 Cortês";25;25;13295,46;9436,49;-;-;3858,97;-;-;531,82;531,82;78;3,1;-;-
"260490 Cumaru";2;2;558,82;316,94;-;-;241,88;-;-;279,41;279,41;1;0,5;-;-
"260500 Cupira";22;22;8700,68;6842,93;-;-;1857,75;-;-;395,49;395,49;78;3,5;3;13,64
"260515 Dormentes";20;20;7657,86;6398,20;-;-;1259,66;-;-;382,89;382,89;159;8,0;1;5,00
"260520 Escada";12;12;5248,28;3773,23;-;-;1475,05;-;-;437,36;437,36;20;1,7;-;-
"260530 Exu";31;31;13880,58;11194,93;-;-;2685,65;-;-;447,76;447,76;97;3,1;-;-
"260540 Feira Nova";33;33;34035,03;27290,13;-;-;6744,90;-;-;1031,36;1031,36;180;5,5;2;6,06
"260545 Fernando de Noronha";7;7;5305,64;4324,47;-;-;981,17;-;-;757,95;757,95;13;1,9;-;-
"260560 Flores";16;16;12148,26;10205,41;-;-;1942,85;-;-;759,27;759,27;56;3,5;-;-
"260570 Floresta";79;79;47802,80;35859,80;-;-;11943,00;-;-;605,10;605,10;179;2,3;2;2,53
"260580 Frei Miguelinho";9;9;11042,82;8672,87;-;-;2369,95;-;-;1226,98;1226,98;34;3,8;-;-
"260600 Garanhuns";1074;1074;1479691,68;1195054,91;-;-;284636,77;-;-;1377,74;1377,74;3871;3,6;87;8,10
"260610 Glória do Goitá";17;17;8199,03;6797,88;-;-;1401,15;-;-;482,30;482,30;105;6,2;5;29,41
"260620 Goiana";189;189;92855,71;71963,16;-;-;20892,55;-;-;491,30;491,30;750;4,0;4;2,12
"260630 Granito";6;6;2753,51;2283,39;-;-;470,12;-;-;458,92;458,92;32;5,3;-;-
"260640 Gravatá";55;55;45751,31;36345,26;-;-;9406,05;-;-;831,84;831,84;202;3,7;5;9,09
"260660 Ibimirim";45;45;19320,67;14269,42;-;-;5051,25;-;-;429,35;429,35;149;3,3;2;4,44
"260670 Ibirajuba";7;7;2764,19;2274,07;-;-;490,12;-;-;394,88;394,88;38;5,4;-;-
"260680 Igarassu";41;93;121346,22;104960,53;-;-;16385,69;-;-;1304,80;2959,66;1750;42,7;1;2,44
"260690 Iguaracy";6;6;6067,77;4963,91;-;-;1103,86;-;-;1011,29;1011,29;27;4,5;-;-
"260700 Inajá";14;14;7050,30;4149,32;-;-;2900,98;-;-;503,59;503,59;22;1,6;-;-
"260710 Ingazeira";2;2;375,92;324,48;-;-;51,44;-;-;187,96;187,96;4;2,0;-;-
"260720 Ipojuca";140;140;72461,75;42334,17;-;-;30127,58;-;-;517,58;517,58;280;2,0;-;-
"260730 Ipubi";16;16;5170,12;4363,07;-;-;807,05;-;-;323,13;323,13;75;4,7;-;-
"260740 Itacuruba";2;2;765,63;665,90;-;-;99,73;-;-;382,81;382,81;16;8,0;-;-
"260750 Itaíba";23;23;14467,20;11419,94;-;-;3047,26;-;-;629,01;629,01;108;4,7;-;-
"260770 Itapetim";15;15;8245,10;6113,72;-;-;2131,38;-;-;549,67;549,67;15;1,0;-;-
"260790 Jaboatão dos Guararapes";1688;1718;3156852,31;2592658,28;-;-;564194,03;-;-;1837,52;1870,17;9646;5,7;83;4,92
"260795 Jaqueira";3;3;1057,87;790,19;-;-;267,68;-;-;352,62;352,62;8;2,7;-;-
"260800 Jataúba";42;42;32808,86;27025,60;-;-;5783,26;-;-;781,16;781,16;245;5,8;4;9,52
"260810 João Alfredo";19;19;12466,57;10157,24;-;-;2309,33;-;-;656,14;656,14;141;7,4;-;-
"260825 Jucati";11;11;9290,42;7280,77;-;-;2009,65;-;-;844,58;844,58;38;3,5;-;-
"260830 Jupi";24;24;18279,00;14423,67;-;-;3855,33;-;-;761,63;761,63;57;2,4;-;-
"260850 Lagoa de Itaenga";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;4;4,0;-;-
"260845 Lagoa do Carro";6;6;6542,82;5084,90;-;-;1457,92;-;-;1090,47;1090,47;22;3,7;1;16,67
"260860 Lagoa do Ouro";9;9;3800,34;3018,33;-;-;782,01;-;-;422,26;422,26;66;7,3;-;-
"260870 Lagoa dos Gatos";8;8;3102,74;2226,05;-;-;876,69;-;-;387,84;387,84;19;2,4;-;-
"260875 Lagoa Grande";30;30;19293,91;15012,76;-;-;4281,15;-;-;643,13;643,13;84;2,8;2;6,67
"260880 Lajedo";28;28;26448,74;21277,00;-;-;5171,74;-;-;944,60;944,60;167;6,0;2;7,14
"260890 Limoeiro";243;243;221953,18;167777,50;-;-;54175,68;-;-;913,39;913,39;1215;5,0;24;9,88
"260900 Macaparana";11;11;5486,21;3269,16;-;-;2217,05;-;-;498,75;498,75;28;2,5;-;-
"260910 Machados";20;20;13376,00;10736,32;-;-;2639,68;-;-;668,80;668,80;67;3,4;-;-
"260915 Manari";19;19;11369,71;8813,58;-;-;2556,13;-;-;598,41;598,41;51;2,7;-;-
"260930 Mirandiba";5;5;2553,23;2124,63;-;-;428,60;-;-;510,65;510,65;15;3,0;-;-
"261430 Moreilândia";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;25;5,0;-;-
"260940 Moreno";313;313;569692,85;464372,50;-;-;105320,35;-;-;1820,10;1820,10;1419;4,5;12;3,83
"260950 Nazaré da Mata";280;280;140595,42;82836,26;-;-;57759,16;-;-;502,13;502,13;616;2,2;3;1,07
"260960 Olinda";618;631;1042202,46;863453,89;-;-;178748,57;-;-;1651,67;1686,41;5575;9,0;71;11,49
"260970 Orobó";19;19;19944,12;15862,78;-;-;4081,34;-;-;1049,69;1049,69;88;4,6;2;10,53
"260980 Orocó";15;15;10271,55;8237,94;-;-;2033,61;-;-;684,77;684,77;91;6,1;1;6,67
"260990 Ouricuri";509;509;351242,95;262487,66;-;-;88755,29;-;-;690,06;690,06;2048;4,0;26;5,11
"261000 Palmares";740;740;1363835,48;1114556,48;-;-;249279,00;-;-;1843,02;1843,02;3715;5,0;53;7,16
"261010 Palmeirina";3;3;2343,40;1925,91;-;-;417,49;-;-;781,13;781,13;19;6,3;-;-
"261020 Panelas";10;10;8183,71;6494,63;-;-;1689,08;-;-;818,37;818,37;20;2,0;2;20,00
"261030 Paranatama";9;9;8901,47;6842,40;-;-;2059,07;-;-;989,05;989,05;16;1,8;-;-
"261040 Parnamirim";44;44;51319,64;40878,72;-;-;10440,92;-;-;1166,36;1166,36;185;4,2;1;2,27
"261050 Passira";9;9;13500,00;10763,91;-;-;2736,09;-;-;1500,00;1500,00;34;3,8;-;-
"261060 Paudalho";35;35;41604,60;31767,36;-;-;9837,24;-;-;1188,70;1188,70;68;1,9;-;-
"261070 Paulista";942;973;1345484,32;1145200,23;-;-;200284,09;-;-;1382,82;1428,33;6193;6,6;81;8,60
"261080 Pedra";13;13;11021,42;8933,55;-;-;2087,87;-;-;847,80;847,80;73;5,6;-;-
"261090 Pesqueira";164;164;135424,08;104736,45;-;-;30687,63;-;-;825,76;825,76;456;2,8;5;3,05
"261100 Petrolândia";113;113;56534,45;38790,94;-;-;17743,51;-;-;500,30;500,30;305;2,7;-;-
"261110 Petrolina";2112;2112;3543626,46;2858188,65;-;-;685437,81;-;-;1677,85;1677,85;11625;5,5;105;4,97
"261120 Poção";5;5;2897,67;2437,76;-;-;459,91;-;-;579,53;579,53;29;5,8;-;-
"261130 Pombos";24;24;30229,56;23698,07;-;-;6531,49;-;-;1259,57;1259,57;55;2,3;1;4,17
"261150 Quipapá";10;10;4027,78;2865,68;-;-;1162,10;-;-;402,78;402,78;20;2,0;-;-
"261160 Recife";22442;22534;56582011,76;46244084,09;-;-;10337927,67;-;-;2510,96;2521,26;134347;6,0;1689;7,53
"261170 Riacho das Almas";15;15;10168,94;8333,05;-;-;1835,89;-;-;677,93;677,93;35;2,3;1;6,67
"261220 Salgueiro";613;613;562902,35;436671,74;-;-;126230,61;-;-;918,27;918,27;2049;3,3;21;3,43
"261230 Saloá";15;15;14863,24;11470,24;-;-;3393,00;-;-;990,88;990,88;70;4,7;-;-
"261240 Sanharó";5;5;1895,78;1510,49;-;-;385,29;-;-;379,16;379,16;13;2,6;1;20,00
"261245 Santa Cruz";24;24;18950,35;15616,47;-;-;3333,88;-;-;789,60;789,60;207;8,6;-;-
"261247 Santa Cruz da Baixa Verde";10;10;7775,98;6271,67;-;-;1504,31;-;-;777,60;777,60;33;3,3;-;-
"261250 Santa Cruz do Capibaribe";45;45;19869,26;13829,77;-;-;6039,49;-;-;441,54;441,54;134;3,0;1;2,22
"261255 Santa Filomena";24;24;12738,61;10335,83;-;-;2402,78;-;-;530,78;530,78;136;5,7;2;8,33
"261300 São Bento do Una";68;68;36290,17;27458,64;-;-;8831,53;-;-;533,68;533,68;234;3,4;6;8,82
"261310 São Caitano";51;51;26582,10;20250,26;-;-;6331,84;-;-;521,22;521,22;177;3,5;3;5,88
"261320 São João";13;13;9112,94;7406,39;-;-;1706,55;-;-;701,00;701,00;66;5,1;-;-
"261330 São Joaquim do Monte";13;13;10539,15;8480,85;-;-;2058,30;-;-;810,70;810,70;75;5,8;1;7,69
"261370 São Lourenço da Mata";96;96;181373,40;149573,98;-;-;31799,42;-;-;1889,31;1889,31;535;5,6;14;14,58
"261380 São Vicente Ferrer";14;14;7708,38;6008,09;-;-;1700,29;-;-;550,60;550,60;61;4,4;-;-
"261390 Serra Talhada";804;907;1715955,52;1436665,37;-;-;279290,15;-;-;1891,90;2134,27;6658;8,3;75;9,33
"261400 Serrita";49;49;65369,29;52491,17;-;-;12878,12;-;-;1334,07;1334,07;226;4,6;-;-
"261410 Sertânia";22;22;19399,83;15716,07;-;-;3683,76;-;-;881,81;881,81;97;4,4;-;-
"261420 Sirinhaém";15;15;7729,57;6504,76;-;-;1224,81;-;-;515,30;515,30;27;1,8;-;-
"261440 Solidão";8;8;4887,68;4023,32;-;-;864,36;-;-;610,96;610,96;19;2,4;-;-
"261450 Surubim";106;140;130927,77;113101,07;-;-;17826,70;-;-;935,20;1235,17;1685;15,9;3;2,83
"261460 Tabira";64;64;49690,09;41530,47;-;-;8159,62;-;-;776,41;776,41;237;3,7;-;-
"261480 Tacaratu";13;13;5374,11;3890,31;-;-;1483,80;-;-;413,39;413,39;46;3,5;-;-
"261485 Tamandaré";7;7;3710,31;2523,29;-;-;1187,02;-;-;530,04;530,04;14;2,0;-;-
"261500 Taquaritinga do Norte";45;45;43883,51;34871,87;-;-;9011,64;-;-;975,19;975,19;167;3,7;2;4,44
"261510 Terezinha";8;8;5818,51;4872,76;-;-;945,75;-;-;727,31;727,31;32;4,0;-;-
"261520 Terra Nova";7;7;3616,39;3038,99;-;-;577,40;-;-;516,63;516,63;31;4,4;-;-
"261530 Timbaúba";41;41;52235,76;46239,64;-;-;5996,12;-;-;1274,04;1274,04;693;16,9;1;2,44
"261540 Toritama";65;65;63092,95;48330,31;-;-;14762,64;-;-;970,66;970,66;115;1,8;4;6,15
"261570 Triunfo";9;9;6385,95;5214,71;-;-;1171,24;-;-;709,55;709,55;29;3,2;-;-
"261580 Tupanatinga";12;12;11222,11;8860,42;-;-;2361,69;-;-;935,18;935,18;86;7,2;-;-
"261590 Tuparetama";14;14;7400,73;5555,03;-;-;1845,70;-;-;528,62;528,62;22;1,6;-;-
"261600 Venturosa";9;9;4573,64;3749,73;-;-;823,91;-;-;508,18;508,18;25;2,8;-;-
"261610 Verdejante";8;8;10164,84;8184,08;-;-;1980,76;-;-;1270,61;1270,61;35;4,4;-;-
"261620 Vertentes";31;31;31780,76;25389,35;-;-;6391,41;-;-;1025,19;1025,19;135;4,4;4;12,90
"261630 Vicência";7;7;10500,00;8371,93;-;-;2128,07;-;-;1500,00;1500,00;12;1,7;-;-
"261640 Vitória de Santo Antão";563;587;536002,96;393561,99;-;-;142440,97;-;-;913,12;952,05;2933;5,2;10;1,78
"270010 Água Branca";14;14;5279,92;3747,25;-;-;1532,67;-;-;377,14;377,14;57;4,1;-;-
"270030 Arapiraca";2127;2193;4444517,58;3599593,27;-;-;844924,31;-;-;2026,68;2089,57;13562;6,4;166;7,80
"270040 Atalaia";12;12;6091,20;3319,20;-;-;2772,00;-;-;507,60;507,60;12;1,0;-;-
"270070 Batalha";45;45;21324,21;13672,31;-;-;7651,90;-;-;473,87;473,87;81;1,8;-;-
"270100 Boca da Mata";9;9;4062,60;2480,40;-;-;1582,20;-;-;451,40;451,40;9;1,0;-;-
"270130 Cajueiro";15;15;6651,00;4014,00;-;-;2637,00;-;-;443,40;443,40;16;1,1;-;-
"270140 Campo Alegre";129;129;162037,92;128241,76;-;-;33796,16;-;-;1256,11;1256,11;754;5,8;1;0,78
"270170 Capela";31;31;27723,13;22141,15;-;-;5581,98;-;-;894,29;894,29;146;4,7;-;-
"270210 Colônia Leopoldina";5;5;2249,00;1370,00;-;-;879,00;-;-;449,80;449,80;11;2,2;-;-
"270230 Coruripe";304;304;549664,41;398504,09;-;-;151160,32;-;-;1808,11;1808,11;2399;7,9;26;8,55
"270235 Craíbas";5;5;2217,00;1338,00;-;-;879,00;-;-;443,40;443,40;5;1,0;-;-
"270240 Delmiro Gouveia";30;30;12905,07;8392,71;-;-;4512,36;-;-;430,17;430,17;60;2,0;-;-
"270280 Flexeiras";2;2;579,48;498,79;-;-;80,69;-;-;289,74;289,74;7;3,5;-;-
"270300 Ibateguara";3;3;1330,20;802,80;-;-;527,40;-;-;443,40;443,40;3;1,0;-;-
"270380 Joaquim Gomes";7;7;2805,62;1947,98;-;-;857,64;-;-;400,80;400,80;19;2,7;-;-
"270400 Junqueiro";26;26;8932,17;6946,79;-;-;1985,38;-;-;343,55;343,55;102;3,9;-;-
"270430 Maceió";7390;7676;13736922,48;11334475,49;-;-;2402446,99;-;-;1789,59;1858,85;43811;5,9;528;7,14
"270450 Maragogi";38;38;17198,20;10517,80;-;-;6680,40;-;-;452,58;452,58;38;1,0;-;-
"270470 Marechal Deodoro";28;28;12639,20;7716,80;-;-;4922,40;-;-;451,40;451,40;28;1,0;-;-
"270510 Matriz de Camaragibe";21;21;8660,07;5682,31;-;-;2977,76;-;-;412,38;412,38;34;1,6;-;-
"270550 Murici";28;28;5682,60;3031,60;-;-;2651,00;-;-;202,95;202,95;105;3,8;-;-
"270630 Palmeira dos Índios";439;439;639805,24;507036,96;-;-;132768,28;-;-;1457,42;1457,42;1191;2,7;27;6,15
"270640 Pão de Açúcar";75;75;27890,89;22087,40;-;-;5803,49;-;-;371,88;371,88;112;1,5;1;1,33
"270660 Paulo Jacinto";3;3;1363,66;1214,81;-;-;148,85;-;-;454,55;454,55;8;2,7;-;-
"270670 Penedo";330;330;342937,37;265641,72;-;-;77295,65;-;-;1039,20;1039,20;1258;3,8;19;5,76
"270690 Pilar";88;88;55537,40;31271,15;5481,63;-;13490,95;-;-;631,11;631,11;259;2,9;3;3,41
"270710 Piranhas";22;22;11886,36;9703,18;-;-;2183,18;-;-;540,29;540,29;62;2,8;-;-
"270730 Porto Calvo";32;32;15975,97;10004,80;-;-;5971,17;-;-;499,25;499,25;58;1,8;1;3,13
"270760 Quebrangulo";30;30;37565,09;30028,46;-;-;7536,63;-;-;1252,17;1252,17;188;6,3;-;-
"270770 Rio Largo";54;54;66937,60;54258,86;-;-;12678,74;-;-;1239,59;1239,59;325;6,0;6;11,11
"270800 Santana do Ipanema";770;770;862893,79;643722,58;-;-;219171,21;-;-;1120,64;1120,64;2812;3,7;45;5,84
"270830 São José da Laje";12;12;5459,82;3447,67;-;-;2012,15;-;-;454,98;454,98;14;1,2;-;-
"270840 São José da Tapera";26;26;11303,68;6878,00;-;-;4425,68;-;-;434,76;434,76;27;1,0;-;-
"270850 São Luís do Quitunde";32;32;12935,62;8482,49;-;-;4453,13;-;-;404,24;404,24;58;1,8;-;-
"270860 São Miguel dos Campos";447;447;836917,98;674624,43;-;-;162293,55;-;-;1872,30;1872,30;1925;4,3;21;4,70
"270915 Teotônio Vilela";98;98;73139,52;55771,83;-;-;17367,69;-;-;746,32;746,32;337;3,4;1;1,02
"270920 Traipu";5;5;2217,00;1338,00;-;-;879,00;-;-;443,40;443,40;4;0,8;-;-
"270930 União dos Palmares";389;389;252178,09;179537,04;-;-;72641,05;-;-;648,27;648,27;1396;3,6;8;2,06
"270940 Viçosa";35;35;16646,29;12819,14;-;-;3827,15;-;-;475,61;475,61;117;3,3;2;5,71
"280020 Aquidabã";126;126;36648,12;30997,52;-;-;5650,60;-;-;290,86;290,86;252;2,0;-;-
"280030 Aracaju";4536;4582;9334537,01;7408011,43;-;-;1926525,58;-;-;2037,22;2057,88;28329;6,2;245;5,40
"280130 Capela";119;119;51281,39;39859,00;-;-;11422,39;-;-;430,94;430,94;357;3,0;5;4,20
"280210 Estância";621;621;842169,91;670501,94;-;-;171667,97;-;-;1356,15;1356,15;2685;4,3;56;9,02
"280290 Itabaiana";660;660;426470,73;296665,34;-;-;129805,39;-;-;646,17;646,17;1935;2,9;25;3,79
"280350 Lagarto";930;930;2200203,30;1827572,98;-;-;372630,32;-;-;2365,81;2365,81;5756;6,2;98;10,54
"280450 Nossa Senhora da Glória";96;96;54596,46;38962,55;-;-;15633,91;-;-;568,71;568,71;281;2,9;9;9,38
"280480 Nossa Senhora do Socorro";318;318;203874,69;147945,60;-;-;55929,09;-;-;641,12;641,12;844;2,7;26;8,18
"280570 Propriá";216;216;130405,02;92482,88;-;-;37922,14;-;-;603,73;603,73;796;3,7;21;9,72
"280590 Riachuelo";39;39;10114,47;8872,76;-;-;1241,71;-;-;259,35;259,35;185;4,7;1;2,56
"280670 São Cristóvão";47;47;31193,31;25849,45;-;-;5343,86;-;-;663,69;663,69;206;4,4;3;6,38
"290020 Abaré";23;23;8531,56;6291,42;-;-;2240,14;-;-;370,94;370,94;62;2,7;-;-
"290040 Água Fria";19;19;6300,19;4623,26;-;-;1676,93;-;-;331,59;331,59;34;1,8;1;5,26
"290070 Alagoinhas";711;711;494107,53;374267,50;-;-;119840,03;-;-;694,95;694,95;3334;4,7;44;6,19
"290080 Alcobaça";60;60;28339,91;21348,50;-;-;6991,41;-;-;472,33;472,33;128;2,1;-;-
"290100 Amargosa";74;74;48575,29;36747,82;-;-;11827,47;-;-;656,42;656,42;247;3,3;7;9,46
"290110 Amélia Rodrigues";15;15;5369,15;4454,96;-;-;914,19;-;-;357,94;357,94;108;7,2;-;-
"290115 América Dourada";41;41;19171,55;15750,18;-;-;3421,37;-;-;467,60;467,60;131;3,2;-;-
"290130 Andaraí";41;41;19003,06;15616,26;-;-;3386,80;-;-;463,49;463,49;116;2,8;-;-
"290150 Anguera";9;9;10169,51;8145,67;-;-;2023,84;-;-;1129,95;1129,95;36;4,0;3;33,33
"290160 Antas";228;228;111101,37;77618,34;-;-;33483,03;-;-;487,29;487,29;506;2,2;9;3,95
"290200 Aracatu";10;10;6605,44;5156,73;-;-;1448,71;-;-;660,54;660,54;24;2,4;-;-
"290210 Araci";67;67;29043,46;18393,86;-;-;10649,60;-;-;433,48;433,48;183;2,7;2;2,99
"290240 Aurelino Leal";119;119;78035,23;63020,15;-;-;15015,08;-;-;655,76;655,76;373;3,1;2;1,68
"290260 Baixa Grande";35;35;12827,47;10293,78;-;-;2533,69;-;-;366,50;366,50;90;2,6;2;5,71
"290270 Barra";266;266;129295,97;95091,81;-;-;34204,16;-;-;486,08;486,08;860;3,2;5;1,88
"290280 Barra da Estiva";142;142;63094,50;47600,96;-;-;15493,54;-;-;444,33;444,33;457;3,2;10;7,04
"290300 Barra do Mendes";32;32;15412,67;12517,13;-;-;2895,54;-;-;481,65;481,65;110;3,4;-;-
"290320 Barreiras";1254;1254;1799402,00;1395397,09;-;-;404004,91;-;-;1434,93;1434,93;7127;5,7;64;5,10
