 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Período:Mar/2021
"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"312670 Francisco Sá";128;128;121614,70;98100,88;-;-;23513,82;-;-;950,11;950,11;597;4,7;22;17,19
"312710 Frutal";150;150;76298,31;57126,26;-;-;19172,05;-;-;508,66;508,66;523;3,5;6;4,00
"312760 Gouveia";36;36;19893,65;17163,97;-;-;2729,68;-;-;552,60;552,60;138;3,8;1;2,78
"312770 Governador Valadares";2301;2301;7905930,99;6644433,40;-;-;1261497,59;-;-;3435,87;3435,87;11052;4,8;271;11,78
"312780 Grão Mogol";58;58;25819,96;22298,84;-;-;3521,12;-;-;445,17;445,17;295;5,1;1;1,72
"312800 Guanhães";251;251;152412,91;120571,15;-;-;31841,76;-;-;607,22;607,22;621;2,5;11;4,38
"312810 Guapé";15;15;5943,68;5033,28;-;-;910,40;-;-;396,25;396,25;67;4,5;1;6,67
"312830 Guaranésia";50;50;23155,63;18753,47;-;-;4402,16;-;-;463,11;463,11;225;4,5;2;4,00
"312860 Guarda-Mor";16;16;22352,80;17949,26;-;-;4403,54;-;-;1397,05;1397,05;88;5,5;1;6,25
"312870 Guaxupé";244;244;577559,40;484954,49;-;-;92604,91;-;-;2367,05;2367,05;958;3,9;21;8,61
"312910 Gurinhatã";10;10;5345,48;4541,08;-;-;804,40;-;-;534,55;534,55;14;1,4;-;-
"312940 Ibertioga";14;14;4527,42;4105,81;-;-;421,61;-;-;323,39;323,39;47;3,4;-;-
"312950 Ibiá";31;31;18098,25;13975,08;-;-;4123,17;-;-;583,81;583,81;106;3,4;3;9,68
"312970 Ibiraci";1;1;218,68;188,00;-;-;30,68;-;-;218,68;218,68;2;2,0;-;-
"312980 Ibirité";314;314;364819,85;301193,27;-;-;63626,58;-;-;1161,85;1161,85;2259;7,2;33;10,51
"313030 Iguatama";6;6;3022,43;2772,33;-;-;250,10;-;-;503,74;503,74;33;5,5;1;16,67
"313050 Ilicínea";13;13;6741,31;5149,06;-;-;1592,25;-;-;518,56;518,56;29;2,2;1;7,69
"313090 Inhapim";70;70;38065,41;33196,81;-;-;4868,60;-;-;543,79;543,79;209;3,0;1;1,43
"313120 Ipanema";72;72;35723,48;26875,80;-;-;8847,68;-;-;496,16;496,16;215;3,0;1;1,39
"313130 Ipatinga";2131;2131;5896568,11;4891383,00;-;-;1005185,11;-;-;2767,04;2767,04;12329;5,8;220;10,32
"313150 Ipuiúna";30;30;37097,29;29888,15;-;-;7209,14;-;-;1236,58;1236,58;151;5,0;7;23,33
"313170 Itabira";864;864;1828555,27;1523846,34;-;-;304708,93;-;-;2116,38;2116,38;5633;6,5;70;8,10
"313180 Itabirinha";45;45;28916,11;23846,46;-;-;5069,65;-;-;642,58;642,58;125;2,8;-;-
"313190 Itabirito";144;144;90238,83;71121,52;-;-;19117,31;-;-;626,66;626,66;717;5,0;4;2,78
"313210 Itacarambi";35;35;20987,53;15916,62;-;-;5070,91;-;-;599,64;599,64;113;3,2;2;5,71
"313220 Itaguara";35;35;16558,06;12542,51;-;-;4015,55;-;-;473,09;473,09;134;3,8;1;2,86
"313230 Itaipé";44;44;13863,92;12021,26;-;-;1842,66;-;-;315,09;315,09;188;4,3;-;-
"313240 Itajubá";561;561;1429893,11;1222033,69;-;-;207859,42;-;-;2548,83;2548,83;2071;3,7;54;9,63
"313250 Itamarandiba";137;143;55656,32;42765,66;-;-;12890,66;-;-;389,21;406,25;598;4,4;2;1,46
"313270 Itambacuri";210;210;147788,25;117627,05;-;-;30161,20;-;-;703,75;703,75;823;3,9;16;7,62
"313300 Itamonte";76;76;31741,04;25715,88;-;-;6025,16;-;-;417,65;417,65;247;3,3;2;2,63
"313310 Itanhandu";131;131;487615,68;408261,78;-;-;79353,90;-;-;3722,26;3722,26;673;5,1;19;14,50
"313320 Itanhomi";43;43;27301,70;20772,51;-;-;6529,19;-;-;634,92;634,92;116;2,7;3;6,98
"313330 Itaobim";279;279;497056,45;413984,18;-;-;83072,27;-;-;1781,56;1781,56;1169;4,2;34;12,19
"313350 Itapecerica";50;50;23612,14;18957,59;-;-;4654,55;-;-;472,24;472,24;189;3,8;4;8,00
"313375 Itaú de Minas";18;18;8020,28;7155,35;-;-;864,93;-;-;445,57;445,57;70;3,9;2;11,11
"313380 Itaúna";209;209;320462,61;266788,01;-;-;53674,60;-;-;1533,31;1533,31;1272;6,1;20;9,57
"313420 Ituiutaba";455;483;966626,66;810164,42;-;-;156462,24;-;-;2001,30;2124,45;2806;6,2;51;11,21
"313440 Iturama";178;178;148145,08;112564,95;-;-;35580,13;-;-;832,28;832,28;446;2,5;7;3,93
"313460 Jaboticatubas";18;18;12492,68;10450,27;-;-;2042,41;-;-;694,04;694,04;89;4,9;4;22,22
"313470 Jacinto";87;87;41644,31;33697,12;-;-;7947,19;-;-;478,67;478,67;236;2,7;1;1,15
"313490 Jacutinga";83;83;47439,39;36581,95;-;-;10857,44;-;-;571,56;571,56;382;4,6;8;9,64
"313505 Jaíba";59;59;42527,53;34099,71;-;-;8427,82;-;-;720,81;720,81;227;3,8;2;3,39
"313510 Janaúba";532;532;856172,09;686634,45;-;-;169537,64;-;-;1609,35;1609,35;2550;4,8;34;6,39
"313520 Januária";183;183;104264,67;78541,31;-;-;25723,36;-;-;569,75;569,75;642;3,5;18;9,84
"313540 Jeceaba";14;14;5991,20;5132,62;-;-;858,58;-;-;427,94;427,94;82;5,9;1;7,14
"313580 Jequitinhonha";103;103;66357,24;54379,53;-;-;11977,71;-;-;644,25;644,25;470;4,6;14;13,59
"313600 Joaíma";54;54;30331,43;24055,44;-;-;6275,99;-;-;561,69;561,69;156;2,9;3;5,56
"313620 João Monlevade";405;405;499020,05;406155,69;-;-;92864,36;-;-;1232,15;1232,15;1889;4,7;49;12,10
"313630 João Pinheiro";116;116;85836,53;63542,25;-;-;22294,28;-;-;739,97;739,97;380;3,3;4;3,45
"313650 Jordânia";17;17;16884,05;13985,64;-;-;2898,41;-;-;993,18;993,18;85;5,0;1;5,88
"313670 Juiz de Fora";3691;3834;11598660,22;9608446,91;-;-;1990213,31;-;-;3025,21;3142,42;28694;7,8;312;8,45
"313690 Juruaia";21;21;21250,98;16663,79;-;-;4587,19;-;-;1011,95;1011,95;87;4,1;1;4,76
"313700 Ladainha";45;45;28365,22;23415,85;-;-;4949,37;-;-;630,34;630,34;214;4,8;3;6,67
"313710 Lagamar";10;10;5891,51;5039,71;-;-;851,80;-;-;589,15;589,15;43;4,3;2;20,00
"313720 Lagoa da Prata";269;269;764888,15;643028,10;-;-;121860,05;-;-;2843,45;2843,45;1670;6,2;26;9,67
"313750 Lagoa Formosa";51;51;59813,78;48542,70;-;-;11271,08;-;-;1172,82;1172,82;229;4,5;4;7,84
"313760 Lagoa Santa";143;143;84260,11;66948,55;-;551,09;16070,89;551,09;689,58;589,23;589,23;582;4,1;11;7,69
"313770 Lajinha";54;54;35962,08;28733,94;-;-;7228,14;-;-;665,96;665,96;186;3,4;4;7,41
"313780 Lambari";78;78;40905,08;32559,17;-;-;8345,91;-;-;524,42;524,42;192;2,5;1;1,28
"313800 Laranjal";17;17;6891,63;6225,97;-;-;665,66;-;-;405,39;405,39;72;4,2;1;5,88
"313820 Lavras";523;523;1111305,97;917002,51;-;-;194303,46;-;-;2124,87;2124,87;2431;4,6;41;7,84
"313840 Leopoldina";267;267;343233,66;289502,88;-;-;53730,78;-;-;1285,52;1285,52;1254;4,7;17;6,37
"313860 Lima Duarte";49;49;24720,36;20720,12;-;-;4000,24;-;-;504,50;504,50;185;3,8;7;14,29
"313880 Luz";159;159;90248,89;70839,17;-;-;19409,72;-;-;567,60;567,60;398;2,5;4;2,52
"313890 Machacalis";47;47;18479,66;15754,92;-;-;2724,74;-;-;393,18;393,18;140;3,0;2;4,26
"313900 Machado";126;126;70099,36;54829,91;-;-;15269,45;-;-;556,34;556,34;359;2,8;10;7,94
"313920 Malacacheta";146;146;62350,75;48982,91;-;-;13367,84;-;-;427,06;427,06;497;3,4;8;5,48
"313930 Manga";100;100;88598,65;69055,17;-;-;19543,48;-;-;885,99;885,99;315;3,1;4;4,00
"313940 Manhuaçu";1190;1190;2364371,07;1944422,90;-;-;419948,17;-;-;1986,87;1986,87;4980;4,2;70;5,88
"313950 Manhumirim";169;169;266866,65;221628,52;-;-;45238,13;-;-;1579,09;1579,09;876;5,2;13;7,69
"313960 Mantena";191;191;164455,00;129852,33;-;-;34602,67;-;-;861,02;861,02;847;4,4;17;8,90
"313980 Mar de Espanha";57;57;19004,94;16183,87;-;-;2821,07;-;-;333,42;333,42;186;3,3;4;7,02
"313990 Maria da Fé";20;20;8562,74;7209,00;-;-;1353,74;-;-;428,14;428,14;88;4,4;2;10,00
"314000 Mariana";195;195;155967,75;124289,11;-;-;31678,64;-;-;799,83;799,83;939;4,8;15;7,69
"314050 Martinho Campos";16;16;7073,03;6153,46;-;-;919,57;-;-;442,06;442,06;65;4,1;3;18,75
"314070 Mateus Leme";70;70;73223,98;60752,81;-;-;12471,17;-;-;1046,06;1046,06;379;5,4;6;8,57
"314090 Matipó";84;84;33249,11;27716,42;-;-;5532,69;-;-;395,82;395,82;224;2,7;4;4,76
"314110 Matozinhos";71;71;34609,09;30688,52;-;-;3920,57;-;-;487,45;487,45;258;3,6;6;8,45
"314120 Matutina";2;2;683,69;630,04;-;-;53,65;-;-;341,85;341,85;18;9,0;1;50,00
"314140 Medina";142;142;75652,89;56366,11;-;-;19286,78;-;-;532,77;532,77;432;3,0;5;3,52
"314150 Mendes Pimentel";30;30;18158,02;16337,73;-;-;1820,29;-;-;605,27;605,27;109;3,6;1;3,33
"314160 Mercês";39;39;22480,15;19387,84;-;-;3092,31;-;-;576,41;576,41;99;2,5;2;5,13
"314180 Minas Novas";186;186;89895,53;71192,16;-;-;18703,37;-;-;483,31;483,31;526;2,8;4;2,15
"314200 Mirabela";94;94;63340,40;53750,11;-;-;9590,29;-;-;673,83;673,83;254;2,7;4;4,26
"314220 Miraí";66;66;29834,96;24981,96;-;-;4853,00;-;-;452,04;452,04;133;2,0;4;6,06
"314240 Moema";20;20;7252,54;6141,89;-;-;1110,65;-;-;362,63;362,63;43;2,1;1;5,00
"314260 Monsenhor Paulo";31;31;11943,30;10361,86;-;-;1581,44;-;-;385,27;385,27;114;3,7;9;29,03
"314270 Montalvânia";89;89;37047,30;30734,65;-;-;6312,65;-;-;416,26;416,26;195;2,2;4;4,49
"314280 Monte Alegre de Minas";73;73;56819,73;43042,07;-;-;13777,66;-;-;778,35;778,35;263;3,6;3;4,11
"314290 Monte Azul";81;81;52491,81;42140,79;-;-;10351,02;-;-;648,05;648,05;313;3,9;3;3,70
"314300 Monte Belo";15;15;22698,17;18126,41;-;-;4571,76;-;-;1513,21;1513,21;90;6,0;2;13,33
"314310 Monte Carmelo";379;379;561144,18;459040,59;-;-;102103,59;-;-;1480,59;1480,59;1697;4,5;66;17,41
"314320 Monte Santo de Minas";87;87;45192,20;36944,13;-;-;8248,07;-;-;519,45;519,45;268;3,1;8;9,20
"314330 Montes Claros";3341;3341;8379195,05;6852715,38;-;-;1526479,67;-;-;2507,99;2507,99;19686;5,9;289;8,65
"314350 Morada Nova de Minas";15;15;8188,96;6896,65;-;-;1292,31;-;-;545,93;545,93;46;3,1;1;6,67
"314390 Muriaé";1556;1556;3929611,88;3217710,83;-;-;711901,05;-;-;2525,46;2525,46;6913;4,4;107;6,88
"314400 Mutum";60;60;31668,58;28296,06;-;-;3372,52;-;-;527,81;527,81;283;4,7;-;-
"314410 Muzambinho";102;102;47654,22;34012,63;-;-;13641,59;-;-;467,20;467,20;354;3,5;4;3,92
"314430 Nanuque";238;238;192489,25;159641,47;-;-;32847,78;-;-;808,78;808,78;1055;4,4;18;7,56
"314450 Nazareno";10;10;9604,99;7889,27;-;-;1715,72;-;-;960,50;960,50;31;3,1;1;10,00
"314460 Nepomuceno";56;56;26884,88;24125,12;-;-;2759,76;-;-;480,09;480,09;246;4,4;7;12,50
"314470 Nova Era";40;40;34631,76;28257,57;-;-;6374,19;-;-;865,79;865,79;257;6,4;7;17,50
"314480 Nova Lima";360;360;386903,37;317481,09;-;-;69422,28;-;-;1074,73;1074,73;1582;4,4;40;11,11
"314500 Nova Ponte";55;55;44468,33;35590,92;-;-;8877,41;-;-;808,52;808,52;163;3,0;3;5,45
"314510 Nova Resende";29;29;14504,64;9688,04;-;-;4816,60;-;-;500,16;500,16;74;2,6;3;10,34
"314520 Nova Serrana";309;309;146030,99;100943,33;-;-;45087,66;-;-;472,59;472,59;729;2,4;5;1,62
"314530 Novo Cruzeiro";141;141;57778,70;48273,57;-;-;9505,13;-;-;409,78;409,78;507;3,6;9;6,38
"314560 Oliveira";119;119;117584,95;92301,71;-;-;25283,24;-;-;988,11;988,11;390;3,3;9;7,56
"314590 Ouro Branco";58;58;37512,91;30894,25;-;-;6618,66;-;-;646,77;646,77;360;6,2;3;5,17
"314600 Ouro Fino";224;224;167758,37;131537,01;-;-;36221,36;-;-;748,92;748,92;747;3,3;34;15,18
"314610 Ouro Preto";296;296;431165,24;361667,79;-;-;69497,45;-;-;1456,64;1456,64;1882;6,4;25;8,45
"314630 Padre Paraíso";105;105;58569,74;46921,03;-;-;11648,71;-;-;557,81;557,81;494;4,7;9;8,57
"314650 Pains";16;16;8356,48;6386,44;-;-;1970,04;-;-;522,28;522,28;46;2,9;-;-
"314670 Palma";18;18;9007,56;8174,36;-;-;833,20;-;-;500,42;500,42;57;3,2;1;5,56
"314710 Pará de Minas";381;381;928053,66;774668,28;-;-;153385,38;-;-;2435,84;2435,84;1579;4,1;33;8,66
"314700 Paracatu";443;443;594782,18;482388,62;-;-;112393,56;-;-;1342,62;1342,62;2454;5,5;47;10,61
"314720 Paraguaçu";55;55;25752,55;17990,14;-;-;7762,41;-;-;468,23;468,23;139;2,5;1;1,82
"314730 Paraisópolis";73;73;55030,61;45891,71;-;-;9138,90;-;-;753,84;753,84;308;4,2;7;9,59
"314760 Passa Quatro";56;56;23721,07;17889,66;-;-;5831,41;-;-;423,59;423,59;175;3,1;5;8,93
"314770 Passa Tempo";25;25;13127,07;11207,38;-;-;1919,69;-;-;525,08;525,08;81;3,2;1;4,00
"314750 Passabém";4;4;5082,42;4092,04;-;-;990,38;-;-;1270,61;1270,61;17;4,3;1;25,00
"314790 Passos";1313;1313;5325775,90;4382777,93;-;-;942997,97;-;-;4056,19;4056,19;6804;5,2;168;12,80
"314800 Patos de Minas";857;857;1624625,49;1332922,36;-;-;291703,13;-;-;1895,71;1895,71;5426;6,3;138;16,10
"314810 Patrocínio";433;433;928324,64;773083,69;-;-;155240,95;-;-;2143,94;2143,94;2337;5,4;67;15,47
"314860 Peçanha";104;104;275460,35;230891,58;-;-;44568,77;-;-;2648,66;2648,66;583;5,6;10;9,62
"314870 Pedra Azul";157;157;105763,60;87647,44;-;-;18116,16;-;-;673,65;673,65;655;4,2;7;4,46
"314910 Pedralva";10;10;4195,41;3756,62;-;-;438,79;-;-;419,54;419,54;36;3,6;2;20,00
"314930 Pedro Leopoldo";137;137;88134,15;60381,32;-;-;27752,83;-;-;643,31;643,31;408;3,0;2;1,46
"314980 Perdizes";46;46;24928,16;20476,10;-;-;4452,06;-;-;541,92;541,92;163;3,5;1;2,17
"314990 Perdões";55;55;26016,34;18455,33;-;-;7561,01;-;-;473,02;473,02;159;2,9;3;5,45
"315030 Piedade do Rio Grande";7;7;2508,72;2191,36;-;-;317,36;-;-;358,39;358,39;26;3,7;-;-
"315050 Pimenta";8;8;4181,35;3757,18;-;-;424,17;-;-;522,67;522,67;39;4,9;-;-
"315080 Piranga";38;38;14343,59;12245,83;-;-;2097,76;-;-;377,46;377,46;108;2,8;3;7,89
"315110 Pirapetinga";46;46;22772,57;18766,50;-;-;4006,07;-;-;495,06;495,06;198;4,3;5;10,87
"315120 Pirapora";415;415;644150,92;521851,45;-;-;122299,47;-;-;1552,17;1552,17;1729;4,2;21;5,06
"315140 Pitangui";87;87;59679,65;46589,64;-;-;13090,01;-;-;685,97;685,97;433;5,0;3;3,45
"315150 Piumhi";321;321;413802,34;345967,15;-;-;67835,19;-;-;1289,10;1289,10;1249;3,9;18;5,61
"315170 Poço Fundo";53;53;16646,30;13463,77;-;-;3182,53;-;-;314,08;314,08;290;5,5;5;9,43
"315180 Poços de Caldas";964;964;3563544,09;2937330,97;-;12021,96;609020,15;12021,96;5171,01;3696,62;3696,62;4534;4,7;87;9,02
"315190 Pocrane";6;6;2003,51;1503,71;-;-;499,80;-;-;333,92;333,92;35;5,8;-;-
"315200 Pompéu";77;77;65103,27;50472,00;-;-;14631,27;-;-;845,50;845,50;386;5,0;6;7,79
"315210 Ponte Nova";934;934;2067970,37;1705874,19;-;-;362096,18;-;-;2214,10;2214,10;4983;5,3;97;10,39
"315220 Porteirinha";137;137;98745,71;80357,31;-;-;18388,40;-;-;720,77;720,77;573;4,2;11;8,03
"315240 Poté";25;25;17275,01;14221,37;-;-;3053,64;-;-;691,00;691,00;130;5,2;6;24,00
"315250 Pouso Alegre";902;902;3057335,11;2495831,50;-;-;561503,61;-;-;3389,51;3389,51;5605;6,2;109;12,08
"315260 Pouso Alto";29;29;16389,68;14153,21;-;-;2236,47;-;-;565,16;565,16;147;5,1;-;-
"315270 Prados";30;30;11233,79;9886,83;-;-;1346,96;-;-;374,46;374,46;90;3,0;-;-
"315280 Prata";80;80;46659,05;36909,13;-;-;9749,92;-;-;583,24;583,24;158;2,0;1;1,25
"315290 Pratápolis";6;6;4305,12;4028,92;-;-;276,20;-;-;717,52;717,52;27;4,5;1;16,67
"315310 Presidente Bernardes";3;3;2234,88;1800,59;-;-;434,29;-;-;744,96;744,96;17;5,7;1;33,33
"315340 Presidente Olegário";34;34;10560,26;8773,89;-;-;1786,37;-;-;310,60;310,60;225;6,6;8;23,53
"315400 Raul Soares";75;75;29260,03;23954,49;-;-;5305,54;-;-;390,13;390,13;283;3,8;4;5,33
"315410 Recreio";45;45;21907,90;17052,70;-;-;4855,20;-;-;486,84;486,84;166;3,7;1;2,22
"315420 Resende Costa";82;82;40554,73;32253,96;-;-;8300,77;-;-;494,57;494,57;410;5,0;8;9,76
"315430 Resplendor";216;216;140746,64;107974,19;-;-;32772,45;-;-;651,60;651,60;848;3,9;12;5,56
"315460 Ribeirão das Neves";463;463;556850,47;452867,86;-;-;103982,61;-;-;1202,70;1202,70;2485;5,4;51;11,02
"315470 Ribeirão Vermelho";20;20;16943,27;13991,46;-;-;2951,81;-;-;847,16;847,16;42;2,1;-;-
"315490 Rio Casca";20;20;9242,86;7741,24;-;-;1501,62;-;-;462,14;462,14;55;2,8;1;5,00
"315520 Rio Espera";5;5;1637,83;1374,22;-;-;263,61;-;-;327,57;327,57;21;4,2;1;20,00
"315550 Rio Paranaíba";23;23;18527,84;15180,01;-;-;3347,83;-;-;805,56;805,56;77;3,3;-;-
"315560 Rio Pardo de Minas";80;80;48380,31;36883,09;-;-;11497,22;-;-;604,75;604,75;301;3,8;1;1,25
"315570 Rio Piracicaba";37;37;20013,39;16298,30;-;-;3715,09;-;-;540,90;540,90;173;4,7;2;5,41
"315580 Rio Pomba";222;222;440531,41;366806,79;-;-;73724,62;-;-;1984,38;1984,38;651;2,9;21;9,46
"315590 Rio Preto";22;22;12099,42;10737,65;-;-;1361,77;-;-;549,97;549,97;74;3,4;-;-
"315600 Rio Vermelho";49;49;15574,03;13266,34;-;-;2307,69;-;-;317,84;317,84;125;2,6;1;2,04
"315660 Rubim";17;17;8754,04;7062,04;-;-;1692,00;-;-;514,94;514,94;55;3,2;1;5,88
"315670 Sabará";87;125;149657,14;131015,89;-;-;18641,25;-;-;1197,26;1720,20;1542;17,7;11;12,64
"315680 Sabinópolis";138;138;85464,19;69349,30;-;-;16114,89;-;-;619,31;619,31;365;2,6;4;2,90
"315690 Sacramento";85;85;48841,83;39512,20;-;-;9329,63;-;-;574,61;574,61;341;4,0;6;7,06
"315700 Salinas";320;320;410372,50;338205,28;-;-;72167,22;-;-;1282,41;1282,41;998;3,1;22;6,88
"315710 Salto da Divisa";25;25;18601,57;15674,89;-;-;2926,68;-;-;744,06;744,06;82;3,3;1;4,00
"315720 Santa Bárbara";143;143;143680,88;113885,40;-;-;29795,48;-;-;1004,76;1004,76;533;3,7;16;11,19
"315770 Santa Juliana";23;23;23199,73;18109,38;-;-;5090,35;-;-;1008,68;1008,68;61;2,7;-;-
"315780 Santa Luzia";245;245;425889,51;349422,59;-;-;76466,92;-;-;1738,32;1738,32;1418;5,8;13;5,31
"315790 Santa Margarida";53;53;31895,63;25121,74;-;-;6773,89;-;-;601,80;601,80;180;3,4;3;5,66
"315820 Santa Maria do Suaçuí";151;151;97861,30;77340,05;-;-;20521,25;-;-;648,09;648,09;553;3,7;9;5,96
"315930 Santa Rita de Jacutinga";15;15;7845,90;7084,27;-;-;761,63;-;-;523,06;523,06;54;3,6;-;-
"315960 Santa Rita do Sapucaí";186;186;483430,32;407932,98;-;-;75497,34;-;-;2599,09;2599,09;616;3,3;20;10,75
"315980 Santa Vitória";80;80;34880,89;25834,89;-;-;9046,00;-;-;436,01;436,01;217;2,7;-;-
"315990 Santo Antônio do Amparo";95;95;102599,04;84625,45;-;-;17973,59;-;-;1079,99;1079,99;449;4,7;11;11,58
"316040 Santo Antônio do Monte";81;81;100478,57;83722,01;-;-;16756,56;-;-;1240,48;1240,48;560;6,9;4;4,94
"316070 Santos Dumont";200;200;185376,73;146317,38;-;-;39059,35;-;-;926,88;926,88;747;3,7;17;8,50
"316100 São Domingos do Prata";40;40;28004,93;23158,63;-;-;4846,30;-;-;700,12;700,12;186;4,7;4;10,00
"316110 São Francisco";218;218;144575,06;109895,49;-;-;34679,57;-;-;663,19;663,19;698;3,2;10;4,59
"316200 São Gonçalo do Sapucaí";121;121;63549,99;49208,08;-;-;14341,91;-;-;525,21;525,21;279;2,3;5;4,13
"316210 São Gotardo";131;131;107859,68;79941,55;-;-;27918,13;-;-;823,36;823,36;421;3,2;3;2,29
"316220 São João Batista do Glória";16;16;4455,26;3704,37;-;-;750,89;-;-;278,45;278,45;41;2,6;-;-
"316240 São João da Ponte";100;100;94182,31;79084,15;-;-;15098,16;-;-;941,82;941,82;380;3,8;11;11,00
"316250 São João del Rei";576;576;2630889,74;2222681,13;-;-;408208,61;-;-;4567,52;4567,52;3252;5,6;60;10,42
"316270 São João do Paraíso";108;108;61954,17;49598,04;-;-;12356,13;-;-;573,65;573,65;306;2,8;7;6,48
"316280 São João Evangelista";94;94;60696,51;47847,62;-;-;12848,89;-;-;645,71;645,71;413;4,4;2;2,13
"316290 São João Nepomuceno";99;99;47023,82;34049,80;-;-;12974,02;-;-;474,99;474,99;221;2,2;7;7,07
"316370 São Lourenço";486;486;1455678,11;1218590,41;-;-;237087,70;-;-;2995,22;2995,22;2424;5,0;57;11,73
"316390 São Pedro da União";6;6;1635,87;1467,72;-;-;168,15;-;-;272,65;272,65;22;3,7;-;-
"316420 São Romão";17;17;7891,54;6748,79;-;-;1142,75;-;-;464,21;464,21;26;1,5;1;5,88
"316430 São Roque de Minas";6;6;2469,40;2200,73;-;-;268,67;-;-;411,57;411,57;42;7,0;-;-
"316470 São Sebastião do Paraíso";527;708;1412298,07;1146187,89;-;-;266110,18;-;-;1994,77;2679,88;7381;14,0;35;6,64
"316500 São Tiago";48;48;18918,93;15494,83;-;-;3424,10;-;-;394,14;394,14;186;3,9;-;-
"316530 São Vicente de Minas";28;28;13424,59;9903,29;-;-;3521,30;-;-;479,45;479,45;77;2,8;2;7,14
"316570 Senador Firmino";6;6;4529,18;3698,61;-;-;830,57;-;-;754,86;754,86;22;3,7;-;-
"316680 Serra do Salitre";35;35;47375,72;37940,39;-;-;9435,33;-;-;1353,59;1353,59;201;5,7;2;5,71
"316690 Serrania";3;3;1330,23;1195,01;-;-;135,22;-;-;443,41;443,41;13;4,3;-;-
"316710 Serro";208;208;156891,78;125714,83;-;-;31176,95;-;-;754,29;754,29;728;3,5;6;2,88
"316720 Sete Lagoas";1520;1520;1828984,52;1463208,79;-;-;365775,73;-;-;1203,28;1203,28;5913;3,9;129;8,49
"316800 Taiobeiras";473;473;528957,98;421171,29;-;-;107786,69;-;-;1118,30;1118,30;1809;3,8;25;5,29
"316840 Tarumirim";131;131;96818,80;81087,21;-;-;15731,59;-;-;739,07;739,07;489;3,7;3;2,29
"316860 Teófilo Otoni";1409;1409;3513745,45;2842152,65;-;-;671592,80;-;-;2493,79;2493,79;6936;4,9;82;5,82
"316870 Timóteo";319;319;457159,32;371538,51;-;-;85620,81;-;-;1433,10;1433,10;1352;4,2;21;6,58
"316890 Tiros";5;5;6218,68;4971,96;-;-;1246,72;-;-;1243,74;1243,74;18;3,6;-;-
"316930 Três Corações";454;454;1470544,51;1228688,70;-;-;241855,81;-;-;3239,08;3239,08;3159;7,0;42;9,25
"316935 Três Marias";144;144;72297,67;56143,50;-;-;16154,17;-;-;502,07;502,07;451;3,1;8;5,56
"316940 Três Pontas";364;364;633195,45;525137,09;-;-;108058,36;-;-;1739,55;1739,55;1580;4,3;34;9,34
"316970 Turmalina";155;155;128809,74;101176,91;-;-;27632,83;-;-;831,03;831,03;448;2,9;6;3,87
"316990 Ubá";1036;1036;2410170,38;2040223,18;-;-;369947,20;-;-;2326,42;2326,42;5115;4,9;137;13,22
"317010 Uberaba";2151;2151;6010397,23;5026912,04;-;-;983485,19;-;-;2794,23;2794,23;14454;6,7;236;10,97
"317020 Uberlândia";4466;4466;11208122,61;9261830,64;-;-;1946291,97;-;-;2509,66;2509,66;25776;5,8;386;8,64
"317040 Unaí";379;379;392603,90;306139,98;-;-;86463,92;-;-;1035,89;1035,89;1530;4,0;33;8,71
"317043 União de Minas";13;13;5462,33;4682,35;-;-;779,98;-;-;420,18;420,18;56;4,3;-;-
"317052 Urucuia";47;47;24361,85;15987,47;-;-;8374,38;-;-;518,34;518,34;166;3,5;-;-
"317070 Varginha";881;881;3064541,59;2419943,22;-;-;644598,37;-;-;3478,48;3478,48;4788;5,4;72;8,17
"317080 Várzea da Palma";72;72;52586,22;44728,90;-;-;7857,32;-;-;730,36;730,36;394;5,5;5;6,94
"317090 Varzelândia";33;33;40662,44;32545,16;-;-;8117,28;-;-;1232,20;1232,20;178;5,4;7;21,21
"317100 Vazante";60;60;68841,63;53634,29;-;-;15207,34;-;-;1147,36;1147,36;197;3,3;1;1,67
"317120 Vespasiano";122;122;137749,79;112099,60;-;-;25650,19;-;-;1129,10;1129,10;853;7,0;17;13,93
"317130 Viçosa";513;513;635584,45;530377,75;-;-;105206,70;-;-;1238,96;1238,96;2605;5,1;37;7,21
"317170 Virgínia";12;12;8146,45;6971,36;-;-;1175,09;-;-;678,87;678,87;54;4,5;2;16,67
"317180 Virginópolis";71;71;40816,81;33850,88;-;-;6965,93;-;-;574,88;574,88;279;3,9;8;11,27
"317200 Visconde do Rio Branco";356;356;353342,08;295433,01;-;-;57909,07;-;-;992,53;992,53;1264;3,6;27;7,58
"320010 Afonso Cláudio";112;112;65930,22;50351,48;-;-;15578,74;-;-;588,66;588,66;383;3,4;2;1,79
