 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Período:Abr/2021
"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"250400 Campina Grande";4123;4265;7144515,04;5710171,37;-;-;1434343,67;-;-;1675,15;1732,84;27034;6,6;397;9,63
"250430 Catolé do Rocha";74;74;30452,76;23361,79;-;-;7090,97;-;-;411,52;411,52;152;2,1;4;5,41
"250480 Coremas";33;33;14041,88;11064,93;-;-;2976,95;-;-;425,51;425,51;72;2,2;2;6,06
"250510 Cuité";28;28;17120,09;14357,14;-;-;2762,95;-;-;611,43;611,43;140;5,0;2;7,14
"250600 Esperança";41;41;23762,44;20606,80;-;-;3155,64;-;-;579,57;579,57;197;4,8;2;4,88
"250690 Itabaiana";113;113;58600,60;42207,98;-;-;16392,62;-;-;518,59;518,59;300;2,7;4;3,54
"250700 Itaporanga";146;146;62460,02;45881,83;-;-;16578,19;-;-;427,81;427,81;392;2,7;5;3,42
"250750 João Pessoa";6111;6180;14982586,20;12232003,78;-;-;2750582,42;-;-;2424,37;2451,74;38859;6,4;528;8,64
"250830 Lagoa Seca";35;35;26734,36;22100,41;-;-;4633,95;-;-;763,84;763,84;97;2,8;6;17,14
"250890 Mamanguape";251;251;277098,21;208254,36;-;-;68843,85;-;-;1103,98;1103,98;1041;4,1;15;5,98
"250920 Massaranduba";6;6;2592,00;2002,39;-;-;589,61;-;-;432,00;432,00;12;2,0;-;-
"250970 Monteiro";72;72;32017,63;25832,38;-;-;6185,25;-;-;444,69;444,69;339;4,7;5;6,94
"251080 Patos";929;929;2299809,67;1894703,74;-;-;405105,93;-;-;2475,58;2475,58;4873;5,2;126;13,56
"251090 Paulista";13;13;4627,57;4065,69;-;-;561,88;-;-;355,97;355,97;45;3,5;1;7,69
"251110 Pedra Lavrada";12;12;2987,00;2587,38;-;-;399,62;-;-;248,92;248,92;15;1,3;-;-
"251120 Pedras de Fogo";32;32;12792,55;9915,88;-;-;2876,67;-;-;399,77;399,77;84;2,6;1;3,13
"251130 Piancó";103;103;196156,01;165091,66;-;-;31064,35;-;-;1904,43;1904,43;544;5,3;20;19,42
"251140 Picuí";93;93;45107,20;33327,83;-;-;11779,37;-;-;485,02;485,02;265;2,8;6;6,45
"251210 Pombal";123;123;99192,24;72869,49;-;-;26322,75;-;-;806,44;806,44;479;3,9;13;10,57
"251230 Princesa Isabel";94;94;49536,24;33023,89;-;-;16512,35;-;-;526,98;526,98;175;1,9;-;-
"251340 Santa Luzia";31;31;12506,00;10789,21;-;-;1716,79;-;-;403,42;403,42;176;5,7;1;3,23
"251370 Santa Rita";642;642;2274426,57;1914300,42;-;-;360126,15;-;-;3542,72;3542,72;4033;6,3;73;11,37
"251390 São Bento";70;70;35788,79;27313,35;-;-;8475,44;-;-;511,27;511,27;164;2,3;3;4,29
"250070 São João do Rio do Peixe";1;1;292,62;251,66;-;-;40,96;-;-;292,62;292,62;4;4,0;-;-
"251450 São José de Piranhas";15;15;8093,48;6861,28;-;-;1232,20;-;-;539,57;539,57;64;4,3;-;-
"251540 São Vicente do Seridó";11;11;3046,54;2509,76;-;-;536,78;-;-;276,96;276,96;25;2,3;-;-
"251530 Sapé";46;46;20581,78;17159,71;-;-;3422,07;-;-;447,43;447,43;199;4,3;7;15,22
"251550 Serra Branca";27;27;16342,72;12502,13;-;-;3840,59;-;-;605,29;605,29;58;2,1;1;3,70
"251600 Solânea";124;124;68364,12;53531,54;-;-;14832,58;-;-;551,32;551,32;334;2,7;3;2,42
"251630 Sumé";77;77;35113,83;26197,40;-;-;8916,43;-;-;456,02;456,02;209;2,7;6;7,79
"251650 Taperoá";48;48;19250,90;16340,40;-;-;2910,50;-;-;401,06;401,06;199;4,1;3;6,25
"251690 Uiraúna";143;143;50790,01;44970,93;-;-;5819,08;-;-;355,17;355,17;333;2,3;-;-
"260010 Afogados da Ingazeira";622;622;385380,85;297029,83;-;-;88351,02;-;-;619,58;619,58;2223;3,6;48;7,72
"260020 Afrânio";65;65;40989,49;31281,38;-;-;9708,11;-;-;630,61;630,61;240;3,7;3;4,62
"260030 Agrestina";84;88;85549,71;70980,18;-;-;14569,53;-;-;972,16;1018,45;468;5,6;2;2,38
"260040 Água Preta";44;44;30771,43;24105,08;-;-;6666,35;-;-;699,35;699,35;121;2,8;1;2,27
"260050 Águas Belas";42;42;23154,33;14740,52;-;-;8413,81;-;-;551,29;551,29;118;2,8;-;-
"260070 Aliança";10;10;6265,32;4984,00;-;-;1281,32;-;-;626,53;626,53;21;2,1;-;-
"260080 Altinho";11;11;6348,16;5186,15;-;-;1162,01;-;-;577,11;577,11;71;6,5;1;9,09
"260090 Amaraji";16;16;10717,56;8809,53;-;-;1908,03;-;-;669,85;669,85;60;3,8;-;-
"260110 Araripina";632;632;2372739,78;1975148,95;-;-;397590,83;-;-;3754,34;3754,34;3527;5,6;46;7,28
"260120 Arcoverde";796;796;1321440,52;1065984,39;-;-;255456,13;-;-;1660,10;1660,10;3174;4,0;68;8,54
"260130 Barra de Guabiraba";13;13;8390,37;6806,86;-;-;1583,51;-;-;645,41;645,41;38;2,9;-;-
"260140 Barreiros";32;32;40402,25;31999,01;-;-;8403,24;-;-;1262,57;1262,57;203;6,3;8;25,00
"260160 Belém do São Francisco";11;11;8065,48;6453,39;-;-;1612,09;-;-;733,23;733,23;34;3,1;-;-
"260170 Belo Jardim";35;35;13523,78;9962,72;-;-;3561,06;-;-;386,39;386,39;145;4,1;1;2,86
"260180 Betânia";18;18;15568,10;12394,98;-;-;3173,12;-;-;864,89;864,89;79;4,4;-;-
"260190 Bezerros";222;222;1134446,62;928832,71;-;-;205613,91;-;-;5110,12;5110,12;1463;6,6;24;10,81
"260200 Bodocó";49;49;36576,76;28842,62;-;-;7734,14;-;-;746,46;746,46;335;6,8;2;4,08
"260220 Bom Jardim";4;4;4749,85;3804,88;-;-;944,97;-;-;1187,46;1187,46;19;4,8;1;25,00
"260230 Bonito";33;33;13597,56;9361,95;-;-;4235,61;-;-;412,05;412,05;143;4,3;2;6,06
"260240 Brejão";12;12;10060,32;7871,42;-;-;2188,90;-;-;838,36;838,36;57;4,8;-;-
"260250 Brejinho";19;19;10147,99;8703,11;-;-;1444,88;-;-;534,10;534,10;75;3,9;-;-
"260280 Buíque";145;145;46234,22;35661,34;-;-;10572,88;-;-;318,86;318,86;371;2,6;-;-
"260290 Cabo de Santo Agostinho";265;265;116359,39;88960,41;-;-;27398,98;-;-;439,09;439,09;904;3,4;2;0,75
"260300 Cabrobó";46;46;33081,06;25255,33;-;-;7825,73;-;-;719,15;719,15;178;3,9;2;4,35
"260320 Caetés";17;17;14082,59;11072,91;-;-;3009,68;-;-;828,39;828,39;67;3,9;1;5,88
"260330 Calçado";1;1;107,31;93,10;-;-;14,21;-;-;107,31;107,31;6;6,0;-;-
"260345 Camaragibe";117;117;64143,26;37420,91;-;-;26722,35;-;-;548,23;548,23;316;2,7;-;-
"260350 Camocim de São Félix";10;10;9298,53;7341,21;-;-;1957,32;-;-;929,85;929,85;36;3,6;-;-
"260370 Canhotinho";40;40;16354,68;11459,53;-;-;4895,15;-;-;408,87;408,87;105;2,6;-;-
"260380 Capoeiras";20;20;13547,48;10926,94;-;-;2620,54;-;-;677,37;677,37;98;4,9;-;-
"260390 Carnaíba";27;27;27812,98;22723,42;-;-;5089,56;-;-;1030,11;1030,11;118;4,4;-;-
"260400 Carpina";107;107;72110,64;56776,86;-;-;15333,78;-;-;673,93;673,93;554;5,2;5;4,67
"260410 Caruaru";2702;2702;3948749,08;3179011,77;-;-;769737,31;-;-;1461,42;1461,42;15859;5,9;209;7,74
"260430 Cedro";13;13;12607,99;10136,61;-;-;2471,38;-;-;969,85;969,85;55;4,2;-;-
"260450 Chã Grande";35;35;30286,12;23684,13;-;-;6601,99;-;-;865,32;865,32;176;5,0;2;5,71
"260480 Cortês";50;50;27833,54;18913,05;-;-;8920,49;-;-;556,67;556,67;99;2,0;2;4,00
"260490 Cumaru";1;1;44,22;33,34;-;-;10,88;-;-;44,22;44,22;-;-;-;-
"260500 Cupira";29;29;21846,03;17084,68;-;-;4761,35;-;-;753,31;753,31;131;4,5;-;-
"260515 Dormentes";24;24;20166,57;15996,22;-;-;4170,35;-;-;840,27;840,27;181;7,5;-;-
"260520 Escada";53;53;53272,70;42768,99;-;-;10503,71;-;-;1005,15;1005,15;172;3,2;4;7,55
"260540 Feira Nova";58;58;68076,58;54374,52;-;-;13702,06;-;-;1173,73;1173,73;390;6,7;-;-
"260545 Fernando de Noronha";2;2;89,44;67,68;-;-;21,76;-;-;44,72;44,72;2;1,0;-;-
"260560 Flores";13;13;10891,51;9106,18;-;-;1785,33;-;-;837,81;837,81;68;5,2;-;-
"260570 Floresta";62;62;34052,81;24768,29;-;-;9284,52;-;-;549,24;549,24;108;1,7;3;4,84
"260580 Frei Miguelinho";14;14;17313,77;13853,92;-;-;3459,85;-;-;1236,70;1236,70;38;2,7;-;-
"260600 Garanhuns";1025;1025;1104501,56;874410,84;-;-;230090,72;-;-;1077,56;1077,56;3764;3,7;81;7,90
"260620 Goiana";229;229;142859,92;111707,59;-;-;31152,33;-;-;623,84;623,84;985;4,3;14;6,11
"260630 Granito";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;15;7,5;-;-
"260640 Gravatá";71;71;65211,86;52217,79;-;-;12994,07;-;-;918,48;918,48;285;4,0;6;8,45
"260660 Ibimirim";44;44;22226,97;17785,00;-;-;4441,97;-;-;505,16;505,16;139;3,2;-;-
"260670 Ibirajuba";7;7;2305,61;1970,48;-;-;335,13;-;-;329,37;329,37;26;3,7;-;-
"260680 Igarassu";23;75;98693,65;85889,71;-;-;12803,94;-;-;1315,92;4291,03;1611;70,0;1;4,35
"260690 Iguaracy";6;6;6120,80;5079,00;-;-;1041,80;-;-;1020,13;1020,13;10;1,7;-;-
"260700 Inajá";10;10;5076,00;2766,00;-;-;2310,00;-;-;507,60;507,60;10;1,0;-;-
"260710 Ingazeira";5;5;1262,61;1104,92;-;-;157,69;-;-;252,52;252,52;11;2,2;-;-
"260720 Ipojuca";157;157;133441,66;94402,02;-;-;39039,64;-;-;849,95;849,95;484;3,1;1;0,64
"260770 Itapetim";10;10;5225,03;3636,96;-;-;1588,07;-;-;522,50;522,50;10;1,0;-;-
"260790 Jaboatão dos Guararapes";1613;1640;3015854,41;2457263,45;-;-;558590,96;-;-;1838,94;1869,72;9340;5,8;72;4,46
"260795 Jaqueira";3;3;1354,20;826,80;-;-;527,40;-;-;451,40;451,40;3;1,0;-;-
"260800 Jataúba";35;35;33239,86;26966,23;-;-;6273,63;-;-;949,71;949,71;228;6,5;-;-
"260810 João Alfredo";24;24;18117,86;14617,14;-;-;3500,72;-;-;754,91;754,91;103;4,3;-;-
"260825 Jucati";10;10;10252,74;8143,83;-;-;2108,91;-;-;1025,27;1025,27;35;3,5;-;-
"260850 Lagoa de Itaenga";2;2;997,20;535,20;-;-;462,00;-;-;498,60;498,60;2;1,0;-;-
"260845 Lagoa do Carro";4;4;631,26;367,62;-;-;263,64;-;-;157,82;157,82;7;1,8;-;-
"260860 Lagoa do Ouro";5;5;3598,13;3038,22;-;-;559,91;-;-;719,63;719,63;100;20,0;1;20,00
"260870 Lagoa dos Gatos";3;3;2016,34;1731,82;-;-;284,52;-;-;672,11;672,11;13;4,3;-;-
"260880 Lajedo";41;41;49599,30;39503,84;-;-;10095,46;-;-;1209,74;1209,74;182;4,4;3;7,32
"260890 Limoeiro";418;418;368866,87;274699,96;-;-;94166,91;-;-;882,46;882,46;1932;4,6;30;7,18
"260900 Macaparana";15;15;7247,82;4727,32;-;-;2520,50;-;-;483,19;483,19;47;3,1;1;6,67
"260910 Machados";12;12;11597,99;9446,86;-;-;2151,13;-;-;966,50;966,50;47;3,9;2;16,67
"260915 Manari";28;28;24636,53;19162,62;-;-;5473,91;-;-;879,88;879,88;92;3,3;-;-
"260930 Mirandiba";11;11;4517,28;3842,76;-;-;674,52;-;-;410,66;410,66;57;5,2;-;-
"261430 Moreilândia";7;7;9734,42;7832,01;-;-;1902,41;-;-;1390,63;1390,63;50;7,1;-;-
"260950 Nazaré da Mata";302;302;157909,33;93345,91;-;-;64563,42;-;-;522,88;522,88;633;2,1;1;0,33
"260960 Olinda";1034;1047;4381533,00;3684224,85;-;-;697308,15;-;-;4184,85;4237,46;7910;7,6;153;14,80
"260970 Orobó";17;17;15861,27;12665,50;-;-;3195,77;-;-;933,02;933,02;105;6,2;-;-
"260980 Orocó";21;21;15053,22;11492,21;-;-;3561,01;-;-;716,82;716,82;95;4,5;2;9,52
"260990 Ouricuri";533;533;413923,46;317465,09;-;-;96458,37;-;-;776,59;776,59;2027;3,8;29;5,44
"261000 Palmares";757;757;1645652,70;1359251,06;-;-;286401,64;-;-;2173,91;2173,91;4023;5,3;62;8,19
"261010 Palmeirina";2;2;1083,04;963,73;-;-;119,31;-;-;541,52;541,52;26;13,0;-;-
"261020 Panelas";17;17;8664,33;6744,50;-;-;1919,83;-;-;509,67;509,67;46;2,7;-;-
"261030 Paranatama";16;16;16843,34;13556,41;-;-;3286,93;-;-;1052,71;1052,71;87;5,4;-;-
"261040 Parnamirim";32;32;33234,24;26571,06;-;-;6663,18;-;-;1038,57;1038,57;116;3,6;1;3,13
"261050 Passira";17;17;25500,00;20331,83;-;-;5168,17;-;-;1500,00;1500,00;92;5,4;-;-
"261060 Paudalho";45;45;44683,80;32682,58;-;-;12001,22;-;-;992,97;992,97;84;1,9;-;-
"261070 Paulista";974;1006;1588007,48;1355882,48;-;-;232125,00;-;-;1578,54;1630,40;6489;6,7;108;11,09
"261080 Pedra";20;20;12645,75;9975,56;-;-;2670,19;-;-;632,29;632,29;87;4,3;-;-
"261090 Pesqueira";132;132;126802,10;99022,28;-;-;27779,82;-;-;960,62;960,62;420;3,2;9;6,82
"261100 Petrolândia";155;155;85816,14;58889,48;-;-;26926,66;-;-;553,65;553,65;382;2,5;-;-
"261110 Petrolina";2234;2234;4360585,46;3555010,33;-;-;805575,13;-;-;1951,92;1951,92;12811;5,7;179;8,01
"261120 Poção";10;10;11236,73;8993,84;-;-;2242,89;-;-;1123,67;1123,67;36;3,6;-;-
"261130 Pombos";19;19;19509,30;14720,71;-;-;4788,59;-;-;1026,81;1026,81;34;1,8;2;10,53
"261150 Quipapá";5;5;2390,46;1772,88;-;-;617,58;-;-;478,09;478,09;16;3,2;-;-
"261160 Recife";23216;23281;64125273,58;52452607,64;-;-;11672665,94;-;-;2754,40;2762,12;143664;6,2;1802;7,76
"261170 Riacho das Almas";7;7;5206,26;4109,64;-;-;1096,62;-;-;743,75;743,75;16;2,3;-;-
"261220 Salgueiro";752;752;964553,52;768676,16;-;-;195877,36;-;-;1282,65;1282,65;2646;3,5;51;6,78
"261230 Saloá";35;35;43707,48;34594,59;-;-;9112,89;-;-;1248,79;1248,79;154;4,4;-;-
"261247 Santa Cruz da Baixa Verde";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;18;3,6;-;-
"261255 Santa Filomena";11;11;10710,64;8644,30;-;-;2066,34;-;-;973,69;973,69;94;8,5;-;-
"261300 São Bento do Una";80;80;72331,33;57417,70;-;-;14913,63;-;-;904,14;904,14;332;4,2;10;12,50
"261320 São João";17;17;6906,50;4943,08;-;-;1963,42;-;-;406,26;406,26;36;2,1;3;17,65
"261370 São Lourenço da Mata";85;85;228881,04;188673,41;-;-;40207,63;-;-;2692,72;2692,72;499;5,9;10;11,76
"261380 São Vicente Ferrer";5;5;3088,57;2614,78;-;-;473,79;-;-;617,71;617,71;12;2,4;-;-
"261390 Serra Talhada";752;852;1442710,54;1200010,03;-;-;242700,51;-;-;1693,32;1918,50;6246;8,3;50;6,65
"261400 Serrita";43;43;52355,54;42492,36;-;-;9863,18;-;-;1217,57;1217,57;254;5,9;-;-
"261410 Sertânia";69;69;59198,16;48463,68;-;-;10734,48;-;-;857,94;857,94;271;3,9;2;2,90
"261420 Sirinhaém";22;22;19791,61;15685,16;-;-;4106,45;-;-;899,62;899,62;61;2,8;-;-
"261440 Solidão";8;8;7687,90;6011,23;-;-;1676,67;-;-;960,99;960,99;16;2,0;-;-
"261450 Surubim";103;140;138877,55;120442,50;-;-;18435,05;-;-;991,98;1348,33;1496;14,5;8;7,77
"261460 Tabira";38;38;30794,15;25215,23;-;-;5578,92;-;-;810,37;810,37;156;4,1;-;-
"261485 Tamandaré";7;7;2866,43;1862,17;-;-;1004,26;-;-;409,49;409,49;10;1,4;1;14,29
"261500 Taquaritinga do Norte";51;51;37430,14;29926,02;-;-;7504,12;-;-;733,92;733,92;191;3,7;6;11,76
"261510 Terezinha";12;12;12031,36;9572,08;-;-;2459,28;-;-;1002,61;1002,61;69;5,8;-;-
"261520 Terra Nova";17;17;12354,37;10308,88;-;-;2045,49;-;-;726,73;726,73;87;5,1;1;5,88
"261570 Triunfo";9;9;4120,47;3566,80;-;-;553,67;-;-;457,83;457,83;41;4,6;1;11,11
"261590 Tuparetama";9;9;4971,34;3933,89;-;-;1037,45;-;-;552,37;552,37;9;1,0;-;-
"261600 Venturosa";14;14;6346,92;4390,25;-;-;1956,67;-;-;453,35;453,35;36;2,6;-;-
"261610 Verdejante";7;7;5739,17;4692,28;-;-;1046,89;-;-;819,88;819,88;23;3,3;-;-
"261620 Vertentes";42;42;41207,14;32730,23;-;-;8476,91;-;-;981,12;981,12;118;2,8;4;9,52
"261630 Vicência";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;4;1,3;-;-
"261640 Vitória de Santo Antão";629;636;1374204,74;1116913,07;-;-;257291,67;-;-;2160,70;2184,75;3439;5,5;43;6,84
"270030 Arapiraca";2374;2436;5640281,66;4606497,98;-;-;1033783,68;-;-;2315,39;2375,86;15846;6,7;218;9,18
"270040 Atalaia";18;18;9137,80;4979,80;-;-;4158,00;-;-;507,66;507,66;18;1,0;-;-
"270070 Batalha";23;23;11071,85;6424,65;-;-;4647,20;-;-;481,38;481,38;28;1,2;-;-
"270100 Boca da Mata";4;4;1805,60;1102,40;-;-;703,20;-;-;451,40;451,40;5;1,3;-;-
"270130 Cajueiro";5;5;2217,00;1338,00;-;-;879,00;-;-;443,40;443,40;6;1,2;-;-
"270140 Campo Alegre";79;79;84911,72;66936,29;-;-;17975,43;-;-;1074,83;1074,83;463;5,9;2;2,53
"270170 Capela";51;51;44291,75;35616,80;-;-;8674,95;-;-;868,47;868,47;255;5,0;-;-
"270210 Colônia Leopoldina";8;8;3611,20;2204,80;-;-;1406,40;-;-;451,40;451,40;8;1,0;-;-
"270230 Coruripe";1010;1010;1645847,28;1175281,86;-;-;470565,42;-;-;1629,55;1629,55;4450;4,4;28;2,77
"270235 Craíbas";8;8;3547,20;2140,80;-;-;1406,40;-;-;443,40;443,40;8;1,0;-;-
"270240 Delmiro Gouveia";26;26;11034,52;7394,62;-;-;3639,90;-;-;424,40;424,40;53;2,0;-;-
"270280 Flexeiras";2;2;804,20;578,39;-;-;225,81;-;-;402,10;402,10;3;1,5;-;-
"270380 Joaquim Gomes";17;17;7051,28;4840,16;-;-;2211,12;-;-;414,78;414,78;57;3,4;-;-
"270400 Junqueiro";25;25;9325,55;7255,27;-;-;2070,28;-;-;373,02;373,02;88;3,5;-;-
"270430 Maceió";7389;7653;16274199,30;13319792,87;-;-;2954406,43;-;-;2126,51;2202,49;46158;6,2;661;8,95
"270450 Maragogi";27;27;12217,80;7471,20;-;-;4746,60;-;-;452,51;452,51;27;1,0;-;-
"270470 Marechal Deodoro";21;21;9479,40;5787,60;-;-;3691,80;-;-;451,40;451,40;21;1,0;-;-
"270510 Matriz de Camaragibe";19;19;6740,21;4268,49;-;-;2471,72;-;-;354,75;354,75;36;1,9;-;-
"270550 Murici";32;32;6199,20;3307,20;-;-;2892,00;-;-;193,73;193,73;130;4,1;-;-
"270630 Palmeira dos Índios";419;419;626554,85;488941,96;-;-;137612,89;-;-;1495,36;1495,36;1369;3,3;11;2,63
"270640 Pão de Açúcar";120;120;40068,85;32107,16;-;-;7961,69;-;-;333,91;333,91;150;1,3;-;-
"270660 Paulo Jacinto";1;1;416,39;356,69;-;-;59,70;-;-;416,39;416,39;2;2,0;-;-
"270670 Penedo";169;169;140024,62;101052,61;-;-;38972,01;-;-;828,55;828,55;568;3,4;5;2,96
"270690 Pilar";58;58;27480,32;21544,09;-;-;5936,23;-;-;473,80;473,80;195;3,4;9;15,52
"270710 Piranhas";28;28;11822,04;8443,35;-;-;3378,69;-;-;422,22;422,22;50;1,8;-;-
"270730 Porto Calvo";43;43;19585,31;11780,49;-;-;7804,82;-;-;455,47;455,47;75;1,7;1;2,33
"270760 Quebrangulo";10;10;13639,42;10879,83;-;-;2759,59;-;-;1363,94;1363,94;62;6,2;-;-
"270770 Rio Largo";75;75;94057,69;76091,19;-;-;17966,50;-;-;1254,10;1254,10;437;5,8;8;10,67
"270800 Santana do Ipanema";700;700;944276,92;717710,17;-;-;226566,75;-;-;1348,97;1348,97;2227;3,2;25;3,57
"270830 São José da Laje";18;18;6999,39;4811,77;-;-;2187,62;-;-;388,85;388,85;49;2,7;-;-
"270840 São José da Tapera";20;20;14151,00;9993,95;-;-;4157,05;-;-;707,55;707,55;41;2,0;-;-
"270850 São Luís do Quitunde";34;34;14210,92;8810,96;-;-;5399,96;-;-;417,97;417,97;45;1,3;-;-
"270860 São Miguel dos Campos";532;532;470873,65;341688,88;-;-;129184,77;-;-;885,10;885,10;1638;3,1;11;2,07
"270915 Teotônio Vilela";97;97;83133,00;64873,20;-;-;18259,80;-;-;857,04;857,04;502;5,2;2;2,06
"270920 Traipu";2;2;886,80;535,20;-;-;351,60;-;-;443,40;443,40;2;1,0;-;-
"270930 União dos Palmares";514;514;508834,26;390369,20;-;-;118465,06;-;-;989,95;989,95;2564;5,0;46;8,95
"270940 Viçosa";36;36;16129,67;11953,90;-;-;4175,77;-;-;448,05;448,05;117;3,3;2;5,56
"280020 Aquidabã";126;126;41418,20;35324,82;-;-;6093,38;-;-;328,72;328,72;251;2,0;-;-
"280030 Aracaju";4461;4509;10260316,02;8262340,22;-;-;1997975,80;-;-;2275,52;2300,00;30269;6,8;321;7,20
"280130 Capela";100;100;51292,42;39183,92;-;-;12108,50;-;-;512,92;512,92;344;3,4;5;5,00
"280210 Estância";584;584;1049756,05;851204,97;-;-;198551,08;-;-;1797,53;1797,53;2530;4,3;72;12,33
"280290 Itabaiana";661;661;394434,62;267129,08;-;-;127305,54;-;-;596,72;596,72;2133;3,2;29;4,39
"280350 Lagarto";727;727;2548076,82;2138619,79;-;-;409457,03;-;-;3504,92;3504,92;4584;6,3;99;13,62
"280450 Nossa Senhora da Glória";134;134;69538,24;49487,03;-;-;20051,21;-;-;518,94;518,94;342;2,6;9;6,72
"280480 Nossa Senhora do Socorro";308;308;255123,45;201174,14;-;-;53949,31;-;-;828,32;828,32;1501;4,9;53;17,21
"280570 Propriá";220;220;147949,60;107761,33;-;-;40188,27;-;-;672,50;672,50;866;3,9;23;10,45
"280590 Riachuelo";41;41;9477,63;8342,36;-;-;1135,27;-;-;231,16;231,16;140;3,4;3;7,32
"280670 São Cristóvão";91;91;94987,76;77269,96;-;-;17717,80;-;-;1043,82;1043,82;510;5,6;6;6,59
"290020 Abaré";22;22;8096,13;5691,77;-;-;2404,36;-;-;368,01;368,01;33;1,5;1;4,55
"290040 Água Fria";28;28;8662,66;6619,89;-;-;2042,77;-;-;309,38;309,38;49;1,8;1;3,57
"290070 Alagoinhas";806;806;480694,20;345328,14;-;-;135366,06;-;-;596,39;596,39;3293;4,1;53;6,58
"290080 Alcobaça";46;46;22647,78;16990,63;-;-;5657,15;-;-;492,34;492,34;116;2,5;3;6,52
"290100 Amargosa";75;75;33084,78;26905,41;-;-;6179,37;-;-;441,13;441,13;337;4,5;3;4,00
"290110 Amélia Rodrigues";14;14;10897,09;9001,66;-;-;1895,43;-;-;778,36;778,36;82;5,9;1;7,14
"290115 América Dourada";39;39;29880,16;23461,74;-;-;6418,42;-;-;766,16;766,16;138;3,5;3;7,69
"290130 Andaraí";11;11;3754,95;2886,58;-;-;868,37;-;-;341,36;341,36;36;3,3;-;-
"290150 Anguera";7;7;4415,89;3736,99;-;-;678,90;-;-;630,84;630,84;57;8,1;1;14,29
"290160 Antas";310;310;143728,67;104269,56;-;-;39459,11;-;-;463,64;463,64;732;2,4;6;1,94
"290200 Aracatu";16;16;7134,85;5631,62;-;-;1503,23;-;-;445,93;445,93;58;3,6;1;6,25
"290210 Araci";55;55;24195,88;15255,63;-;-;8940,25;-;-;439,93;439,93;167;3,0;4;7,27
"290240 Aurelino Leal";105;105;64222,66;50889,87;-;-;13332,79;-;-;611,64;611,64;280;2,7;3;2,86
"290250 Baianópolis";42;42;18256,02;15473,63;-;-;2782,39;-;-;434,67;434,67;113;2,7;-;-
"290260 Baixa Grande";31;31;11145,56;8096,35;-;-;3049,21;-;-;359,53;359,53;76;2,5;1;3,23
"290270 Barra";267;267;133432,35;98290,93;-;-;35141,42;-;-;499,75;499,75;1026;3,8;11;4,12
"290280 Barra da Estiva";130;130;66947,07;52659,86;-;-;14287,21;-;-;514,98;514,98;439;3,4;6;4,62
"290300 Barra do Mendes";25;25;13830,72;10939,07;-;-;2891,65;-;-;553,23;553,23;82;3,3;1;4,00
"290320 Barreiras";1323;1323;2806164,08;2254780,82;-;-;551383,26;-;-;2121,06;2121,06;7899;6,0;100;7,56
"290323 Barro Alto";76;76;39898,65;35919,68;-;-;3978,97;-;-;524,98;524,98;201;2,6;-;-
"290330 Barro Preto";1;1;865,91;793,69;-;-;72,22;-;-;865,91;865,91;10;10,0;-;-
"290327 Barrocas";28;28;24545,07;19226,55;-;-;5318,52;-;-;876,61;876,61;86;3,1;1;3,57
"290340 Belmonte";57;57;37966,37;29840,34;-;-;8126,03;-;-;666,08;666,08;173;3,0;2;3,51
"290350 Belo Campo";54;54;9906,23;6624,62;-;-;3281,61;-;-;183,45;183,45;268;5,0;1;1,85
"290360 Biritinga";25;25;11307,63;6970,20;-;-;4337,43;-;-;452,31;452,31;61;2,4;1;4,00
"290380 Boa Vista do Tupim";24;24;8146,92;6045,20;-;-;2101,72;-;-;339,45;339,45;60;2,5;1;4,17
"290390 Bom Jesus da Lapa";359;359;192586,95;138824,86;-;-;53762,09;-;-;536,45;536,45;1364;3,8;14;3,90
"290395 Bom Jesus da Serra";30;30;10937,14;7954,09;-;-;2983,05;-;-;364,57;364,57;76;2,5;1;3,33
"290400 Boninal";31;31;11290,40;9425,07;-;-;1865,33;-;-;364,21;364,21;86;2,8;-;-
"290405 Bonito";51;51;44437,57;34830,79;-;-;9606,78;-;-;871,32;871,32;211;4,1;2;3,92
"290410 Boquira";61;61;35482,17;27480,84;-;-;8001,33;-;-;581,67;581,67;241;4,0;5;8,20
"290420 Botuporã";26;26;12362,98;10486,85;-;-;1876,13;-;-;475,50;475,50;96;3,7;1;3,85
"290430 Brejões";8;8;5424,33;3908,10;-;-;1516,23;-;-;678,04;678,04;13;1,6;-;-
"290460 Brumado";376;376;340516,23;275673,83;-;-;64842,40;-;-;905,63;905,63;1350;3,6;33;8,78
