 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Período:Mai/2021
"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"270235 Craíbas";9;9;3990,60;2408,40;-;-;1582,20;-;-;443,40;443,40;9;1,0;-;-
"270280 Flexeiras";2;2;886,80;535,20;-;-;351,60;-;-;443,40;443,40;2;1,0;-;-
"270430 Maceió";7440;7702;15947930,55;13190536,47;-;-;2757394,08;-;-;2070,62;2143,54;47084;6,3;592;7,96
"270450 Maragogi";26;26;11756,40;7185,60;-;-;4570,80;-;-;452,17;452,17;26;1,0;-;-
"270470 Marechal Deodoro";22;22;9930,80;6063,20;-;-;3867,60;-;-;451,40;451,40;22;1,0;-;-
"270510 Matriz de Camaragibe";24;24;10210,90;6627,84;-;-;3583,06;-;-;425,45;425,45;40;1,7;-;-
"270550 Murici";30;30;5166,00;2756,00;-;-;2410,00;-;-;172,20;172,20;141;4,7;-;-
"270630 Palmeira dos Índios";485;485;639729,76;487893,79;-;-;151835,97;-;-;1319,03;1319,03;1464;3,0;10;2,06
"270640 Pão de Açúcar";103;103;41151,16;33549,95;-;-;7601,21;-;-;399,53;399,53;151;1,5;1;0,97
"270690 Pilar";114;114;72393,79;37740,29;9645,37;-;18029,07;-;-;635,03;635,03;256;2,2;3;2,63
"270710 Piranhas";39;39;16738,52;12861,56;-;-;3876,96;-;-;429,19;429,19;124;3,2;-;-
"270730 Porto Calvo";142;142;502687,93;418836,72;-;-;83851,21;-;-;3540,06;3540,06;1010;7,1;22;15,49
"270760 Quebrangulo";10;10;11185,92;8994,43;-;-;2191,49;-;-;1118,59;1118,59;46;4,6;-;-
"270770 Rio Largo";62;62;77034,84;62445,65;-;-;14589,19;-;-;1242,50;1242,50;317;5,1;6;9,68
"270800 Santana do Ipanema";1021;1021;2045294,48;1625156,05;-;-;420138,43;-;-;2003,23;2003,23;4762;4,7;71;6,95
"270830 São José da Laje";14;14;5605,02;3676,41;-;-;1928,61;-;-;400,36;400,36;27;1,9;-;-
"270840 São José da Tapera";37;37;38144,96;29238,19;-;-;8906,77;-;-;1030,94;1030,94;107;2,9;-;-
"270850 São Luís do Quitunde";19;19;9481,20;6012,79;-;-;3468,41;-;-;499,01;499,01;28;1,5;-;-
"270860 São Miguel dos Campos";455;455;912862,73;733871,40;-;-;178991,33;-;-;2006,29;2006,29;1678;3,7;17;3,74
"270920 Traipu";3;3;1330,20;802,80;-;-;527,40;-;-;443,40;443,40;3;1,0;-;-
"270930 União dos Palmares";497;497;761957,91;607626,82;-;-;154331,09;-;-;1533,11;1533,11;2709;5,5;49;9,86
"270940 Viçosa";39;39;16106,54;12155,06;-;-;3951,48;-;-;412,99;412,99;120;3,1;1;2,56
"280020 Aquidabã";125;125;41318,02;35214,41;-;-;6103,61;-;-;330,54;330,54;253;2,0;-;-
"280030 Aracaju";4857;4909;12775361,37;10474866,58;-;-;2300494,79;-;-;2602,44;2630,30;34555;7,1;321;6,61
"280130 Capela";148;148;80801,20;63080,35;-;-;17720,85;-;-;545,95;545,95;485;3,3;8;5,41
"280210 Estância";709;709;1420991,92;1146935,96;-;-;274055,96;-;-;2004,22;2004,22;3137;4,4;76;10,72
"280290 Itabaiana";810;810;608831,08;444036,22;-;-;164794,86;-;-;751,64;751,64;3018;3,7;57;7,04
"280340 Japoatã";42;42;15813,43;9885,01;-;-;5928,42;-;-;376,51;376,51;84;2,0;-;-
"280350 Lagarto";816;816;2234229,24;1856477,59;-;-;377751,65;-;-;2738,03;2738,03;4056;5,0;92;11,27
"280450 Nossa Senhora da Glória";138;138;94212,43;74196,63;-;-;20015,80;-;-;682,70;682,70;551;4,0;5;3,62
"280480 Nossa Senhora do Socorro";238;238;163345,06;124422,65;-;-;38922,41;-;-;686,32;686,32;839;3,5;28;11,76
"280570 Propriá";272;272;197096,14;143192,99;-;-;53903,15;-;-;724,62;724,62;1056;3,9;22;8,09
"280590 Riachuelo";52;52;15839,36;13825,95;-;-;2013,41;-;-;304,60;304,60;165;3,2;2;3,85
"280670 São Cristóvão";71;71;75604,50;61381,87;-;-;14222,63;-;-;1064,85;1064,85;415;5,8;9;12,68
"290020 Abaré";28;28;11596,71;8327,53;-;-;3269,18;-;-;414,17;414,17;73;2,6;1;3,57
"290070 Alagoinhas";788;788;543100,63;406720,16;-;-;136380,47;-;-;689,21;689,21;3689;4,7;55;6,98
"290080 Alcobaça";52;52;24478,73;18625,16;-;-;5853,57;-;-;470,74;470,74;140;2,7;2;3,85
"290100 Amargosa";92;92;47850,52;38572,15;-;-;9278,37;-;-;520,11;520,11;328;3,6;8;8,70
"290110 Amélia Rodrigues";19;19;16115,91;12983,05;-;-;3132,86;-;-;848,21;848,21;90;4,7;1;5,26
"290115 América Dourada";34;34;26529,19;20916,20;-;-;5612,99;-;-;780,27;780,27;106;3,1;3;8,82
"290130 Andaraí";47;47;20972,25;16435,75;-;-;4536,50;-;-;446,22;446,22;116;2,5;-;-
"290150 Anguera";5;5;4176,99;3286,84;-;-;890,15;-;-;835,40;835,40;19;3,8;-;-
"290160 Antas";298;298;123305,03;88745,66;-;-;34559,37;-;-;413,78;413,78;638;2,1;4;1,34
"290200 Aracatu";12;12;2477,97;2137,45;-;-;340,52;-;-;206,50;206,50;63;5,3;2;16,67
"290210 Araci";78;78;35167,30;23880,89;-;-;11286,41;-;-;450,86;450,86;202;2,6;3;3,85
"290240 Aurelino Leal";65;65;46357,73;37271,12;-;-;9086,61;-;-;713,20;713,20;189;2,9;-;-
"290250 Baianópolis";26;26;8632,11;7529,48;-;-;1102,63;-;-;332,00;332,00;84;3,2;-;-
"290260 Baixa Grande";32;32;12049,79;9661,22;-;-;2388,57;-;-;376,56;376,56;140;4,4;-;-
"290270 Barra";279;279;254616,92;198264,41;-;-;56352,51;-;-;912,61;912,61;1064;3,8;18;6,45
"290280 Barra da Estiva";160;160;92294,20;70576,76;-;-;21717,44;-;-;576,84;576,84;484;3,0;8;5,00
"290300 Barra do Mendes";34;34;16586,70;13477,04;-;-;3109,66;-;-;487,84;487,84;105;3,1;-;-
"290320 Barreiras";1408;1408;3538093,06;2886374,39;-;-;651718,67;-;-;2512,85;2512,85;8373;5,9;126;8,95
"290323 Barro Alto";77;77;42636,10;38066,73;-;-;4569,37;-;-;553,72;553,72;185;2,4;1;1,30
"290330 Barro Preto";3;3;1027,50;856,26;-;-;171,24;-;-;342,50;342,50;23;7,7;1;33,33
"290327 Barrocas";31;31;28492,64;22552,85;-;-;5939,79;-;-;919,12;919,12;132;4,3;1;3,23
"290340 Belmonte";36;36;22154,13;18575,52;-;-;3578,61;-;-;615,39;615,39;171;4,8;-;-
"290350 Belo Campo";55;55;8031,39;5302,11;-;-;2729,28;-;-;146,03;146,03;209;3,8;3;5,45
"290360 Biritinga";15;15;6798,39;5124,15;-;-;1674,24;-;-;453,23;453,23;79;5,3;3;20,00
"290380 Boa Vista do Tupim";13;13;3888,97;2990,84;-;-;898,13;-;-;299,15;299,15;22;1,7;-;-
"290390 Bom Jesus da Lapa";416;416;262749,04;194854,98;-;-;67894,06;-;-;631,61;631,61;1861;4,5;11;2,64
"290395 Bom Jesus da Serra";36;36;13754,39;10345,55;-;-;3408,84;-;-;382,07;382,07;84;2,3;-;-
"290400 Boninal";33;33;10724,22;9039,22;-;-;1685,00;-;-;324,98;324,98;83;2,5;-;-
"290410 Boquira";53;53;34501,62;26609,08;-;-;7892,54;-;-;650,97;650,97;222;4,2;3;5,66
"290420 Botuporã";16;16;6846,61;5742,14;-;-;1104,47;-;-;427,91;427,91;47;2,9;-;-
"290430 Brejões";19;19;14065,83;10799,70;-;-;3266,13;-;-;740,31;740,31;36;1,9;1;5,26
"290460 Brumado";392;392;595459,90;495042,84;-;-;100417,06;-;-;1519,03;1519,03;1651;4,2;30;7,65
"290475 Buritirama";45;45;24332,26;21111,96;-;-;3220,30;-;-;540,72;540,72;135;3,0;-;-
"290480 Caatiba";11;11;10529,77;8484,70;-;-;2045,07;-;-;957,25;957,25;33;3,0;-;-
"290490 Cachoeira";39;39;17462,77;13873,76;-;-;3589,01;-;-;447,76;447,76;122;3,1;3;7,69
"290500 Caculé";75;75;35030,53;24105,95;-;-;10924,58;-;-;467,07;467,07;195;2,6;2;2,67
"290510 Caém";57;57;34515,53;30349,85;-;-;4165,68;-;-;605,54;605,54;237;4,2;2;3,51
"290520 Caetité";296;296;394528,92;312538,87;-;-;81990,05;-;-;1332,87;1332,87;948;3,2;11;3,72
"290530 Cafarnaum";58;58;35742,44;26814,21;-;-;8928,23;-;-;616,25;616,25;185;3,2;-;-
"290550 Caldeirão Grande";66;66;35141,26;28608,60;-;-;6532,66;-;-;532,44;532,44;186;2,8;1;1,52
"290560 Camacan";237;237;192495,99;151016,30;-;-;41479,69;-;-;812,22;812,22;954;4,0;11;4,64
"290570 Camaçari";522;522;618764,71;481259,13;-;-;137505,58;-;-;1185,37;1185,37;2296;4,4;21;4,02
"290590 Campo Alegre de Lourdes";160;160;123913,86;98132,83;-;-;25781,03;-;-;774,46;774,46;399;2,5;2;1,25
"290600 Campo Formoso";286;286;410863,02;326518,16;-;-;84344,86;-;-;1436,58;1436,58;1075;3,8;18;6,29
"290610 Canápolis";41;41;26818,34;20959,58;-;-;5858,76;-;-;654,11;654,11;135;3,3;-;-
"290620 Canarana";63;63;37207,02;29573,32;-;-;7633,70;-;-;590,59;590,59;224;3,6;6;9,52
"290650 Candeias";65;65;313076,04;276863,39;-;-;36212,65;-;-;4816,55;4816,55;721;11,1;15;23,08
"290660 Candiba";49;49;28752,76;22599,53;-;-;6153,23;-;-;586,79;586,79;133;2,7;4;8,16
"290680 Cansanção";140;140;52591,82;41783,79;-;-;10808,03;-;-;375,66;375,66;308;2,2;4;2,86
"290682 Canudos";30;30;13736,69;10820,66;-;-;2916,03;-;-;457,89;457,89;103;3,4;1;3,33
"290687 Capim Grosso";107;107;44385,69;29481,70;-;-;14903,99;-;-;414,82;414,82;304;2,8;6;5,61
"290690 Caravelas";36;36;19265,34;15073,86;-;-;4191,48;-;-;535,15;535,15;125;3,5;4;11,11
"290710 Carinhanha";17;17;8096,19;6602,27;-;-;1493,92;-;-;476,25;476,25;61;3,6;-;-
"290730 Castro Alves";122;122;76600,27;60345,63;-;-;16254,64;-;-;627,87;627,87;264;2,2;9;7,38
"290750 Catu";272;272;117096,73;92239,27;-;-;24857,46;-;-;430,50;430,50;702;2,6;5;1,84
"290755 Caturama";12;12;6274,41;5252,91;-;-;1021,50;-;-;522,87;522,87;63;5,3;-;-
"290760 Central";84;84;46892,55;33481,65;-;-;13410,90;-;-;558,24;558,24;200;2,4;4;4,76
"290790 Cipó";22;22;8147,49;6319,94;-;-;1827,55;-;-;370,34;370,34;89;4,0;2;9,09
"290810 Cocos";120;120;85861,90;74819,39;-;-;11042,51;-;-;715,52;715,52;360;3,0;-;-
"290830 Conceição do Almeida";30;30;22714,56;18535,05;-;-;4179,51;-;-;757,15;757,15;78;2,6;4;13,33
"290840 Conceição do Coité";527;527;215123,01;157337,93;-;-;57785,08;-;-;408,20;408,20;1542;2,9;8;1,52
"290860 Conde";13;13;5850,76;4577,25;-;-;1273,51;-;-;450,06;450,06;26;2,0;-;-
"290870 Condeúba";43;43;34872,32;28087,87;-;-;6784,45;-;-;810,98;810,98;156;3,6;2;4,65
"290890 Coração de Maria";58;58;21382,13;16563,60;-;-;4818,53;-;-;368,66;368,66;146;2,5;1;1,72
"290900 Cordeiros";22;22;14624,41;11794,88;-;-;2829,53;-;-;664,75;664,75;116;5,3;-;-
"290930 Correntina";120;120;119423,98;94929,49;-;-;24494,49;-;-;995,20;995,20;359;3,0;-;-
"290950 Cravolândia";45;45;41140,19;34112,48;-;-;7027,71;-;-;914,23;914,23;216;4,8;-;-
"290960 Crisópolis";23;23;8817,37;6765,72;-;-;2051,65;-;-;383,36;383,36;90;3,9;-;-
"290970 Cristópolis";183;183;142753,74;125490,66;-;-;17263,08;-;-;780,08;780,08;549;3,0;-;-
"290980 Cruz das Almas";234;234;123039,50;74972,47;-;-;48067,03;-;-;525,81;525,81;414;1,8;-;-
"290990 Curaçá";50;50;29434,44;25008,61;-;-;4425,83;-;-;588,69;588,69;166;3,3;2;4,00
"291005 Dias d'Ávila";82;82;40663,18;28149,33;-;-;12513,85;-;-;495,89;495,89;142;1,7;1;1,22
"291010 Dom Basílio";21;21;17694,87;13943,24;-;-;3751,63;-;-;842,61;842,61;82;3,9;2;9,52
"291030 Elísio Medrado";16;16;5577,81;4478,51;-;-;1099,30;-;-;348,61;348,61;34;2,1;-;-
"291050 Entre Rios";64;64;18997,54;13802,24;-;-;5195,30;-;-;296,84;296,84;131;2,0;2;3,13
"290050 Érico Cardoso";12;12;4213,66;3749,51;-;-;464,15;-;-;351,14;351,14;36;3,0;1;8,33
"291060 Esplanada";85;85;44474,79;30290,30;-;-;14184,49;-;-;523,23;523,23;242;2,8;7;8,24
"291070 Euclides da Cunha";233;233;91719,69;67954,09;-;-;23765,60;-;-;393,65;393,65;725;3,1;6;2,58
"291072 Eunápolis";810;810;1725370,96;1430390,43;-;-;294980,53;-;-;2130,09;2130,09;3805;4,7;77;9,51
"291080 Feira de Santana";3470;3516;6653577,30;5244045,86;-;-;1409531,44;-;-;1892,37;1917,46;19509;5,6;198;5,71
"291085 Filadélfia";34;34;20988,16;15443,54;-;-;5544,62;-;-;617,30;617,30;70;2,1;-;-
"291110 Formosa do Rio Preto";251;251;171504,74;152106,67;-;-;19398,07;-;-;683,29;683,29;784;3,1;-;-
"291130 Gentio do Ouro";22;22;19754,37;15592,02;-;-;4162,35;-;-;897,93;897,93;97;4,4;-;-
"291150 Gongogi";14;14;5348,80;4293,30;-;-;1055,50;-;-;382,06;382,06;44;3,1;1;7,14
"291170 Guanambi";790;790;804866,20;648490,29;-;-;156375,91;-;-;1018,82;1018,82;3696;4,7;30;3,80
"291180 Guaratinga";37;37;15449,36;12072,74;-;-;3376,62;-;-;417,55;417,55;108;2,9;1;2,70
"291200 Ibiassucê";99;99;40566,66;29311,49;-;-;11255,17;-;-;409,76;409,76;148;1,5;5;5,05
"291210 Ibicaraí";21;21;6701,08;5195,82;-;-;1505,26;-;-;319,10;319,10;69;3,3;-;-
"291250 Ibipitanga";11;11;486,42;366,74;-;-;119,68;-;-;44,22;44,22;47;4,3;-;-
"291270 Ibirapitanga";61;61;39560,21;30904,42;-;-;8655,79;-;-;648,53;648,53;189;3,1;-;-
"291280 Ibirapuã";32;32;19459,35;15186,51;-;-;4272,84;-;-;608,10;608,10;120;3,8;1;3,13
"291290 Ibirataia";119;119;48208,41;39910,70;-;-;8297,71;-;-;405,11;405,11;306;2,6;5;4,20
"291300 Ibitiara";91;91;51410,28;40383,09;-;-;11027,19;-;-;564,95;564,95;204;2,2;1;1,10
"291310 Ibititá";31;31;18449,96;15558,28;-;-;2891,68;-;-;595,16;595,16;68;2,2;-;-
"291320 Ibotirama";290;290;161920,42;115145,06;-;-;46775,36;-;-;558,35;558,35;785;2,7;10;3,45
"291340 Igaporã";17;17;13718,15;11052,11;-;-;2666,04;-;-;806,95;806,95;77;4,5;1;5,88
"291345 Igrapiúna";34;34;9516,58;7658,31;-;-;1858,27;-;-;279,90;279,90;97;2,9;-;-
"291350 Iguaí";229;229;122260,34;98659,86;-;-;23600,48;-;-;533,89;533,89;630;2,8;2;0,87
"291360 Ilhéus";197;197;1269630,85;1064773,50;-;-;204857,35;-;-;6444,83;6444,83;1246;6,3;14;7,11
"291370 Inhambupe";11;11;4983,97;3727,19;-;-;1256,78;-;-;453,09;453,09;51;4,6;1;9,09
"291380 Ipecaetá";9;9;2951,23;2302,74;-;-;648,49;-;-;327,91;327,91;29;3,2;-;-
"291390 Ipiaú";404;404;213888,45;168523,60;-;-;45364,85;-;-;529,43;529,43;1191;2,9;22;5,45
"291410 Ipupiara";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"291420 Irajuba";69;69;23851,70;20824,13;-;-;3027,57;-;-;345,68;345,68;270;3,9;-;-
"291430 Iramaia";94;94;49602,17;42811,43;-;-;6790,74;-;-;527,68;527,68;275;2,9;-;-
"291440 Iraquara";292;292;149864,30;127384,24;-;-;22480,06;-;-;513,23;513,23;536;1,8;4;1,37
"291460 Irecê";672;672;1050457,57;865265,71;-;-;185191,86;-;-;1563,18;1563,18;3522;5,2;51;7,59
"291465 Itabela";131;131;68412,25;46021,91;-;1946,10;18498,14;1946,10;1946,10;522,23;522,23;287;2,2;5;3,82
"291470 Itaberaba";165;165;1141452,08;963154,51;-;-;178297,57;-;-;6917,89;6917,89;1038;6,3;15;9,09
"291480 Itabuna";1601;1601;4313542,78;3535222,75;-;-;778320,03;-;-;2694,28;2694,28;9494;5,9;202;12,62
"291490 Itacaré";18;18;7380,10;5481,65;-;-;1898,45;-;-;410,01;410,01;30;1,7;-;-
"291500 Itaeté";21;21;9226,64;6198,63;-;-;3028,01;-;-;439,36;439,36;43;2,0;1;4,76
"291510 Itagi";1;1;147,71;124,16;-;-;23,55;-;-;147,71;147,71;10;10,0;-;-
"291535 Itaguaçu da Bahia";24;24;9245,52;6950,58;-;-;2294,94;-;-;385,23;385,23;52;2,2;-;-
"291540 Itaju do Colônia";18;18;10814,74;8291,12;-;-;2523,62;-;-;600,82;600,82;51;2,8;-;-
"291550 Itajuípe";147;147;116117,99;100503,10;-;-;15614,89;-;-;789,92;789,92;449;3,1;-;-
"291580 Itambé";114;114;47018,64;37918,00;-;-;9100,64;-;-;412,44;412,44;341;3,0;8;7,02
"291600 Itanhém";83;83;48278,47;37946,44;-;-;10332,03;-;-;581,67;581,67;198;2,4;3;3,61
"291610 Itaparica";232;232;132189,52;99826,47;-;-;32363,05;-;-;569,78;569,78;686;3,0;13;5,60
"291630 Itapebi";15;15;5621,61;4178,81;-;-;1442,80;-;-;374,77;374,77;23;1,5;-;-
"291640 Itapetinga";41;41;103167,28;89014,86;-;-;14152,42;-;-;2516,28;2516,28;228;5,6;13;31,71
"291650 Itapicuru";45;45;18246,35;13964,80;-;-;4281,55;-;-;405,47;405,47;99;2,2;-;-
"291660 Itapitanga";21;21;10849,61;8831,04;-;-;2018,57;-;-;516,65;516,65;87;4,1;1;4,76
"291670 Itaquara";20;20;19170,50;15659,68;-;-;3510,82;-;-;958,52;958,52;57;2,9;-;-
"291680 Itarantim";51;51;24318,87;19645,33;-;-;4673,54;-;-;476,84;476,84;168;3,3;6;11,76
"291685 Itatim";24;24;10886,05;8593,26;-;-;2292,79;-;-;453,59;453,59;45;1,9;1;4,17
"291690 Itiruçu";136;136;84031,90;70505,06;-;-;13526,84;-;-;617,88;617,88;349;2,6;4;2,94
"291700 Itiúba";89;89;38700,49;29254,51;-;-;9445,98;-;-;434,84;434,84;335;3,8;9;10,11
"291710 Itororó";117;117;49338,37;41356,21;-;-;7982,16;-;-;421,70;421,70;352;3,0;-;-
"291720 Ituaçu";19;19;8256,72;6683,43;-;-;1573,29;-;-;434,56;434,56;63;3,3;-;-
"291730 Ituberá";56;56;23625,67;15819,02;-;-;7806,65;-;-;421,89;421,89;90;1,6;2;3,57
"291733 Iuiú";14;14;6737,19;4520,73;-;-;2216,46;-;-;481,23;481,23;49;3,5;-;-
"291735 Jaborandi";62;62;28796,37;22217,95;-;-;6578,42;-;-;464,46;464,46;167;2,7;1;1,61
"291740 Jacaraci";36;36;15444,96;12382,53;-;-;3062,43;-;-;429,03;429,03;174;4,8;-;-
"291750 Jacobina";536;536;943454,82;770507,04;-;-;172947,78;-;-;1760,18;1760,18;2097;3,9;48;8,96
"291770 Jaguarari";41;41;20015,74;14958,62;-;-;5057,12;-;-;488,19;488,19;225;5,5;3;7,32
"291800 Jequié";1240;1240;2839024,50;2374838,45;-;-;464186,05;-;-;2289,54;2289,54;9064;7,3;90;7,26
"291810 Jeremoabo";24;24;10476,15;6614,46;-;-;3861,69;-;-;436,51;436,51;28;1,2;-;-
"291820 Jiquiriçá";35;35;20740,78;16651,33;-;-;4089,45;-;-;592,59;592,59;128;3,7;3;8,57
"291830 Jitaúna";16;16;9984,75;8094,82;-;-;1889,93;-;-;624,05;624,05;55;3,4;-;-
"291835 João Dourado";28;28;11967,07;8158,81;-;-;3808,26;-;-;427,40;427,40;46;1,6;-;-
"291840 Juazeiro";1369;1450;2715460,70;2253924,82;-;-;461535,88;-;-;1872,73;1983,54;9342;6,8;107;7,82
"291850 Jussara";36;36;15171,24;12195,21;-;-;2976,03;-;-;421,42;421,42;130;3,6;1;2,78
"291860 Jussiape";10;10;5901,00;4570,01;-;-;1330,99;-;-;590,10;590,10;19;1,9;1;10,00
"291905 Lajedo do Tabocal";23;23;20338,30;16705,36;-;-;3632,94;-;-;884,27;884,27;71;3,1;2;8,70
"291915 Lapão";59;59;56195,76;44561,38;-;-;11634,38;-;-;952,47;952,47;215;3,6;2;3,39
"291920 Lauro de Freitas";916;916;1690659,89;1403541,80;-;-;287118,09;-;-;1845,70;1845,70;6506;7,1;61;6,66
"291940 Licínio de Almeida";32;32;15284,59;12376,19;-;-;2908,40;-;-;477,64;477,64;117;3,7;6;18,75
"291950 Livramento de Nossa Senhora";228;228;147656,25;114182,23;-;-;33474,02;-;-;647,62;647,62;753;3,3;9;3,95
"291955 Luís Eduardo Magalhães";211;211;104007,78;65299,45;-;-;38708,33;-;-;492,93;492,93;451;2,1;-;-
"291960 Macajuba";28;28;8862,59;7212,41;-;-;1650,18;-;-;316,52;316,52;72;2,6;1;3,57
"291970 Macarani";112;112;62946,33;55230,84;-;-;7715,49;-;-;562,02;562,02;439;3,9;5;4,46
"291980 Macaúbas";124;124;62994,31;49090,22;-;-;13904,09;-;-;508,02;508,02;533;4,3;3;2,42
"292000 Maiquinique";36;36;17811,33;15388,17;-;-;2423,16;-;-;494,76;494,76;95;2,6;-;-
"292010 Mairi";104;104;30506,76;25530,84;-;-;4975,92;-;-;293,33;293,33;275;2,6;5;4,81
"292020 Malhada";60;60;39168,32;29158,92;-;-;10009,40;-;-;652,81;652,81;180;3,0;2;3,33
"292050 Maracás";90;90;74992,30;60804,52;-;-;14187,78;-;-;833,25;833,25;397;4,4;8;8,89
"292080 Marcionílio Souza";10;10;4875,80;4254,69;-;-;621,11;-;-;487,58;487,58;31;3,1;-;-
"292105 Matina";21;21;20061,20;14778,54;-;-;5282,66;-;-;955,30;955,30;62;3,0;1;4,76
"292120 Miguel Calmon";258;258;131074,96;99446,52;-;-;31628,44;-;-;508,04;508,04;723;2,8;10;3,88
"292130 Milagres";22;22;11187,27;9011,05;-;-;2176,22;-;-;508,51;508,51;106;4,8;-;-
"292170 Morro do Chapéu";133;133;62093,52;46351,11;-;-;15742,41;-;-;466,87;466,87;421;3,2;4;3,01
"292180 Mortugaba";37;37;14173,72;11337,56;-;-;2836,16;-;-;383,07;383,07;132;3,6;4;10,81
"292190 Mucugê";25;25;12975,09;10111,70;-;-;2863,39;-;-;519,00;519,00;75;3,0;-;-
"292200 Mucuri";138;138;95852,93;70193,60;-;-;25659,33;-;-;694,59;694,59;402;2,9;8;5,80
"292205 Mulungu do Morro";41;41;20811,14;15994,17;-;-;4816,97;-;-;507,59;507,59;146;3,6;-;-
"292210 Mundo Novo";38;38;14049,65;10282,00;-;-;3767,65;-;-;369,73;369,73;102;2,7;-;-
"292240 Mutuípe";52;52;32668,86;26440,42;-;-;6228,44;-;-;628,25;628,25;141;2,7;7;13,46
"292250 Nazaré";100;100;60407,94;48966,67;-;-;11441,27;-;-;604,08;604,08;488;4,9;8;8,00
"292270 Nova Canaã";135;135;78395,19;66473,14;-;-;11922,05;-;-;580,71;580,71;405;3,0;-;-
"292273 Nova Fátima";9;9;4876,43;4052,91;-;-;823,52;-;-;541,83;541,83;33;3,7;-;-
"292310 Olindina";128;128;95403,46;78250,58;-;-;17152,88;-;-;745,34;745,34;333;2,6;3;2,34
"292320 Oliveira dos Brejinhos";55;55;19782,57;15950,06;-;-;3832,51;-;-;359,68;359,68;219;4,0;3;5,45
"292330 Ouriçangas";9;9;3155,28;2235,51;-;-;919,77;-;-;350,59;350,59;17;1,9;-;-
"292335 Ourolândia";21;21;6737,69;5154,80;-;-;1582,89;-;-;320,84;320,84;43;2,0;1;4,76
"292340 Palmas de Monte Alto";11;11;5695,75;3083,16;-;-;2612,59;-;-;517,80;517,80;15;1,4;-;-
"292360 Paramirim";206;206;102748,69;72479,72;-;-;30268,97;-;-;498,78;498,78;460;2,2;11;5,34
"292370 Paratinga";69;69;24415,35;20680,33;-;-;3735,02;-;-;353,85;353,85;142;2,1;2;2,90
"292390 Pau Brasil";27;27;11066,62;7656,75;-;-;3409,87;-;-;409,87;409,87;88;3,3;2;7,41
"292400 Paulo Afonso";617;617;657805,64;513317,57;-;-;144488,07;-;-;1066,14;1066,14;2208;3,6;48;7,78
"292405 Pé de Serra";13;13;5581,34;4854,66;-;-;726,68;-;-;429,33;429,33;56;4,3;3;23,08
"292430 Piatã";42;42;29566,54;21808,24;-;-;7758,30;-;-;703,97;703,97;81;1,9;2;4,76
"292450 Pindaí";49;49;27408,00;20118,06;-;-;7289,94;-;-;559,35;559,35;124;2,5;1;2,04
"292460 Pindobaçu";126;126;65681,18;53349,71;-;-;12331,47;-;-;521,28;521,28;434;3,4;1;0,79
"292470 Piripá";17;17;5152,44;4097,25;-;-;1055,19;-;-;303,08;303,08;27;1,6;8;47,06
"292480 Piritiba";19;19;6771,95;5439,34;-;-;1332,61;-;-;356,42;356,42;63;3,3;2;10,53
"292490 Planaltino";40;40;19695,87;17689,90;-;-;2005,97;-;-;492,40;492,40;96;2,4;-;-
"292500 Planalto";24;24;9403,26;6951,64;-;-;2451,62;-;-;391,80;391,80;95;4,0;3;12,50
"292510 Poções";180;180;76040,96;58466,24;-;-;17574,72;-;-;422,45;422,45;745;4,1;8;4,44
"292525 Ponto Novo";40;40;18878,41;14302,36;-;-;4576,05;-;-;471,96;471,96;118;3,0;2;5,00
"292530 Porto Seguro";732;732;1543879,30;1266658,30;-;844,60;273594,54;844,60;2781,86;2109,12;2109,12;3613;4,9;48;6,56
"292540 Potiraguá";15;15;4751,32;3578,12;-;-;1173,20;-;-;316,75;316,75;40;2,7;-;-
"292560 Presidente Dutra";27;27;27703,49;22084,32;-;-;5619,17;-;-;1026,06;1026,06;83;3,1;4;14,81
"292575 Presidente Tancredo Neves";38;38;19018,57;14441,46;-;-;4577,11;-;-;500,49;500,49;132;3,5;-;-
"292580 Queimadas";133;133;59859,50;48433,02;-;-;11426,48;-;-;450,07;450,07;247;1,9;-;-
"292590 Quijingue";61;61;24289,51;18726,78;-;-;5562,73;-;-;398,19;398,19;181;3,0;-;-
"292595 Rafael Jambeiro";34;34;13873,14;10307,55;-;-;3565,59;-;-;408,03;408,03;123;3,6;1;2,94
"292600 Remanso";26;26;281587,57;239828,97;-;-;41758,60;-;-;10830,29;10830,29;266;10,2;8;30,77
"292620 Riachão das Neves";74;74;60379,90;48699,14;-;-;11680,76;-;-;815,94;815,94;222;3,0;-;-
"292630 Riachão do Jacuípe";179;179;102973,42;76942,68;-;-;26030,74;-;-;575,27;575,27;552;3,1;3;1,68
