 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Período:Fev/2021
"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"420960 Lauro Muller";23;23;15260,79;13457,31;-;-;1803,48;-;-;663,51;663,51;218;9,5;4;17,39
"420970 Lebon Régis";37;37;11867,55;10174,56;-;-;1692,99;-;-;320,74;320,74;137;3,7;-;-
"420985 Lindóia do Sul";41;41;28856,69;26018,27;-;-;2838,42;-;-;703,82;703,82;831;20,3;4;9,76
"421000 Luiz Alves";23;23;11055,42;9916,42;-;-;1139,00;-;-;480,67;480,67;158;6,9;-;-
"421003 Luzerna";79;79;75094,24;67583,36;-;-;7510,88;-;-;950,56;950,56;1141;14,4;2;2,53
"421010 Mafra";655;655;1457296,23;1162501,90;30040,64;-;255389,39;-;-;2224,88;2224,88;2421;3,7;36;5,50
"421030 Major Vieira";56;56;24174,10;19747,99;-;-;4426,11;-;-;431,68;431,68;113;2,0;1;1,79
"421050 Maravilha";224;224;350212,39;291685,11;-;-;58527,28;-;-;1563,45;1563,45;831;3,7;7;3,13
"421060 Massaranduba";30;30;18228,70;12115,50;-;-;6113,20;-;-;607,62;607,62;36;1,2;1;3,33
"421080 Meleiro";38;38;32075,77;21131,84;3503,39;-;4916,43;-;-;844,10;844,10;163;4,3;1;2,63
"421090 Modelo";23;23;9765,23;8501,51;-;-;1263,72;-;-;424,58;424,58;66;2,9;-;-
"421100 Mondaí";43;43;32092,97;28115,97;-;-;3977,00;-;-;746,35;746,35;494;11,5;-;-
"421120 Morro da Fumaça";132;132;112517,99;96201,68;148,92;-;16009,74;-;-;852,41;852,41;824;6,2;9;6,82
"421130 Navegantes";153;153;102022,78;73097,77;-;-;28925,01;-;-;666,82;666,82;551;3,6;2;1,31
"421140 Nova Erechim";43;43;33907,10;23885,65;-;-;10021,45;-;-;788,54;788,54;22;0,5;-;-
"421150 Nova Trento";40;40;32397,05;25927,51;-;-;6469,54;-;-;809,93;809,93;233;5,8;5;12,50
"421160 Nova Veneza";36;36;18893,59;12794,93;834,87;-;4598,66;-;-;524,82;524,82;77;2,1;2;5,56
"421170 Orleans";83;83;51921,12;39750,26;-;-;12170,86;-;-;625,56;625,56;345;4,2;3;3,61
"421175 Otacílio Costa";54;54;25829,48;22488,90;-;-;3340,58;-;-;478,32;478,32;300;5,6;3;5,56
"421200 Palma Sola";38;38;13072,80;10559,57;-;-;2513,23;-;-;344,02;344,02;68;1,8;2;5,26
"421210 Palmitos";44;44;54454,93;43440,42;-;-;11014,51;-;-;1237,61;1237,61;157;3,6;12;27,27
"421220 Papanduva";56;56;29652,72;24092,15;-;-;5560,57;-;-;529,51;529,51;391;7,0;3;5,36
"421250 Penha";141;141;263343,74;177780,61;5555,95;-;73397,19;-;-;1867,69;1867,69;246;1,7;1;0,71
"421260 Peritiba";22;22;9684,08;7167,11;-;-;2516,97;-;-;440,19;440,19;55;2,5;-;-
"421290 Pinhalzinho";58;58;27995,06;19322,46;-;-;8672,60;-;-;482,67;482,67;157;2,7;5;8,62
"421320 Pomerode";165;165;119643,07;90128,09;148,92;-;29208,41;-;-;725,11;725,11;316;1,9;7;4,24
"421340 Ponte Serrada";187;187;126013,66;110812,01;-;-;15201,65;-;-;673,87;673,87;1052;5,6;1;0,53
"421360 Porto União";218;218;408369,04;325164,22;3407,91;-;77439,60;-;-;1873,25;1873,25;723;3,3;14;6,42
"421370 Pouso Redondo";31;31;14389,25;12724,72;-;-;1664,53;-;-;464,17;464,17;120;3,9;1;3,23
"421380 Praia Grande";153;153;114048,38;80532,13;6553,19;-;20874,74;-;-;745,41;745,41;703;4,6;1;0,65
"421400 Presidente Getúlio";47;47;31829,36;26366,18;-;-;5463,18;-;-;677,22;677,22;194;4,1;3;6,38
"421420 Quilombo";80;80;41218,30;34248,15;-;-;6970,15;-;-;515,23;515,23;488;6,1;3;3,75
"421450 Rio do Campo";60;60;20106,49;17470,67;-;-;2635,82;-;-;335,11;335,11;251;4,2;1;1,67
"421480 Rio do Sul";765;765;2046866,45;1626862,41;-;-;420004,04;-;-;2675,64;2675,64;3857;5,0;47;6,14
"421470 Rio dos Cedros";190;190;135640,00;97527,65;-;-;38112,35;-;-;713,89;713,89;522;2,7;6;3,16
"421490 Rio Fortuna";28;28;8716,63;6884,69;-;-;1831,94;-;-;311,31;311,31;47;1,7;1;3,57
"421500 Rio Negrinho";184;184;121075,60;92125,58;-;-;28950,02;-;-;658,02;658,02;758;4,1;7;3,80
"421530 Salete";11;11;3524,05;3090,65;-;-;433,40;-;-;320,37;320,37;49;4,5;1;9,09
"421540 Salto Veloso";16;16;4142,78;3618,27;-;-;524,51;-;-;258,92;258,92;24;1,5;-;-
"421550 Santa Cecília";153;153;84096,18;68280,67;-;-;15815,51;-;-;549,65;549,65;1025;6,7;5;3,27
"421570 Santo Amaro da Imperatriz";65;65;81807,31;65848,75;-;-;15958,56;-;-;1258,57;1258,57;186;2,9;9;13,85
"421580 São Bento do Sul";383;383;508547,98;415984,54;-;-;92563,44;-;-;1327,80;1327,80;1011;2,6;19;4,96
"421590 São Bonifácio";22;22;9744,26;8631,38;-;-;1112,88;-;-;442,92;442,92;60;2,7;1;4,55
"421600 São Carlos";109;109;104211,61;84274,19;278,29;-;19437,42;-;-;956,07;956,07;463;4,2;13;11,93
"421620 São Francisco do Sul";111;111;95812,26;71715,17;-;-;24097,09;-;-;863,17;863,17;539;4,9;8;7,21
"421630 São João Batista";119;119;57206,31;42196,96;-;-;15009,35;-;-;480,73;480,73;259;2,2;5;4,20
"421625 São João do Oeste";16;16;6992,70;6149,00;-;-;843,70;-;-;437,04;437,04;47;2,9;2;12,50
"421650 São Joaquim";76;76;47990,59;41489,57;-;-;6501,02;-;-;631,46;631,46;387;5,1;6;7,89
"421660 São José";1978;2100;5068190,04;4120451,49;-;-;947738,55;-;-;2413,42;2562,28;16144;8,2;97;4,90
"421670 São José do Cedro";42;42;21643,44;13264,47;1830,72;-;5462,56;-;-;515,32;515,32;72;1,7;1;2,38
"421690 São Lourenço do Oeste";124;124;77158,52;61443,89;-;-;15714,63;-;-;622,25;622,25;356;2,9;7;5,65
"421710 São Martinho";26;26;12420,67;10825,53;-;-;1595,14;-;-;477,72;477,72;68;2,6;2;7,69
"421720 São Miguel do Oeste";481;481;733444,49;600765,89;-;-;132678,60;-;-;1524,83;1524,83;2038;4,2;49;10,19
"421725 São Pedro de Alcântara";36;45;60779,55;50938,83;-;-;9840,72;-;-;1350,66;1688,32;2097;58,3;1;2,78
"421730 Saudades";34;34;16862,93;14742,77;-;-;2120,16;-;-;495,97;495,97;114;3,4;-;-
"421750 Seara";66;66;39533,55;30094,38;-;-;9439,17;-;-;598,99;598,99;299;4,5;3;4,55
"421770 Sombrio";76;76;42361,68;25106,41;3335,26;-;11993,73;-;-;557,39;557,39;108;1,4;1;1,32
"421780 Taió";109;109;47902,72;34069,87;-;-;13832,85;-;-;439,47;439,47;237;2,2;5;4,59
"421790 Tangará";11;11;3953,11;3485,21;-;-;467,90;-;-;359,37;359,37;32;2,9;1;9,09
"421800 Tijucas";89;89;50355,68;41758,88;-;-;8596,80;-;-;565,79;565,79;245;2,8;3;3,37
"421810 Timbé do Sul";71;71;55703,03;36506,42;3984,86;-;12414,98;-;-;784,55;784,55;118;1,7;-;-
"421820 Timbó";72;72;1004235,35;863649,59;-;-;140585,76;-;-;13947,71;13947,71;724;10,1;14;19,44
"421830 Três Barras";115;115;75024,61;58744,31;-;-;16280,30;-;-;652,39;652,39;631;5,5;1;0,87
"421840 Treze de Maio";277;277;100999,05;83375,88;480,19;-;16694,29;-;-;364,62;364,62;392;1,4;2;0,72
"421860 Trombudo Central";30;74;99380,27;91888,88;-;-;7491,39;-;-;1342,98;3312,68;1348;44,9;5;16,67
"421870 Tubarão";999;999;3159718,44;2607443,73;-;-;552274,71;-;-;3162,88;3162,88;5109;5,1;77;7,71
"421875 Tunápolis";39;39;40862,30;35730,92;-;-;5131,38;-;-;1047,75;1047,75;677;17,4;1;2,56
"421880 Turvo";31;31;25889,38;21414,30;-;-;4475,08;-;-;835,14;835,14;128;4,1;2;6,45
"421890 Urubici";13;13;10717,79;9793,36;-;-;924,43;-;-;824,45;824,45;139;10,7;2;15,38
"421900 Urussanga";89;89;58301,62;48203,61;-;-;10098,01;-;-;655,07;655,07;604;6,8;3;3,37
"421910 Vargeão";5;5;2007,51;1464,87;-;-;542,64;-;-;401,50;401,50;15;3,0;-;-
"421920 Vidal Ramos";2;2;1168,80;1051,23;-;-;117,57;-;-;584,40;584,40;9;4,5;-;-
"421930 Videira";271;271;622212,29;525645,28;-;-;96567,01;-;-;2295,99;2295,99;1338;4,9;21;7,75
"421935 Vitor Meireles";10;10;3933,26;3485,68;-;-;447,58;-;-;393,33;393,33;36;3,6;-;-
"421950 Xanxerê";591;591;1650276,96;1329327,12;-;-;320949,84;-;-;2792,35;2792,35;2850;4,8;69;11,68
"421960 Xavantina";20;20;6639,04;5747,80;-;-;891,24;-;-;331,95;331,95;53;2,7;-;-
"421970 Xaxim";172;172;177725,85;141770,74;-;-;35955,11;-;-;1033,29;1033,29;635;3,7;10;5,81
"430003 Aceguá";39;39;15681,71;12203,87;-;-;3477,84;-;-;402,10;402,10;136;3,5;-;-
"430010 Agudo";87;87;71419,32;59045,46;-;-;12373,86;-;-;820,91;820,91;338;3,9;5;5,75
"430020 Ajuricaba";8;8;5567,81;5044,40;-;-;523,41;-;-;695,98;695,98;58;7,3;1;12,50
"430030 Alecrim";35;35;29322,16;24930,99;-;-;4391,17;-;-;837,78;837,78;179;5,1;-;-
"430040 Alegrete";413;413;873058,53;730362,72;-;-;142695,81;-;-;2113,94;2113,94;2682;6,5;43;10,41
"430050 Alpestre";37;37;11038,34;9067,99;-;-;1970,35;-;-;298,33;298,33;83;2,2;3;8,11
"430060 Alvorada";430;430;452120,03;353252,55;-;-;98867,48;-;-;1051,44;1051,44;2389;5,6;38;8,84
"430064 Ametista do Sul";27;27;22983,84;19588,39;-;-;3395,45;-;-;851,25;851,25;117;4,3;1;3,70
"430070 Anta Gorda";16;16;11339,17;9904,40;-;-;1434,77;-;-;708,70;708,70;60;3,8;-;-
"430080 Antônio Prado";51;51;31889,14;26325,79;-;-;5563,35;-;-;625,28;625,28;188;3,7;1;1,96
"430090 Aratiba";50;50;30500,36;21988,34;-;-;8512,02;-;-;610,01;610,01;87;1,7;2;4,00
"430100 Arroio do Meio";216;216;138649,45;103474,61;-;-;35174,84;-;-;641,90;641,90;1086;5,0;11;5,09
"430120 Arroio do Tigre";98;98;60755,26;51404,96;-;-;9350,30;-;-;619,95;619,95;495;5,1;5;5,10
"430130 Arroio Grande";47;47;40615,54;34280,90;-;-;6334,64;-;-;864,16;864,16;293;6,2;3;6,38
"430140 Arvorezinha";47;47;37401,72;31312,14;-;-;6089,58;-;-;795,78;795,78;201;4,3;5;10,64
"430150 Augusto Pestana";22;22;13430,31;11935,82;-;-;1494,49;-;-;610,47;610,47;328;14,9;-;-
"430160 Bagé";542;542;783075,11;645737,57;-;-;137337,54;-;-;1444,79;1444,79;3320;6,1;45;8,30
"430210 Bento Gonçalves";496;496;1160115,58;960779,04;-;-;199336,54;-;-;2338,94;2338,94;2792;5,6;39;7,86
"430220 Boa Vista do Buricá";31;31;20602,87;17526,07;-;-;3076,80;-;-;664,61;664,61;122;3,9;1;3,23
"430230 Bom Jesus";19;19;12853,02;11033,83;-;-;1819,19;-;-;676,47;676,47;187;9,8;-;-
"430235 Bom Princípio";48;48;27811,64;23681,20;-;-;4130,44;-;-;579,41;579,41;174;3,6;3;6,25
"430240 Bom Retiro do Sul";48;48;39065,78;33149,27;-;-;5916,51;-;-;813,87;813,87;194;4,0;7;14,58
"430245 Boqueirão do Leão";39;39;21844,81;19057,56;-;-;2787,25;-;-;560,12;560,12;245;6,3;3;7,69
"430270 Butiá";8;8;1901,69;1627,49;-;-;274,20;-;-;237,71;237,71;43;5,4;-;-
"430280 Caçapava do Sul";132;132;84802,55;69381,02;-;-;15421,53;-;-;642,44;642,44;625;4,7;4;3,03
"430290 Cacequi";31;31;14879,54;13074,24;-;-;1805,30;-;-;479,99;479,99;289;9,3;1;3,23
"430300 Cachoeira do Sul";475;475;1051147,20;872874,40;-;-;178272,80;-;-;2212,94;2212,94;2583;5,4;32;6,74
"430310 Cachoeirinha";309;309;414027,90;321276,22;-;-;92751,68;-;-;1339,90;1339,90;1791;5,8;28;9,06
"430330 Caibaté";23;23;16745,46;14267,71;-;-;2477,75;-;-;728,06;728,06;83;3,6;2;8,70
"430340 Caiçara";18;18;17211,94;15006,33;-;-;2205,61;-;-;956,22;956,22;273;15,2;-;-
"430350 Camaquã";342;342;383657,29;316577,70;-;-;67079,59;-;-;1121,80;1121,80;1524;4,5;31;9,06
"430370 Campina das Missões";20;20;19023,85;16590,47;-;-;2433,38;-;-;951,19;951,19;391;19,6;-;-
"430380 Campinas do Sul";14;14;10354,19;8833,25;-;-;1520,94;-;-;739,58;739,58;69;4,9;1;7,14
"430390 Campo Bom";235;235;228742,52;183889,38;-;-;44853,14;-;-;973,37;973,37;948;4,0;19;8,09
"430400 Campo Novo";20;20;7223,68;6258,02;-;-;965,66;-;-;361,18;361,18;54;2,7;-;-
"430420 Candelária";191;191;108332,26;88568,47;-;-;19763,79;-;-;567,18;567,18;1287;6,7;10;5,24
"430430 Cândido Godói";59;59;32948,42;28061,38;-;-;4887,04;-;-;558,45;558,45;199;3,4;4;6,78
"430440 Canela";265;265;237397,43;187263,64;-;-;50133,79;-;-;895,84;895,84;1317;5,0;20;7,55
"430450 Canguçu";142;142;261370,29;219986,94;-;-;41383,35;-;-;1840,64;1840,64;883;6,2;15;10,56
"430460 Canoas";2584;2585;5735874,95;4820200,85;-;-;915674,10;-;-;2218,91;2219,77;15310;5,9;210;8,13
"430463 Capão da Canoa";444;444;415572,32;328112,34;-;-;87459,98;-;-;935,97;935,97;1872;4,2;26;5,86
"430470 Carazinho";341;341;597549,11;486875,32;-;-;110673,79;-;-;1752,34;1752,34;1753;5,1;22;6,45
"430480 Carlos Barbosa";81;81;71905,16;56296,92;-;-;15608,24;-;-;887,72;887,72;226;2,8;3;3,70
"430490 Casca";63;63;37102,29;27802,75;-;-;9299,54;-;-;588,93;588,93;229;3,6;2;3,17
"430510 Caxias do Sul";1989;2098;6299146,29;5326887,19;-;-;972259,10;-;-;3002,45;3166,99;14828;7,5;166;8,35
"430520 Cerro Largo";37;37;24317,34;20569,52;-;-;3747,82;-;-;657,23;657,23;115;3,1;5;13,51
"430530 Chapada";12;12;11926,17;10012,45;-;-;1913,72;-;-;993,85;993,85;70;5,8;1;8,33
"430535 Charqueadas";90;90;297083,21;252516,58;-;-;44566,63;-;-;3300,92;3300,92;734;8,2;11;12,22
"430540 Chiapetta";24;24;14031,62;11904,81;-;-;2126,81;-;-;584,65;584,65;93;3,9;1;4,17
"430570 Condor";27;27;14247,19;11772,52;-;-;2474,67;-;-;527,67;527,67;205;7,6;1;3,70
"430580 Constantina";36;36;19074,70;17070,50;-;-;2004,20;-;-;529,85;529,85;134;3,7;1;2,78
"430590 Coronel Bicaco";24;24;8854,08;7764,50;-;-;1089,58;-;-;368,92;368,92;87;3,6;1;4,17
"430600 Crissiumal";57;57;46953,36;39978,66;-;-;6974,70;-;-;823,74;823,74;220;3,9;3;5,26
"430610 Cruz Alta";303;303;822843,93;682751,26;-;-;140092,67;-;-;2715,66;2715,66;1749;5,8;42;13,86
"430620 Cruzeiro do Sul";8;8;7758,58;6492,89;-;-;1265,69;-;-;969,82;969,82;62;7,8;1;12,50
"430630 David Canabarro";29;29;29064,16;23338,37;-;-;5725,79;-;-;1002,21;1002,21;131;4,5;-;-
"430640 Dois Irmãos";144;144;96695,89;70462,42;-;-;26233,47;-;-;671,50;671,50;496;3,4;5;3,47
"430645 Dois Lajeados";33;33;19067,84;16610,28;-;-;2457,56;-;-;577,81;577,81;210;6,4;1;3,03
"430650 Dom Feliciano";15;15;12063,21;10486,04;-;-;1577,17;-;-;804,21;804,21;57;3,8;-;-
"430660 Dom Pedrito";196;196;175941,91;147118,73;-;-;28823,18;-;-;897,66;897,66;1440;7,3;28;14,29
"430680 Encantado";117;117;193397,27;158281,46;-;-;35115,81;-;-;1652,97;1652,97;525;4,5;6;5,13
"430690 Encruzilhada do Sul";122;122;63572,12;48908,21;-;-;14663,91;-;-;521,08;521,08;379;3,1;7;5,74
"430700 Erechim";838;838;1652744,86;1333222,21;-;-;319522,65;-;-;1972,25;1972,25;3123;3,7;30;3,58
"430750 Espumoso";208;208;718435,40;606818,41;-;-;111616,99;-;-;3454,02;3454,02;1038;5,0;13;6,25
"430760 Estância Velha";125;125;71621,28;59139,18;-;-;12482,10;-;-;572,97;572,97;541;4,3;5;4,00
"430770 Esteio";354;354;481783,59;399032,53;-;-;82751,06;-;-;1360,97;1360,97;2152;6,1;15;4,24
"430780 Estrela";317;317;976871,38;828633,49;-;-;148237,89;-;-;3081,61;3081,61;1990;6,3;37;11,67
"430790 Farroupilha";397;397;683502,89;565140,10;-;-;118362,79;-;-;1721,67;1721,67;1312;3,3;20;5,04
"430800 Faxinal do Soturno";61;61;200320,09;168962,62;-;-;31357,47;-;-;3283,94;3283,94;222;3,6;3;4,92
"430810 Feliz";59;59;39751,39;31853,35;-;-;7898,04;-;-;673,75;673,75;319;5,4;2;3,39
"430820 Flores da Cunha";65;65;53614,24;42291,24;-;-;11323,00;-;-;824,83;824,83;328;5,0;2;3,08
"430845 Fortaleza dos Valos";7;7;3870,73;3290,37;-;-;580,36;-;-;552,96;552,96;27;3,9;1;14,29
"430850 Frederico Westphalen";216;216;234430,53;190841,95;-;-;43588,58;-;-;1085,33;1085,33;1048;4,9;14;6,48
"430860 Garibaldi";146;146;391768,43;334334,92;-;-;57433,51;-;-;2683,35;2683,35;714;4,9;21;14,38
"430870 Gaurama";10;10;9965,74;8728,35;-;-;1237,39;-;-;996,57;996,57;58;5,8;1;10,00
"430890 Getúlio Vargas";95;95;65114,75;51669,38;-;-;13445,37;-;-;685,42;685,42;423;4,5;4;4,21
"430900 Giruá";69;69;61035,44;53099,21;-;-;7936,23;-;-;884,57;884,57;371;5,4;5;7,25
"430910 Gramado";211;211;446815,05;368884,31;-;-;77930,74;-;-;2117,61;2117,61;661;3,1;11;5,21
"430920 Gravataí";612;612;1125382,31;942311,98;-;-;183070,33;-;-;1838,86;1838,86;4167;6,8;87;14,22
"430925 Guabiju";2;2;695,35;596,12;-;-;99,23;-;-;347,67;347,67;11;5,5;-;-
"430940 Guaporé";104;104;69581,97;55767,15;-;-;13814,82;-;-;669,06;669,06;395;3,8;7;6,73
"430950 Guarani das Missões";54;54;31533,42;27858,23;-;-;3675,19;-;-;583,95;583,95;265;4,9;6;11,11
"430710 Herval";9;9;2013,67;1666,10;-;-;347,57;-;-;223,74;223,74;43;4,8;-;-
"430960 Horizontina";78;78;64064,34;53123,16;-;-;10941,18;-;-;821,34;821,34;285;3,7;5;6,41
"430970 Humaitá";5;5;1296,39;1111,32;-;-;185,07;-;-;259,28;259,28;9;1,8;-;-
"431000 Ibirubá";3;3;1418,55;1161,58;-;-;256,97;-;-;472,85;472,85;4;1,3;-;-
"431010 Igrejinha";371;371;237715,29;171137,49;-;-;66577,80;-;-;640,74;640,74;1053;2,8;10;2,70
"431020 Ijuí";727;728;2134286,05;1804457,47;-;-;329828,58;-;-;2931,71;2935,74;3576;4,9;47;6,46
"431030 Ilópolis";26;26;19112,16;15826,69;-;-;3285,47;-;-;735,08;735,08;118;4,5;2;7,69
"431050 Iraí";30;30;25081,71;21414,70;-;-;3667,01;-;-;836,06;836,06;364;12,1;2;6,67
"431060 Itaqui";165;165;110460,58;89457,16;-;-;21003,42;-;-;669,46;669,46;636;3,9;10;6,06
"431075 Ivorá";5;5;2368,62;2152,13;-;-;216,49;-;-;473,72;473,72;19;3,8;1;20,00
"431080 Ivoti";77;77;51740,84;41818,57;-;-;9922,27;-;-;671,96;671,96;532;6,9;4;5,19
"431085 Jaboticaba";28;28;19029,32;16090,54;-;-;2938,78;-;-;679,62;679,62;252;9,0;-;-
"431100 Jaguarão";116;116;61658,72;45271,43;-;-;16387,29;-;-;531,54;531,54;435;3,8;8;6,90
"431110 Jaguari";51;51;24985,17;21825,07;-;-;3160,10;-;-;489,91;489,91;297;5,8;2;3,92
"431112 Jaquirana";2;2;1069,33;973,61;-;-;95,72;-;-;534,66;534,66;8;4,0;-;-
"431120 Júlio de Castilhos";17;17;11053,59;9205,06;-;-;1848,53;-;-;650,21;650,21;49;2,9;1;5,88
"431130 Lagoa Vermelha";121;121;96530,05;73827,70;-;-;22702,35;-;-;797,77;797,77;552;4,6;5;4,13
"431140 Lajeado";614;614;1589685,89;1302420,31;-;-;287265,58;-;-;2589,06;2589,06;3132;5,1;49;7,98
"431150 Lavras do Sul";12;12;6829,36;5934,72;-;-;894,64;-;-;569,11;569,11;62;5,2;-;-
"431180 Marau";165;165;126869,06;98132,73;-;-;28736,33;-;-;768,90;768,90;654;4,0;6;3,64
"431190 Marcelino Ramos";40;40;21024,68;17975,01;-;-;3049,67;-;-;525,62;525,62;823;20,6;2;5,00
"431205 Marques de Souza";46;46;39221,28;33567,01;-;-;5654,27;-;-;852,64;852,64;172;3,7;3;6,52
"431210 Mata";14;14;7376,66;6214,04;-;-;1162,62;-;-;526,90;526,90;31;2,2;2;14,29
"431220 Maximiliano de Almeida";24;24;16811,50;14610,08;-;-;2201,42;-;-;700,48;700,48;164;6,8;1;4,17
"431240 Montenegro";414;414;627300,55;522728,84;-;-;104571,71;-;-;1515,22;1515,22;2938;7,1;42;10,14
"431260 Muçum";20;20;13387,69;11937,69;-;-;1450,00;-;-;669,38;669,38;82;4,1;1;5,00
"431265 Não-Me-Toque";57;57;41396,00;31218,23;-;-;10177,77;-;-;726,25;726,25;146;2,6;4;7,02
"431270 Nonoai";125;125;74120,93;59805,67;-;-;14315,26;-;-;592,97;592,97;564;4,5;2;1,60
"431290 Nova Bassano";29;29;34856,69;28934,69;-;-;5922,00;-;-;1201,95;1201,95;127;4,4;-;-
"431300 Nova Bréscia";30;30;22890,72;19025,59;-;-;3865,13;-;-;763,02;763,02;197;6,6;-;-
"431310 Nova Palma";55;55;30727,77;26121,65;-;-;4606,12;-;-;558,69;558,69;446;8,1;1;1,82
"431320 Nova Petrópolis";82;82;56428,99;46202,24;-;-;10226,75;-;-;688,16;688,16;360;4,4;8;9,76
"431330 Nova Prata";117;117;89549,71;68645,84;-;-;20903,87;-;-;765,38;765,38;363;3,1;6;5,13
"431340 Novo Hamburgo";1104;1105;2151054,47;1744541,11;-;-;406513,36;-;-;1946,66;1948,42;6165;5,6;111;10,05
"431350 Osório";299;299;898693,19;749116,45;-;-;149576,74;-;-;3005,66;3005,66;1733;5,8;27;9,03
"431360 Paim Filho";29;29;14562,38;12279,85;-;-;2282,53;-;-;502,15;502,15;132;4,6;-;-
"431365 Palmares do Sul";19;19;14118,41;12039,91;-;-;2078,50;-;-;743,07;743,07;182;9,6;1;5,26
"431370 Palmeira das Missões";176;176;97084,27;70131,32;-;-;26952,95;-;-;551,62;551,62;458;2,6;8;4,55
"431380 Palmitinho";116;116;70639,87;59857,14;-;-;10782,73;-;-;608,96;608,96;802;6,9;2;1,72
"431390 Panambi";203;203;132881,94;102804,91;-;-;30077,03;-;-;654,59;654,59;560;2,8;8;3,94
"431400 Paraí";49;49;26337,99;20857,72;-;-;5480,27;-;-;537,51;537,51;234;4,8;2;4,08
"431402 Paraíso do Sul";30;30;17549,15;15242,65;-;-;2306,50;-;-;584,97;584,97;120;4,0;2;6,67
"431405 Parobé";436;436;1243960,36;1034930,04;-;-;209030,32;-;-;2853,12;2853,12;1926;4,4;45;10,32
"431410 Passo Fundo";2470;2477;8542728,62;7277465,01;-;-;1265263,61;-;-;3448,82;3458,59;16479;6,7;161;6,52
"431420 Pedro Osório";26;26;17853,57;15161,40;-;-;2692,17;-;-;686,68;686,68;234;9,0;1;3,85
"431430 Pejuçara";4;4;2002,73;1791,04;-;-;211,69;-;-;500,68;500,68;8;2,0;-;-
"431440 Pelotas";1591;1663;3842344,61;3202838,89;-;-;639505,72;-;-;2310,49;2415,05;15417;9,7;132;8,30
"431447 Pinhal Grande";2;2;520,32;436,11;-;-;84,21;-;-;260,16;260,16;13;6,5;-;-
"431450 Pinheiro Machado";4;4;1355,44;1166,47;-;-;188,97;-;-;338,86;338,86;21;5,3;1;25,00
"431460 Piratini";123;123;63193,79;48358,14;-;-;14835,65;-;-;513,77;513,77;617;5,0;7;5,69
"431470 Planalto";82;82;39754,09;31104,61;-;-;8649,48;-;-;484,81;484,81;305;3,7;4;4,88
"431480 Portão";62;62;66843,26;56097,33;-;-;10745,93;-;-;1078,12;1078,12;440;7,1;11;17,74
"431490 Porto Alegre";12301;12391;33901780,33;28316933,56;-;-;5584846,77;-;-;2736,00;2756,02;94996;7,7;707;5,75
"431500 Porto Lucena";28;28;14663,44;12664,53;-;-;1998,91;-;-;523,69;523,69;120;4,3;1;3,57
"431510 Porto Xavier";51;51;38019,71;32459,96;-;-;5559,75;-;-;745,48;745,48;268;5,3;4;7,84
"431520 Putinga";17;17;5630,05;4933,89;-;-;696,16;-;-;331,18;331,18;75;4,4;-;-
"431530 Quaraí";109;109;58669,01;46937,25;-;-;11731,76;-;-;538,25;538,25;452;4,1;14;12,84
"431535 Quinze de Novembro";10;10;8863,62;7669,03;-;-;1194,59;-;-;886,36;886,36;116;11,6;1;10,00
"431550 Restinga Seca";49;49;19942,46;17753,10;-;-;2189,36;-;-;406,99;406,99;251;5,1;1;2,04
"431560 Rio Grande";1089;1096;2190513,91;1793139,41;-;-;397374,50;-;-;1998,64;2011,49;9285;8,5;75;6,89
"431570 Rio Pardo";237;237;169156,46;136202,74;-;-;32953,72;-;-;713,74;713,74;1434;6,1;19;8,02
"431575 Riozinho";14;14;10892,16;9008,87;-;-;1883,29;-;-;778,01;778,01;54;3,9;-;-
"431580 Roca Sales";25;25;19435,15;16313,70;-;-;3121,45;-;-;777,41;777,41;209;8,4;-;-
"431590 Rodeio Bonito";162;162;121213,98;98891,47;-;-;22322,51;-;-;748,23;748,23;384;2,4;6;3,70
"431600 Rolante";73;73;50795,73;40841,95;-;-;9953,78;-;-;695,83;695,83;279;3,8;4;5,48
"431610 Ronda Alta";160;160;133955,57;113327,60;-;-;20627,97;-;-;837,22;837,22;1603;10,0;3;1,88
"431620 Rondinha";18;18;15863,31;13080,75;-;-;2782,56;-;-;881,29;881,29;63;3,5;1;5,56
"431630 Roque Gonzales";21;21;6908,32;6020,73;-;-;887,59;-;-;328,97;328,97;55;2,6;1;4,76
"431640 Rosário do Sul";189;189;353762,29;297131,20;-;-;56631,09;-;-;1871,76;1871,76;1249;6,6;26;13,76
"431643 Saldanha Marinho";1;1;193,66;166,15;-;-;27,51;-;-;193,66;193,66;4;4,0;-;-
"431645 Salto do Jacuí";16;16;7968,99;6356,93;-;-;1612,06;-;-;498,06;498,06;72;4,5;1;6,25
"431660 Sananduva";99;99;80608,33;65180,69;-;-;15427,64;-;-;814,23;814,23;399;4,0;5;5,05
