 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Período:Fev/2021
"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"250300 Caaporã";23;23;13450,69;10777,85;-;-;2672,84;-;-;584,81;584,81;48;2,1;-;-
"250320 Cabedelo";133;133;78440,18;57909,66;-;-;20530,52;-;-;589,78;589,78;464;3,5;9;6,77
"250350 Cacimba de Dentro";1;1;443,40;267,60;-;-;175,80;-;-;443,40;443,40;1;1,0;-;-
"250370 Cajazeiras";623;623;880614,35;713622,43;-;-;166991,92;-;-;1413,51;1413,51;2619;4,2;50;8,03
"250400 Campina Grande";3804;3947;5829253,67;4677506,93;-;-;1151746,74;-;-;1476,88;1532,40;27390;7,2;307;8,07
"250430 Catolé do Rocha";71;71;30648,94;22726,98;-;-;7921,96;-;-;431,68;431,68;145;2,0;-;-
"250440 Conceição";17;17;5536,17;4611,68;-;-;924,49;-;-;325,66;325,66;67;3,9;-;-
"250480 Coremas";33;33;14044,75;11333,85;-;-;2710,90;-;-;425,60;425,60;87;2,6;-;-
"250510 Cuité";36;36;21481,50;18508,53;-;-;2972,97;-;-;596,71;596,71;145;4,0;5;13,89
"250600 Esperança";30;30;15747,26;14061,11;-;-;1686,15;-;-;524,91;524,91;136;4,5;4;13,33
"250630 Guarabira";492;492;272102,88;183416,07;-;-;88686,81;-;-;553,05;553,05;2203;4,5;31;6,30
"250690 Itabaiana";115;115;58482,40;42524,99;-;-;15957,41;-;-;508,54;508,54;337;2,9;3;2,61
"250700 Itaporanga";102;102;47705,31;35266,80;-;-;12438,51;-;-;467,70;467,70;230;2,3;4;3,92
"250750 João Pessoa";5426;5519;10809508,48;8759525,45;-;-;2049983,03;-;-;1958,60;1992,17;36884;6,8;355;6,54
"250830 Lagoa Seca";12;12;3367,02;2894,43;-;-;472,59;-;-;280,58;280,58;35;2,9;-;-
"250890 Mamanguape";294;294;335899,35;261678,98;-;-;74220,37;-;-;1142,51;1142,51;1265;4,3;31;10,54
"250920 Massaranduba";5;5;1290,76;1055,05;-;-;235,71;-;-;258,15;258,15;23;4,6;-;-
"250970 Monteiro";88;88;42604,97;29034,17;-;-;13570,80;-;-;484,15;484,15;181;2,1;2;2,27
"251080 Patos";630;630;760002,84;597492,49;-;-;162510,35;-;-;1206,35;1206,35;3198;5,1;79;12,54
"251090 Paulista";15;15;4932,51;4228,54;-;-;703,97;-;-;328,83;328,83;66;4,4;1;6,67
"251110 Pedra Lavrada";16;16;5162,85;4481,68;-;-;681,17;-;-;322,68;322,68;30;1,9;2;12,50
"251120 Pedras de Fogo";25;25;12769,70;10851,96;-;-;1917,74;-;-;510,79;510,79;177;7,1;-;-
"251130 Piancó";62;62;75131,22;62412,98;-;-;12718,24;-;-;1211,79;1211,79;309;5,0;12;19,35
"251140 Picuí";50;50;22963,75;17095,45;-;-;5868,30;-;-;459,27;459,27;116;2,3;1;2,00
"251210 Pombal";109;109;90392,83;69809,96;-;-;20582,87;-;-;829,29;829,29;563;5,2;18;16,51
"251230 Princesa Isabel";83;83;45157,13;30249,67;-;-;14907,46;-;-;544,06;544,06;181;2,2;2;2,41
"251250 Queimadas";202;202;105192,12;73376,00;-;-;31816,12;-;-;520,75;520,75;447;2,2;8;3,96
"251340 Santa Luzia";22;22;8971,92;7770,35;-;-;1201,57;-;-;407,81;407,81;81;3,7;2;9,09
"251370 Santa Rita";495;495;1432433,51;1207405,16;-;-;225028,35;-;-;2893,81;2893,81;3218;6,5;58;11,72
"251390 São Bento";46;46;20830,62;16132,29;-;-;4698,33;-;-;452,84;452,84;119;2,6;1;2,17
"250070 São João do Rio do Peixe";7;7;2103,67;1804,24;-;-;299,43;-;-;300,52;300,52;27;3,9;-;-
"251450 São José de Piranhas";14;14;6550,78;5734,85;-;-;815,93;-;-;467,91;467,91;64;4,6;-;-
"251540 São Vicente do Seridó";10;10;3129,22;2758,92;-;-;370,30;-;-;312,92;312,92;26;2,6;-;-
"251530 Sapé";46;46;18996,34;15250,80;-;-;3745,54;-;-;412,96;412,96;231;5,0;9;19,57
"251550 Serra Branca";32;32;15898,35;11819,93;-;-;4078,42;-;-;496,82;496,82;80;2,5;-;-
"251600 Solânea";170;170;84829,09;65941,05;-;-;18888,04;-;-;498,99;498,99;413;2,4;3;1,76
"251610 Soledade";10;10;4488,00;3512,30;-;-;975,70;-;-;448,80;448,80;18;1,8;2;20,00
"251620 Sousa";164;164;123410,88;91152,23;-;-;32258,65;-;-;752,51;752,51;547;3,3;9;5,49
"251630 Sumé";98;98;46780,07;32708,63;-;-;14071,44;-;-;477,35;477,35;204;2,1;2;2,04
"251650 Taperoá";53;53;14657,85;11894,94;-;-;2762,91;-;-;276,56;276,56;221;4,2;5;9,43
"251690 Uiraúna";145;145;52238,50;46168,99;-;-;6069,51;-;-;360,27;360,27;329;2,3;-;-
"260010 Afogados da Ingazeira";672;672;357321,41;267374,24;-;-;89947,17;-;-;531,73;531,73;1906;2,8;20;2,98
"260020 Afrânio";21;21;8870,14;7463,37;-;-;1406,77;-;-;422,39;422,39;129;6,1;1;4,76
"260030 Agrestina";82;89;56137,71;43777,27;-;-;12360,44;-;-;630,76;684,61;284;3,5;2;2,44
"260040 Água Preta";21;21;15478,36;12651,51;-;-;2826,85;-;-;737,06;737,06;105;5,0;2;9,52
"260050 Águas Belas";41;41;17326,28;10380,23;-;-;6946,05;-;-;422,59;422,59;87;2,1;-;-
"260060 Alagoinha";4;4;1145,14;1036,93;-;-;108,21;-;-;286,29;286,29;22;5,5;-;-
"260070 Aliança";5;5;2669,46;2034,34;-;-;635,12;-;-;533,89;533,89;15;3,0;-;-
"260080 Altinho";15;15;13159,65;10656,25;-;-;2503,40;-;-;877,31;877,31;93;6,2;-;-
"260090 Amaraji";11;11;5030,53;4154,39;-;-;876,14;-;-;457,32;457,32;40;3,6;-;-
"260110 Araripina";532;532;1031738,88;841443,49;-;-;190295,39;-;-;1939,36;1939,36;2677;5,0;28;5,26
"260120 Arcoverde";603;603;746001,29;578681,03;-;-;167320,26;-;-;1237,15;1237,15;1899;3,1;38;6,30
"260130 Barra de Guabiraba";2;2;904,80;553,20;-;-;351,60;-;-;452,40;452,40;2;1,0;-;-
"260140 Barreiros";82;82;58441,14;43964,25;-;-;14476,89;-;-;712,70;712,70;266;3,2;5;6,10
"260160 Belém do São Francisco";8;8;4227,49;3252,25;-;-;975,24;-;-;528,44;528,44;24;3,0;-;-
"260170 Belo Jardim";80;80;35814,02;24024,90;-;-;11789,12;-;-;447,68;447,68;176;2,2;3;3,75
"260180 Betânia";9;9;11025,10;8797,61;-;-;2227,49;-;-;1225,01;1225,01;36;4,0;-;-
"260190 Bezerros";225;225;1085140,26;883730,58;-;-;201409,68;-;-;4822,85;4822,85;1283;5,7;21;9,33
"260200 Bodocó";44;44;36573,71;28989,90;-;-;7583,81;-;-;831,22;831,22;245;5,6;3;6,82
"260210 Bom Conselho";58;58;28265,32;22444,04;-;-;5821,28;-;-;487,33;487,33;309;5,3;2;3,45
"260220 Bom Jardim";8;8;3503,27;2711,65;-;-;791,62;-;-;437,91;437,91;30;3,8;-;-
"260230 Bonito";34;34;17094,41;11482,96;-;-;5611,45;-;-;502,78;502,78;45;1,3;2;5,88
"260240 Brejão";3;3;2301,10;1888,06;-;-;413,04;-;-;767,03;767,03;14;4,7;-;-
"260250 Brejinho";1;1;340,90;301,40;-;-;39,50;-;-;340,90;340,90;2;2,0;-;-
"260280 Buíque";120;120;50394,95;38203,60;-;-;12191,35;-;-;419,96;419,96;278;2,3;2;1,67
"260290 Cabo de Santo Agostinho";944;944;3094898,87;2608658,07;-;-;486240,80;-;-;3278,49;3278,49;5657;6,0;89;9,43
"260300 Cabrobó";38;38;17834,90;12996,08;-;-;4838,82;-;-;469,34;469,34;117;3,1;2;5,26
"260310 Cachoeirinha";10;10;3125,35;2613,21;-;-;512,14;-;-;312,53;312,53;56;5,6;-;-
"260320 Caetés";21;21;17722,21;13679,72;-;-;4042,49;-;-;843,91;843,91;117;5,6;-;-
"260330 Calçado";4;4;1524,66;1202,97;-;-;321,69;-;-;381,16;381,16;10;2,5;1;25,00
"260345 Camaragibe";141;141;70851,25;44039,96;-;-;26811,29;-;-;502,49;502,49;420;3,0;-;-
"260350 Camocim de São Félix";6;6;4521,26;3614,56;-;-;906,70;-;-;753,54;753,54;30;5,0;-;-
"260360 Camutanga";7;7;5512,38;4279,54;-;-;1232,84;-;-;787,48;787,48;27;3,9;-;-
"260370 Canhotinho";5;5;3131,92;2539,31;-;-;592,61;-;-;626,38;626,38;18;3,6;-;-
"260380 Capoeiras";27;27;17145,28;13406,73;-;-;3738,55;-;-;635,01;635,01;100;3,7;-;-
"260390 Carnaíba";37;37;23604,93;18477,63;-;-;5127,30;-;-;637,97;637,97;114;3,1;1;2,70
"260400 Carpina";75;75;49097,94;38509,45;-;-;10588,49;-;-;654,64;654,64;494;6,6;3;4,00
"260410 Caruaru";2447;2447;2974195,74;2374876,12;3286,06;-;593137,96;-;-;1215,45;1215,45;14020;5,7;196;8,01
"260430 Cedro";11;11;12327,02;9963,68;-;-;2363,34;-;-;1120,64;1120,64;64;5,8;-;-
"260450 Chã Grande";31;31;19653,97;14383,68;-;-;5270,29;-;-;634,00;634,00;86;2,8;-;-
"260470 Correntes";14;14;5623,02;4261,27;-;-;1361,75;-;-;401,64;401,64;52;3,7;-;-
"260480 Cortês";14;14;5871,30;4136,72;-;-;1734,58;-;-;419,38;419,38;36;2,6;-;-
"260490 Cumaru";1;1;606,42;528,07;-;-;78,35;-;-;606,42;606,42;3;3,0;-;-
"260500 Cupira";27;27;10378,75;7644,76;-;-;2733,99;-;-;384,40;384,40;88;3,3;1;3,70
"260510 Custódia";18;18;17435,94;14235,24;-;-;3200,70;-;-;968,66;968,66;88;4,9;1;5,56
"260515 Dormentes";15;15;5253,49;4175,06;-;-;1078,43;-;-;350,23;350,23;80;5,3;-;-
"260520 Escada";9;9;4044,47;2734,46;-;-;1310,01;-;-;449,39;449,39;12;1,3;-;-
"260530 Exu";19;19;10049,00;8750,01;-;-;1298,99;-;-;528,89;528,89;113;5,9;-;-
"260540 Feira Nova";32;32;20855,24;16884,71;-;-;3970,53;-;-;651,73;651,73;206;6,4;1;3,13
"260545 Fernando de Noronha";6;6;1753,30;1394,89;-;-;358,41;-;-;292,22;292,22;12;2,0;-;-
"260560 Flores";7;7;3023,18;2519,25;-;-;503,93;-;-;431,88;431,88;20;2,9;1;14,29
"260570 Floresta";67;67;48067,49;36489,51;-;-;11577,98;-;-;717,43;717,43;206;3,1;3;4,48
"260580 Frei Miguelinho";7;7;4917,01;3868,84;-;-;1048,17;-;-;702,43;702,43;17;2,4;-;-
"260600 Garanhuns";950;950;1053108,02;848984,35;-;-;204123,67;-;-;1108,53;1108,53;3675;3,9;61;6,42
"260610 Glória do Goitá";2;2;236,94;183,45;-;-;53,49;-;-;118,47;118,47;23;11,5;-;-
"260620 Goiana";191;191;73211,36;52411,95;-;-;20799,41;-;-;383,31;383,31;637;3,3;5;2,62
"260630 Granito";8;8;3008,45;2581,55;-;-;426,90;-;-;376,06;376,06;38;4,8;-;-
"260640 Gravatá";30;30;11252,02;8196,38;-;-;3055,64;-;-;375,07;375,07;116;3,9;-;-
"260660 Ibimirim";34;34;16724,00;13086,42;-;-;3637,58;-;-;491,88;491,88;140;4,1;-;-
"260670 Ibirajuba";11;11;4249,52;3742,70;-;-;506,82;-;-;386,32;386,32;55;5,0;2;18,18
"260680 Igarassu";20;71;86019,46;75329,43;-;-;10690,03;-;-;1211,54;4300,97;1518;75,9;-;-
"260690 Iguaracy";3;3;3416,80;2758,77;-;-;658,03;-;-;1138,93;1138,93;7;2,3;-;-
"260700 Inajá";14;14;8418,84;5448,98;-;-;2969,86;-;-;601,35;601,35;25;1,8;-;-
"260710 Ingazeira";1;1;171,42;147,92;-;-;23,50;-;-;171,42;171,42;4;4,0;-;-
"260720 Ipojuca";134;134;82557,60;51802,62;-;-;30754,98;-;-;616,10;616,10;306;2,3;-;-
"260730 Ipubi";6;6;1610,92;1367,09;-;-;243,83;-;-;268,49;268,49;26;4,3;2;33,33
"260740 Itacuruba";1;1;462,40;276,60;-;-;185,80;-;-;462,40;462,40;1;1,0;-;-
"260750 Itaíba";17;17;11237,70;9194,45;-;-;2043,25;-;-;661,04;661,04;72;4,2;1;5,88
"260770 Itapetim";5;5;2309,98;1536,88;-;-;773,10;-;-;462,00;462,00;5;1,0;-;-
"260790 Jaboatão dos Guararapes";1432;1459;2598647,61;2136658,21;-;-;461989,40;-;-;1781,12;1814,70;8405;5,9;68;4,75
"260800 Jataúba";19;19;9334,53;7763,53;-;-;1571,00;-;-;491,29;491,29;112;5,9;2;10,53
"260810 João Alfredo";10;10;4507,83;3500,99;-;-;1006,84;-;-;450,78;450,78;57;5,7;-;-
"260825 Jucati";6;6;2955,53;2538,56;-;-;416,97;-;-;492,59;492,59;24;4,0;-;-
"260830 Jupi";19;19;9699,24;7796,32;-;-;1902,92;-;-;510,49;510,49;48;2,5;-;-
"260850 Lagoa de Itaenga";4;4;1862,83;1476,81;-;-;386,02;-;-;465,71;465,71;21;5,3;-;-
"260845 Lagoa do Carro";4;4;1736,60;1161,12;-;-;575,48;-;-;434,15;434,15;20;5,0;-;-
"260860 Lagoa do Ouro";8;8;2842,26;2006,06;-;-;836,20;-;-;355,28;355,28;26;3,3;1;12,50
"260870 Lagoa dos Gatos";2;2;907,04;787,73;-;-;119,31;-;-;453,52;453,52;10;5,0;-;-
"260875 Lagoa Grande";31;31;12622,64;9830,25;-;-;2792,39;-;-;407,18;407,18;104;3,4;2;6,45
"260880 Lajedo";47;47;44856,12;36067,13;-;-;8788,99;-;-;954,39;954,39;211;4,5;3;6,38
"260890 Limoeiro";260;260;183206,09;132554,10;-;-;50651,99;-;-;704,64;704,64;991;3,8;23;8,85
"260900 Macaparana";14;14;7332,60;5022,11;-;-;2310,49;-;-;523,76;523,76;68;4,9;-;-
"260910 Machados";9;9;8220,71;6768,19;-;-;1452,52;-;-;913,41;913,41;15;1,7;-;-
"260915 Manari";14;14;10420,25;8054,04;-;-;2366,21;-;-;744,30;744,30;42;3,0;-;-
"260930 Mirandiba";15;15;7896,53;6735,10;-;-;1161,43;-;-;526,44;526,44;52;3,5;-;-
"261430 Moreilândia";6;6;5459,09;4406,01;-;-;1053,08;-;-;909,85;909,85;28;4,7;1;16,67
"260940 Moreno";234;234;424902,68;346956,14;-;-;77946,54;-;-;1815,82;1815,82;1017;4,3;12;5,13
"260950 Nazaré da Mata";268;268;135381,18;81367,15;-;-;54014,03;-;-;505,15;505,15;620;2,3;-;-
"260960 Olinda";592;605;1383993,26;1152261,81;-;-;231731,45;-;-;2287,59;2337,83;4548;7,7;41;6,93
"260970 Orobó";20;20;13970,28;11244,33;-;-;2725,95;-;-;698,51;698,51;84;4,2;-;-
"260980 Orocó";11;11;5868,87;4640,85;-;-;1228,02;-;-;533,53;533,53;71;6,5;-;-
"260990 Ouricuri";501;501;322251,25;240258,76;-;-;81992,49;-;-;643,22;643,22;1868;3,7;31;6,19
"261000 Palmares";596;596;1059178,28;862309,31;-;-;196868,97;-;-;1777,14;1777,14;2984;5,0;52;8,72
"261010 Palmeirina";7;7;2529,38;2086,52;-;-;442,86;-;-;361,34;361,34;40;5,7;-;-
"261020 Panelas";5;5;3996,65;3142,32;-;-;854,33;-;-;799,33;799,33;19;3,8;1;20,00
"261030 Paranatama";10;10;4162,05;3626,88;-;-;535,17;-;-;416,21;416,21;39;3,9;1;10,00
"261040 Parnamirim";18;18;13243,37;10787,55;-;-;2455,82;-;-;735,74;735,74;84;4,7;1;5,56
"261050 Passira";6;6;2051,56;1437,26;-;-;614,30;-;-;341,93;341,93;11;1,8;-;-
"261060 Paudalho";36;36;18182,38;10055,50;-;-;8126,88;-;-;505,07;505,07;81;2,3;-;-
"261070 Paulista";1035;1069;1642115,98;1414618,13;-;-;227497,85;-;-;1536,12;1586,59;7044;6,8;94;9,08
"261080 Pedra";3;3;1266,76;1154,95;-;-;111,81;-;-;422,25;422,25;13;4,3;-;-
"261090 Pesqueira";103;103;61774,91;48319,83;-;-;13455,08;-;-;599,76;599,76;325;3,2;3;2,91
"261100 Petrolândia";124;124;72591,61;54812,52;-;-;17779,09;-;-;585,42;585,42;498;4,0;8;6,45
"261110 Petrolina";1981;1981;2711520,62;2154771,27;-;-;556749,35;-;-;1368,76;1368,76;10368;5,2;92;4,64
"261120 Poção";1;1;353,68;303,05;-;-;50,63;-;-;353,68;353,68;4;4,0;-;-
"261130 Pombos";9;9;9682,92;7562,67;-;-;2120,25;-;-;1075,88;1075,88;11;1,2;-;-
"261150 Quipapá";16;16;7464,23;4996,42;-;-;2467,81;-;-;466,51;466,51;25;1,6;2;12,50
"261160 Recife";21187;21283;49764151,54;40614269,77;-;-;9149881,77;-;-;2338,21;2348,81;125701;5,9;1425;6,73
"261170 Riacho das Almas";10;10;5864,75;4777,14;-;-;1087,61;-;-;586,47;586,47;30;3,0;3;30,00
"261220 Salgueiro";683;683;811785,72;643258,66;-;-;168527,06;-;-;1188,56;1188,56;2280;3,3;23;3,37
"261230 Saloá";25;25;18755,59;14256,12;-;-;4499,47;-;-;750,22;750,22;71;2,8;-;-
"261240 Sanharó";30;30;14689,05;12268,47;-;-;2420,58;-;-;489,64;489,64;104;3,5;1;3,33
"261245 Santa Cruz";28;28;15057,63;12660,25;-;-;2397,38;-;-;537,77;537,77;194;6,9;-;-
"261247 Santa Cruz da Baixa Verde";10;10;7775,98;6271,67;-;-;1504,31;-;-;777,60;777,60;33;3,3;-;-
"261250 Santa Cruz do Capibaribe";31;31;14162,77;10383,33;-;-;3779,44;-;-;456,86;456,86;152;4,9;2;6,45
"261255 Santa Filomena";14;14;5799,69;4887,95;-;-;911,74;-;-;414,26;414,26;76;5,4;-;-
"261260 Santa Maria da Boa Vista";31;31;18640,79;14393,85;-;-;4246,94;-;-;601,32;601,32;119;3,8;-;-
"261300 São Bento do Una";54;54;35031,99;27536,05;-;-;7495,94;-;-;648,74;648,74;265;4,9;1;1,85
"261310 São Caitano";53;53;26396,64;21782,72;-;-;4613,92;-;-;498,05;498,05;226;4,3;2;3,77
"261320 São João";20;20;7507,74;5412,19;-;-;2095,55;-;-;375,39;375,39;65;3,3;-;-
"261330 São Joaquim do Monte";13;13;12713,96;10425,83;-;-;2288,13;-;-;978,00;978,00;74;5,7;1;7,69
"261350 São José do Belmonte";37;37;17445,55;12612,55;-;-;4833,00;-;-;471,50;471,50;56;1,5;-;-
"261360 São José do Egito";59;59;41693,50;31364,31;-;-;10329,19;-;-;706,67;706,67;199;3,4;3;5,08
"261370 São Lourenço da Mata";24;24;116006,13;101497,26;-;-;14508,87;-;-;4833,59;4833,59;248;10,3;3;12,50
"261380 São Vicente Ferrer";7;7;3679,05;2915,32;-;-;763,73;-;-;525,58;525,58;24;3,4;-;-
"261390 Serra Talhada";734;824;2641155,87;2232127,25;-;-;409028,62;-;-;3205,29;3598,31;6211;8,5;56;7,63
"261400 Serrita";27;27;21227,54;17594,31;-;-;3633,23;-;-;786,21;786,21;162;6,0;-;-
"261410 Sertânia";40;40;29716,83;23913,14;-;-;5803,69;-;-;742,92;742,92;149;3,7;2;5,00
"261420 Sirinhaém";9;9;3130,11;2418,34;-;-;711,77;-;-;347,79;347,79;36;4,0;-;-
"261440 Solidão";5;5;2044,14;1824,76;-;-;219,38;-;-;408,83;408,83;12;2,4;-;-
"261450 Surubim";96;130;115165,73;97499,53;-;-;17666,20;-;-;885,89;1199,64;1316;13,7;6;6,25
"261460 Tabira";30;30;10913,78;9129,35;-;-;1784,43;-;-;363,79;363,79;95;3,2;-;-
"261480 Tacaratu";20;20;9747,14;6205,83;-;-;3541,31;-;-;487,36;487,36;56;2,8;1;5,00
"261485 Tamandaré";4;4;1543,61;1262,36;-;-;281,25;-;-;385,90;385,90;16;4,0;-;-
"261500 Taquaritinga do Norte";40;40;28657,49;22799,55;-;-;5857,94;-;-;716,44;716,44;116;2,9;1;2,50
"261510 Terezinha";7;7;2566,34;1748,07;-;-;818,27;-;-;366,62;366,62;13;1,9;-;-
"261520 Terra Nova";8;8;8230,36;6777,16;-;-;1453,20;-;-;1028,80;1028,80;65;8,1;-;-
"261530 Timbaúba";61;61;58719,33;50280,47;-;-;8438,86;-;-;962,61;962,61;916;15,0;1;1,64
"261540 Toritama";40;40;29202,30;22218,71;-;-;6983,59;-;-;730,06;730,06;138;3,5;2;5,00
"261560 Trindade";29;29;18051,10;15019,91;-;-;3031,19;-;-;622,45;622,45;134;4,6;-;-
"261570 Triunfo";10;10;10553,23;8571,53;-;-;1981,70;-;-;1055,32;1055,32;42;4,2;-;-
"261580 Tupanatinga";9;9;4355,15;3316,55;-;-;1038,60;-;-;483,91;483,91;23;2,6;-;-
"261590 Tuparetama";17;17;7867,81;6166,77;-;-;1701,04;-;-;462,81;462,81;26;1,5;-;-
"261600 Venturosa";17;17;12172,18;9697,36;-;-;2474,82;-;-;716,01;716,01;79;4,6;1;5,88
"261610 Verdejante";8;8;8406,92;6754,32;-;-;1652,60;-;-;1050,87;1050,87;26;3,3;-;-
"261620 Vertentes";32;32;21554,84;15776,42;-;-;5778,42;-;-;673,59;673,59;116;3,6;1;3,13
"261630 Vicência";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;8;2,0;-;-
"261640 Vitória de Santo Antão";564;581;543496,78;406822,39;-;-;136674,39;-;-;935,45;963,65;3126;5,5;15;2,66
"270010 Água Branca";12;12;4289,84;3414,55;-;-;875,29;-;-;357,49;357,49;60;5,0;-;-
"270030 Arapiraca";2092;2157;4163476,63;3355212,29;-;-;808264,34;-;-;1930,22;1990,19;13277;6,3;138;6,60
"270040 Atalaia";16;16;8121,60;4425,60;-;-;3696,00;-;-;507,60;507,60;15;0,9;-;-
"270070 Batalha";77;77;34040,57;22319,37;-;-;11721,20;-;-;442,09;442,09;153;2,0;-;-
"270100 Boca da Mata";6;6;2708,40;1653,60;-;-;1054,80;-;-;451,40;451,40;5;0,8;-;-
"270130 Cajueiro";10;10;4434,00;2676,00;-;-;1758,00;-;-;443,40;443,40;9;0,9;-;-
"270140 Campo Alegre";86;86;97557,62;77011,23;-;-;20546,39;-;-;1134,39;1134,39;502;5,8;2;2,33
"270170 Capela";41;41;24967,55;19684,78;-;-;5282,77;-;-;608,96;608,96;157;3,8;-;-
"270210 Colônia Leopoldina";11;11;4965,40;3031,60;-;-;1933,80;-;-;451,40;451,40;10;0,9;-;-
"270230 Coruripe";1145;1145;1476170,23;989205,18;-;-;486965,05;-;-;1289,23;1289,23;5651;4,9;13;1,14
"270235 Craíbas";7;7;3103,80;1873,20;-;-;1230,60;-;-;443,40;443,40;7;1,0;-;-
"270240 Delmiro Gouveia";43;43;17014,71;11959,77;-;-;5054,94;-;-;395,69;395,69;105;2,4;-;-
"270280 Flexeiras";6;6;2376,70;1709,78;-;-;666,92;-;-;396,12;396,12;10;1,7;-;-
"270300 Ibateguara";1;1;443,40;267,60;-;-;175,80;-;-;443,40;443,40;1;1,0;-;-
"270380 Joaquim Gomes";11;11;4705,35;3391,08;-;-;1314,27;-;-;427,76;427,76;34;3,1;-;-
"270400 Junqueiro";15;15;6912,71;5614,59;-;-;1298,12;-;-;460,85;460,85;64;4,3;-;-
"270430 Maceió";6558;6899;10000170,80;8059712,15;-;-;1940458,65;-;-;1449,51;1524,88;37749;5,8;414;6,31
"270450 Maragogi";28;28;12724,20;7801,80;-;-;4922,40;-;-;454,44;454,44;28;1,0;-;-
"270470 Marechal Deodoro";18;18;8125,20;4960,80;-;-;3164,40;-;-;451,40;451,40;18;1,0;-;-
"270500 Mata Grande";10;10;5101,98;4577,45;-;-;524,53;-;-;510,20;510,20;86;8,6;-;-
"270510 Matriz de Camaragibe";9;9;3337,18;2168,33;-;-;1168,85;-;-;370,80;370,80;30;3,3;-;-
"270550 Murici";25;25;4148,80;2220,80;-;-;1928,00;-;-;165,95;165,95;118;4,7;-;-
"270630 Palmeira dos Índios";520;520;550114,56;419136,19;-;-;130978,37;-;-;1057,91;1057,91;1528;2,9;11;2,12
"270640 Pão de Açúcar";45;45;19819,66;15098,75;-;-;4720,91;-;-;440,44;440,44;76;1,7;1;2,22
"270660 Paulo Jacinto";5;5;1350,52;1150,70;-;-;199,82;-;-;270,10;270,10;27;5,4;-;-
"270670 Penedo";367;367;209334,65;142473,26;-;-;66861,39;-;-;570,39;570,39;1007;2,7;6;1,63
"270680 Piaçabuçu";10;10;4514,00;2756,00;-;-;1758,00;-;-;451,40;451,40;10;1,0;-;-
"270690 Pilar";112;112;83049,10;43541,85;15882,38;-;17456,88;-;-;741,51;741,51;263;2,3;-;-
"270710 Piranhas";30;30;13545,74;10897,40;-;-;2648,34;-;-;451,52;451,52;77;2,6;-;-
"270730 Porto Calvo";56;56;43437,64;32800,84;-;-;10636,80;-;-;775,67;775,67;292;5,2;2;3,57
"270760 Quebrangulo";8;8;9473,63;7572,04;-;-;1901,59;-;-;1184,20;1184,20;41;5,1;-;-
"270770 Rio Largo";37;37;31721,67;26544,05;-;-;5177,62;-;-;857,34;857,34;253;6,8;1;2,70
"270800 Santana do Ipanema";1070;1070;835690,83;596444,60;-;-;239246,23;-;-;781,02;781,02;3798;3,5;59;5,51
"270830 São José da Laje";10;10;3893,02;2559,92;-;-;1333,10;-;-;389,30;389,30;16;1,6;-;-
"270840 São José da Tapera";11;11;4652,68;2864,00;-;-;1788,68;-;-;422,97;422,97;12;1,1;-;-
"270850 São Luís do Quitunde";34;34;13510,01;8648,75;-;-;4861,26;-;-;397,35;397,35;75;2,2;-;-
"270860 São Miguel dos Campos";474;474;543287,91;409411,77;-;-;133876,14;-;-;1146,18;1146,18;1528;3,2;14;2,95
"270915 Teotônio Vilela";81;81;45154,49;34108,50;-;-;11045,99;-;-;557,46;557,46;331;4,1;4;4,94
"270930 União dos Palmares";456;456;269150,95;190551,21;-;-;78599,74;-;-;590,24;590,24;1811;4,0;32;7,02
"270940 Viçosa";38;38;16886,64;13161,33;-;-;3725,31;-;-;444,39;444,39;124;3,3;-;-
"280020 Aquidabã";125;125;35286,02;30002,17;-;-;5283,85;-;-;282,29;282,29;250;2,0;-;-
"280030 Aracaju";4877;4922;9558517,34;7641424,94;-;-;1917092,40;-;-;1942,00;1959,92;31689;6,5;336;6,89
"280130 Capela";99;99;28903,99;23655,15;-;-;5248,84;-;-;291,96;291,96;266;2,7;-;-
"280210 Estância";475;475;504288,53;406698,24;-;-;97590,29;-;-;1061,66;1061,66;2359;5,0;50;10,53
"280290 Itabaiana";631;631;394314,49;273136,36;-;-;121178,13;-;-;624,90;624,90;2050;3,2;27;4,28
"280340 Japoatã";61;61;23677,97;14767,76;-;-;8910,21;-;-;388,16;388,16;122;2,0;-;-
"280350 Lagarto";1157;1157;2138198,82;1766980,94;-;-;371217,88;-;-;1848,05;1848,05;7147;6,2;102;8,82
"280450 Nossa Senhora da Glória";92;92;45482,25;32128,31;-;-;13353,94;-;-;494,37;494,37;254;2,8;10;10,87
"280480 Nossa Senhora do Socorro";295;295;153574,62;113980,28;-;-;39594,34;-;-;520,59;520,59;727;2,5;23;7,80
